	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_6391_5.txt	6391	5	6409.53067485	7460.40625	2922.89377289	844.166666667	2350.58823529	2955.7027972	6529.38235294	7448.38187702	823.28	6491.96460177	6465.69565217	6546.55835962	586.486486486	6669.75241158	1781.73658537	716.65625	1078.11009174	1140.624	1320.97849462	1452.29064039	1183.51485149	1094.13475177	1182.3537415	1166.18012422	1421.11290323	1726.45128205	2281.38461538	1710.67741935	1736.51785714	3428.86363636	1239.44954128	1156.35869565	2632.70292887	1057.39416058	1042.09615385	995.470588235	899.538461538	1749.68	1172.62711864	1392.86390533	1861.78645833	919.401639344	1535.08403361	713.0	3985.61931818	3188.13983051	964.017647059	844.529411765	1193.64383562	909.783783784	1216.54491018	1093.0625	1245.81538462	1153.24705882	1332.25	1334.0	1175.17391304	1079.2519084	944.557894737	1035.7	967.272727273	1509.13953488	1229.73728814	1186.02479339	1083.59433962	593.528301887	483.157894737	858.573170732	1075.0	1102.08928571	890.365591398	996.247058824	1057.67073171	1242.76335878	1092.47368421	636.611111111	845.388888889	838.456521739	612.571428571	2802.8	1057.59615385	633.628205128	3021.88571429	1662.32786885	1213.99082569	865.858974359	889.138888889	274.5	2367.0969163	730.951612903	507.549019608	2424.40983607	2441.00704225	2756.50819672	2449.79310345	1298.70588235	1142.13432836	1396.33333333	480.25	579.133333333	354.5	522.317073171	296.75	593.911764706	468.375	310.4	360.923076923	897.901408451	903.051724138	1316.95	974.520325203	989.188118812	878.928571429	741.259259259	847.446601942	1159.38461538	864.544715447	661.974683544	1600.53333333	562.6875	275.371428571	2890.66350711	602.933333333	899.291666667	1276.43925234	2255.58394161	859.06557377	1070.81914894	644.740740741	1116.07920792	690.564516129	1031.6	3273.63076923	829.24137931	1164.16483516	792.5	839.178082192	744.068181818	647.047619048	1526.04166667	992.622641509	769.0	581.890625	586.794520548	801.554054054	856.697247706	689.164835165	980.53125	961.815789474	765.666666667	914.697247706	618.010989011	861.138888889	755.373333333	793.491071429	931.915662651	789.060240964	594.142857143	553.875
alpha_rarefaction_6391_6.txt	6391	6	6381.6754386	6912.72307692	3168.75949367	689.04	2470.71232877	2753.59036145	6339.13953488	6348.57014925	809.633802817	6653.6635514	6401.33527697	6806.78095238	681.1	6401.03058104	1888.51546392	652.43902439	1002.25531915	1136.41666667	1243.38392857	1525.78409091	1123.18181818	1141.71034483	1308.57575758	1365.52941176	1386.40740741	1897.9144385	2228.75129534	1356.08695652	1596.6440678	3073.15568862	1106.88235294	920.925233645	2653.53012048	1074.12820513	1035.38970588	993.462365591	1010.74418605	1933.27906977	1056.22377622	1348.13235294	1946.5	861.709090909	1491.82142857	810.776119403	3374.34134615	3259.3362069	1020.40939597	831.769230769	1305.08333333	872.0	1262.0	1085.0	1080.46853147	1160.81481481	1127.07317073	1437.15107914	1138.42038217	1019.55714286	775.15	1163.17241379	1106.2	1449.13609467	1106.25	1018.37096774	1053.76415094	567.196078431	495.241935484	788.78313253	1007.66141732	1141.15748031	932.011764706	961.06122449	917.566666667	1190.625	1153.90344828	622.0	691.391891892	861.977272727	656.87755102	2730.07926829	1057.05607477	642.049180328	2853.03030303	1444.53719008	1028.77966102	835.24742268	1028.38181818	323.954545455	2450.87553648	796.509090909	591.525	2387.07065217	2574.39416058	2623.48663102	2385.421875	1244.00869565	929.181818182	1461.73873874	525.779411765	581.638297872	319.375	545.634146341	391.434782609	694.446808511	351.12	225.434782609	354.195652174	906.783783784	701.285714286	1534.87356322	1063.29411765	995.886792453	834.519230769	727.114754098	804.905263158	1176.99324324	891.807692308	654.62962963	1641.63125	709.279069767	288.84	2761.8364486	671.346153846	921.5625	1359.80555556	2247.42857143	1008.71428571	1137.35443038	688.739130435	1043.0	748.31884058	922.754545455	3649.02890173	881.941747573	1285.53571429	764.573033708	743.956521739	651.261682243	517.077922078	1468.20689655	1065.75229358	825.919191919	728.5	721.35	870.901408451	1011.09708738	891.493670886	1043.95918367	997.280373832	730.325301205	831.756756757	618.367346939	748.585714286	764.513888889	843.475247525	909.514851485	803.247524752	667.838709677	604.06185567
alpha_rarefaction_6391_7.txt	6391	7	6386.19648094	7670.40196078	2906.48101266	676.164179104	2684.75376884	2789.57342657	7192.53040541	6598.01948052	723.182926829	6435.69230769	7153.556231	6560.37719298	693.344262295	6682.40705128	2077.95939086	688.85	1089.05405405	1125.23913043	1186.5	1503.0	1022.34677419	1004.10465116	1244.11038961	1192.83870968	1310.04444444	1730.36683417	2089.50458716	1537.02884615	1714.46979866	2746.27906977	1215.4587156	1067.9009901	2852.512	1133.328125	1050.52173913	1164.0	993.839622642	1979.05426357	993.063380282	1360.42580645	1758.57142857	902.375	1441.52054795	780.888888889	3614.43255814	2966.46938776	1011.18987342	734.810344828	1291.66935484	757.614457831	1224.34899329	1113.05952381	1222.2761194	1065.95744681	1137.1627907	1327.57777778	1188.04255319	1084.08510638	871.862745098	1076.83529412	977.046511628	1360.0754717	1102.91044776	1326.84536082	1046.05940594	527.192307692	493.109090909	812.441860465	1114.79130435	1235.38888889	931.533333333	956.295918367	974.347826087	1241.57142857	1267.07142857	632.058139535	695.493150685	870.5	566.615384615	2750.82802548	1231.12121212	690.25	2887.05188679	1575.32	1109.58928571	845.891891892	996.591836735	351.473684211	2532.86633663	682.0	562.666666667	2614.0	2653.16911765	2811.40837696	2415.64179104	1173.50847458	956.040540541	1438.10791367	526.569620253	472.153846154	272.666666667	736.5	291.222222222	760.385964912	335.652173913	312.2	289.448979592	918.085714286	800.763888889	1293.17391304	1173.06122449	1063.75	844.87628866	748.009803922	840.173469388	1191.41134752	862.0	804.246153846	1669.725	520.8125	240.027027027	2885.17821782	764.842105263	879.170731707	1324.76699029	2286.40425532	950.550458716	966.5	655.318181818	1123.23584906	570.776470588	896.184210526	3407.45128205	840.860655738	1057.05504587	731.663043478	793.279411765	729.202531646	587.684931507	1678.53529412	970.696969697	818.068965517	642.269230769	759.666666667	770.383561644	859.11	784.651685393	888.486486486	873.324324324	727.010204082	958.413793103	599.192982456	705.517241379	726.0625	829.728971963	817.4	755.8	605.558823529	682.717647059
alpha_rarefaction_6391_8.txt	6391	8	6351.06489676	6582.41690141	2773.26262626	652.0	2372.50406504	2822.57236842	7190.21523179	6942.9009901	681.0	6750.5	6153.97368421	6169.58381503	849.0	6310.06542056	1737.23504274	712.015384615	1026.68503937	1090.91666667	1369.91919192	1503.90052356	1023.86885246	1153.9	1389.5234375	1165.73584906	1368.50413223	1792.77464789	2235.12698413	1807.04854369	1605.75	2724.16666667	1165.98245614	1106.0	2546.20754717	993.15037594	1108.425	1026.0326087	878.564102564	2068.99115044	1062.36029412	1345.48823529	1789.27272727	1009.28	1354.12426036	818.223684211	3518.54185022	3287.54054054	1009.93793103	828.125	1154.6	674.627659574	1208.01744186	1092.16326531	1215.9	1060.64705882	1071.89344262	1337.63829787	1236.54347826	1025.25174825	784.099173554	991.866666667	1118.2519084	1531.39285714	1084.09090909	1069.9	1022.9266055	549.0	507.333333333	933.125	894.696428571	1184.3046875	892.443181818	907.636363636	970.8	1291.54545455	1142.16666667	660.209302326	737.638888889	875.87755102	692.23255814	2679.30813953	981.782608696	587.492537313	2772.41935484	1487.19354839	1162.10377358	846.606382979	945.25	288.029411765	2519.38613861	677.016666667	537.441860465	2342.06976744	2418.75	2717.2972973	2315.5	1195.00826446	829.154761905	1515.02325581	599.551724138	610.725490196	372.888888889	396.666666667	410.714285714	738.918032787	314.869565217	290.0	404.87804878	984.808823529	698.0	1242.6	1117.17241379	1023.32110092	966.896551724	746.513274336	835.980392157	1138.0	910.165137615	704.263888889	1729.11764706	624.282608696	284.037037037	2806.29545455	655.75	897.220779221	1244.19090909	2295.14583333	950.844036697	997.981308411	665.576923077	988.641025641	645.032967033	988.105263158	3737.62711864	914.876106195	1082.88118812	770.101265823	703.287671233	730.666666667	676.960784314	1511.78333333	1030.72115385	700.631578947	496.0	676.741935484	746.52173913	941.064516129	902.0	1007.13461538	838.057142857	706.065934066	920.571428571	617.454545455	699.584415584	781.285714286	741.403669725	949.785714286	762.023255814	638.296703297	616.356435644
alpha_rarefaction_6391_9.txt	6391	9	6467.50920245	7134.25679758	2772.2247191	707.642857143	2602.78461538	2922.5221843	6616.71974522	5953.22686567	777.289156627	6276.02147239	6661.0308642	6749.66990291	756.263157895	5967.46363636	1873.89010989	675.2	1099.01941748	1036.00666667	1173.88679245	1366.63255814	1161.19642857	1147.11111111	1290.34042553	1215.65734266	1511.84955752	1695.90277778	2311.83957219	1600.9375	1705.77922078	2982.24550898	1474.00980392	1107.58510638	2636.6627907	998.021428571	982.623287671	954.804347826	1088.67857143	1873.0234375	977.366412214	1352.51898734	1804.04477612	955.25	1495.02985075	681.7625	3604.06730769	3284.15517241	1026.40939597	802.432692308	1173.43650794	918.613333333	1289.70348837	1066.10179641	1239.05691057	1020.7027027	1266.50980392	1249.93129771	1195.21804511	1209.14018692	855.67961165	1043.28125	1025.0	1344.58381503	1062.3557047	1024.91911765	1151.03191489	664.466666667	528.47826087	903.034482759	1042.90909091	1178.05309735	912.358695652	913.105263158	887.566666667	1277.62295082	1239.77304965	699.62962963	780.850746269	901.595744681	639.654545455	3010.59854015	1090.4375	734.564516129	2610.52752294	1233.79136691	1023.25925926	878.106382979	1077.05882353	308.391304348	2300.85258964	717.157894737	543.595744681	2543.13513514	2531.40740741	2660.14973262	2106.04195804	1181.13043478	1032.63380282	1379.224	584.47826087	572.882352941	402.555555556	477.066666667	349.0	710.508474576	335.037037037	382.428571429	450.447368421	799.333333333	701.038461538	1238.77884615	1091.55263158	967.934579439	790.378378378	731.295238095	845.95	1249.10714286	828.016949153	641.345679012	1506.78034682	589.87755102	257.551724138	2742.78801843	752.517857143	882.263157895	1498.64516129	2047.09090909	993.709677419	973.115044248	700.223880597	1043.00990099	763.131147541	1087.9	3478.29411765	934.75257732	946.652173913	779.898876404	659.08	736.96	614.050847458	1575.29411765	966.153846154	778.142857143	647.046153846	682.539473684	796.363636364	991.838709677	871.0	1047.50458716	956.579831933	700.070588235	924.613636364	676.021276596	757.194805195	740.783783784	818.72826087	802.4375	722.845360825	700.034090909	592.673469388
alpha_rarefaction_8518_0.txt	8518	0	7559.22565321	7711.73770492	3271.04304636	824.858974359	2805.40754717	2958.11886305	7539.00242718	7444.03981265	822.696969697	7775.83135392	7451.54394299	7172.65865385	847.241935484	6984.77427184	2138.8	946.1	1184.8907563	1338.11184211	1328.10569106	1770.61325967	1245.31858407	1098.0	1532.00719424	1297.13194444	1427.29569892	1768.05859375	2444.72177419	1850.50694444	1851.16666667	3323.62694301	1449.77952756	1249.95833333	2886.54071661	1306.88235294	994.636363636	1099.0	1006.25454545	2083.3557047	1091.32075472	1431.22222222	1835.424	993.544715447	1579.12299465	790.111111111	4075.4338843	3415.19512195	1044.58709677	905.794871795	1210.22641509	868.742857143	1332.05586592	1112.24855491	1225.70198675	1125.79487179	1277.02439024	1290.00581395	1366.7972028	1096.35483871	935.081081081	1117.76415094	1121.00699301	1721.12290503	1152.03636364	1225.65359477	1002.88235294	544.90625	665.807692308	897.098039216	975.966666667	1232.54	885.436363636	1064.94957983	1063.02912621	1425.28476821	1271.08536585	731.082474227	705.847826087	964.55	853.692307692	3369.55154639	1104.35714286	728.546875	3144.86	1441.94767442	1093.61832061	956.221238938	1274.66666667	424.0	2698.04255319	801.28	468.014705882	2670.91949153	3078.79220779	2910.53846154	2940.05063291	1245.21917808	1045.21176471	1574.54054054	560.341463415	712.909090909	417.275862069	534.212765957	335.243243243	663.026315789	371.529411765	326.272727273	489.236842105	833.923076923	779.483146067	1393.18939394	1090.94366197	984.066666667	1025.02521008	820.355371901	995.436170213	1266.6626506	830.833333333	814.126582278	1631.66497462	622.981132075	278.717948718	3269.80918728	779.01369863	1029.71875	1445.453125	2413.38068182	1131.28571429	1197.00840336	701.058139535	1060.51145038	674.55	1190.52	3654.03703704	997.078947368	1372.44628099	893.220930233	707.032258065	744.412844037	573.494505495	1536.1875	1209.16483516	793.690909091	675.567567568	686.210526316	765.873684211	1093.83333333	810.849557522	1078.63909774	1095.8778626	885.614457831	1009.1559633	635.692307692	785.010638298	755.146067416	924.404761905	948.758333333	905.742857143	690.220930233	645.031914894
alpha_rarefaction_8518_1.txt	8518	1	7318.92099323	7774.46666667	3015.96142433	883.697368421	2697.79104478	3222.6637931	7379.3825	6919.13839286	910.02247191	7045.81395349	8092.13580247	7857.19847328	778.0	7809.23262032	1883.86693548	888.337837838	1035.25352113	1245.22142857	1245.5	1496.12727273	1255.39344262	1250.68571429	1455.32704403	1294.23529412	1369.40677966	1897.5	2291.06198347	2112.92241379	1608.91803279	3629.00510204	1314.11904762	1151.66666667	2768.67845659	1194.51145038	1038.57324841	1152.20588235	1063.20588235	2109.21818182	1072.57142857	1427.00540541	1771.94736842	963.353982301	1649.60693642	837.048543689	4077.75384615	3638.7979798	1059.79166667	825.907692308	1354.43537415	934.815533981	1320.89473684	1105.63372093	1210.46666667	1172.5	1408.7804878	1510.07092199	1341.88811189	1132.43708609	944.678571429	1131.77659574	1110.57936508	1564.5	1076.53333333	1358.368	1113.375	626.378787879	596.5	977.168539326	1009.61904762	1420.23529412	923.048543689	960.56	1222.15909091	1325.42105263	1258.8258427	661.038834951	737.760869565	1121.01818182	716.818181818	2949.9612069	1323.57522124	689.838235294	3082.17716535	1633.34	1207.13934426	963.639175258	1024.62820513	275.0	2657.31972789	803.444444444	584.8	2678.61572052	2930.83928571	3393.3	2609.58730159	1299.19852941	1046.17857143	1625.42857143	613.25	666.596491228	355.078947368	612.12244898	348.303030303	898.125	378.794117647	305.055555556	473.6	948.172413793	809.12987013	1237.68794326	1126.94630872	1085.7593985	1000.08695652	844.212121212	936.90625	1267.23668639	1034.43902439	897.304878049	1547.86206897	667.818181818	271.591836735	3234.37354086	694.270588235	991.165048544	1500.35658915	2351.99441341	1112.90625	1015.31506849	733.683544304	1031.81560284	666.842696629	1134.14285714	4026.65822785	973.852941176	1210.79032258	766.0	760.697368421	821.509259259	565.723684211	1663.37962963	1088.67567568	774.866666667	620.88	716.5	918.8	936.389830508	806.844036697	1009.5703125	1061.3671875	917.475	933.595041322	721.009433962	849.406976744	761.793814433	830.416666667	880.128440367	819.897435897	651.873684211	640.756756757
alpha_rarefaction_8518_2.txt	8518	2	7525.31381733	7853.90519187	2944.26498423	741.558441558	2713.52205882	2969.11053985	7207.04100228	7651.26142132	913.404494382	7287.37587007	7782.0669746	7273.55555556	794.647058824	7591.16129032	1856.375	794.714285714	1209.35087719	1272.93150685	1366.00793651	1725.04255319	1268.23584906	1273.17307692	1488.16447368	1213.31791908	1434.72	1949.05555556	2563.57004831	1946.35714286	1924.6	4050.00531915	1368.04379562	1078.57692308	2902.92789969	1169.98540146	1086.88888889	1212.77906977	1008.48387097	2110.69798658	1089.02097902	1509.18666667	1917.78210117	1096.89908257	1589.64417178	757.559139785	3850.7689243	3272.29032258	1145.90225564	965.371681416	1330.85714286	930.01980198	1285.03550296	1061.6978022	1203.22818792	1119.16935484	1316.36065574	1516.72151899	1303.32467532	1111.38194444	855.473684211	1236.16666667	1231.91891892	1673.53333333	1066.28846154	1240.66911765	1126.69047619	566.448275862	538.232142857	1015.76315789	964.489361702	1341.11811024	982.378378378	1088.11111111	1172.01098901	1400.39622642	1239.69879518	681.1	775.638554217	1432.06521739	647.098360656	3152.39613527	1141.83464567	733.121621622	3232.1106383	1519.97452229	1171.39344262	846.0	1025.11842105	326.8	2781.53546099	718.220779221	508.630769231	2753.51282051	2699.32	2944.72881356	2439.3622449	1514.83064516	1016.66666667	1358.92073171	518.677419355	576.651515152	369.965517241	524.444444444	280.567567568	804.296875	415.794117647	267.615384615	516.675675676	984.703703704	718.176470588	1440.56934307	1077.75949367	1033.49295775	981.09375	875.53	867.79245283	1199.85	970.91588785	747.965517241	1683.7804878	760.125	300.135135135	3111.28624535	735.835294118	879.142857143	1320.02173913	2424.14136126	1191.02564103	1218.00909091	701.783783784	1171.46153846	777.581395349	1063.13934426	3939.45867769	956.024193548	1330.42105263	844.478723404	722.905263158	833.75	609.113636364	1571.88311688	1140.47580645	871.071428571	670.649350649	669.136363636	791.448275862	1017.28448276	866.125	1063.82222222	1093.46280992	825.539215686	949.448598131	696.432692308	669.009803922	864.619047619	830.826086957	929.05	842.379310345	677.908045977	653.15
alpha_rarefaction_8518_3.txt	8518	3	7230.82721382	7888.125	3497.98606272	786.5	2834.08303249	2836.65743073	7419.23150358	7248.12195122	836.0	7426.62331839	7436.74712644	7838.04411765	698.776315789	7668.93622449	2109.12903226	882.696202532	1200.34259259	1236.74	1321.25174825	1517.01395349	1181.71171171	1277.82802548	1451.35915493	1227.04395604	1356.38020833	1906.78947368	2420.71653543	1644.21804511	1864.04972376	3492.11956522	1329.5	1199.67924528	3040.56401384	1151.36956522	1155.4	1036.71171171	1084.21212121	2203.11111111	1139.94594595	1436.40782123	1954.38114754	985.84	1544.85882353	842.822916667	4217.09322034	3662.53082192	1134.04026846	822.315384615	1334.7875	851.166666667	1324.08287293	1061.11666667	1226.875	1236.67010309	1246.22377622	1448.13461538	1247.16766467	1050.57324841	950.065420561	1267.69811321	1183.32575758	1648.37696335	1079.93292683	1181.63235294	1200.00854701	608.428571429	504.666666667	1138.45	1108.5877193	1255.984375	923.009803922	1103.0619469	1272.44329897	1262.65605096	1168.31770833	722.344827586	770.538461538	1032.12244898	674.417910448	2801.53112033	1149.30081301	741.813333333	3174.43171806	1508.875	1165.25	844.307692308	1163.5	346.517241379	2765.86100386	761.666666667	528.62295082	2862.24347826	3134.68421053	3496.53301887	2317.29569892	1309.38194444	1007.51111111	1437.92	603.940298507	605.25	364.333333333	645.444444444	368.464285714	938.095238095	339.206896552	295.0	390.549019608	905.0	798.247058824	1397.55905512	1046.21052632	1090.22377622	920.144827586	837.772277228	978.536585366	1250.11229947	873.816326531	725.229166667	1604.55140187	670.185185185	328.090909091	2884.54895105	729.225	928.164948454	1399.04166667	2443.4	1099.09917355	1162.0	716.2875	1162.50909091	721.221153846	1095.36363636	4063.87551867	913.084033613	1258.61538462	788.0	831.75862069	809.464285714	578.256097561	1644.97183099	1085.05128205	791.296610169	612.857142857	758.023255814	849.512195122	977.221374046	869.277777778	1030.359375	1034.11278195	789.375	875.596638655	751.32038835	813.967391304	750.9375	808.313043478	929.443478261	818.655462185	674.905263158	641.019230769
alpha_rarefaction_8518_4.txt	8518	4	7176.10526316	7682.01598174	3185.03058104	798.04109589	2690.17857143	2981.53295129	7987.00248139	7836.7751938	868.279069767	7582.34005038	7408.58490566	7207.54929577	787.8125	7144.5483871	2154.46938776	788.666666667	1105.74418605	1207.85714286	1395.0	1595.405	1222.66666667	1258.73988439	1533.60714286	1315.12101911	1466.77070064	1741.26938776	2257.80918728	1704.22580645	1673.15165877	3766.90816327	1526.47826087	1138.21052632	2946.72727273	1144.59310345	1069.44295302	1083.33333333	1043.42857143	2164.40243902	1158.54545455	1492.37931034	1964.78846154	941.048780488	1456.68452381	856.573170732	4153.55642023	3348.01904762	1004.26470588	840.496062992	1428.20143885	815.219298246	1359.12582781	1068.87078652	1207.39240506	1220.11926606	1186.07042254	1374.32298137	1197.03797468	1068.0617284	867.09009009	1100.59836066	992.218309859	1653.60588235	1156.86624204	1261.59854015	1095.11570248	628.835820896	598.705882353	1073.32142857	1045.3359375	1427.248	832.177966102	999.443478261	1013.125	1282.99367089	1345.08474576	616.054545455	845.225352113	876.444444444	751.35	3388.24590164	1169.90163934	749.0	3074.90038314	1486.08074534	1185.09302326	928.43697479	1389.76666667	324.791666667	2597.21052632	823.630769231	627.5	2733.67073171	2709.14772727	2921.92	2417.30769231	1349.65441176	1099.06818182	1408.96067416	549.333333333	768.068181818	379.0	563.964912281	358.5	805.818181818	427.236842105	317.052631579	517.323529412	854.153061224	741.125	1261.94078947	1104.3625	1096.608	1034.55752212	822.76	932.967391304	1282.58928571	876.161538462	746.696969697	1715.03076923	709.71875	262.622222222	3479.2	762.151898734	930.26	1483.86330935	2387.52380952	1109.3125	1179.10091743	648.233333333	1105.44094488	716.484536082	1032.87401575	3884.68093385	925.405405405	1396.66371681	785.055555556	746.129032258	800.336633663	621.317073171	1632.73684211	1112.7826087	840.294736842	599.060240964	749.920454545	832.379310345	1023.48695652	1012.12903226	1041.33587786	1044.51908397	816.411764706	917.653543307	647.75	810.666666667	713.344827586	852.092592593	998.852941176	858.570247934	649.894736842	602.975609756
alpha_rarefaction_8518_5.txt	8518	5	7808.53826531	8083.00702576	3095.77846154	825.014285714	2653.51119403	2947.565	7643.82222222	7546.99031477	818.957894737	7824.65291262	8209.96306069	7190.37288136	828.850746269	6976.89227166	2103.44206009	851.615384615	1154.2	1349.10714286	1345.47933884	1511.17307692	1305.34645669	1259.53956835	1583.73684211	1242.0621118	1435.06976744	1881.31696429	2469.55060729	1756.74496644	1743.48947368	3212.09459459	1221.10687023	1171.13513514	3064.86925795	1109.8	1094.06578947	1018.22727273	1117.36036036	2165.94578313	1123.0	1539.65934066	1687.61710037	1050.58823529	1580.98148148	806.581395349	4682.20731707	3593.73913043	1137.31538462	784.0	1264.36075949	853.6	1254.57653061	1148.5	1273.38125	1084.37209302	1234.86290323	1369.96428571	1308.80136986	1040.10588235	981.397849462	1153.45714286	1115.30769231	1624.44318182	1119.59477124	1321.36	1111.5859375	636.050847458	469.208333333	1047.75	1124.44094488	1236.33333333	981.778846154	1016.90909091	1025.01010101	1273.92592593	1239.44303797	696.203883495	813.494623656	1154.35294118	618.135135135	3312.00990099	1155.24390244	851.147540984	3305.04444444	1488.47272727	1346.57377049	840.390243902	1130.56716418	315.794117647	2553.96805112	694.420454545	607.32	2797.07042254	3260.13207547	3044.34599156	2453.94117647	1368.0	1065.24719101	1584.91111111	599.561643836	524.484375	377.692307692	611.153846154	380.689655172	941.769230769	345.0	259.24	500.75	945.941747573	819.7625	1391.33834586	1063.37254902	1083.96875	994.87394958	837.009345794	805.794871795	1307.96402878	985.758928571	723.276595745	1668.37688442	681.491803279	325.459459459	3133.10035842	801.013333333	951.613636364	1340.11278195	2189.77720207	1079.80991736	1146.87804878	697.47826087	980.626760563	673.027522936	969.507936508	3802.37051793	941.0	1199.57936508	767.029126214	729.01980198	875.117647059	603.523255814	1679.671875	1002.7804878	847.595505618	571.3125	785.725274725	832.774193548	1042.0	804.850877193	1118.68217054	1116.86607143	869.554054054	942.163934426	647.75	857.774193548	711.387755102	896.321428571	1017.65306122	840.4	651.421052632	645.333333333
alpha_rarefaction_8518_6.txt	8518	6	7514.86436782	8049.28442438	3270.03344482	868.818181818	2899.01136364	2975.50802139	7730.19417476	8068.59493671	931.511363636	7485.49766355	7538.20090293	7237.28571429	801.923076923	7518.21502591	2104.47136564	819.735632184	1039.45901639	1304.57246377	1293.5	1550.82608696	1373.77884615	1154.54166667	1487.0890411	1214.56875	1308.74634146	1851.11304348	2241.92519685	1863.96460177	1744.01714286	3647.84057971	1481.43902439	1217.54918033	3044.1443662	1193.688	1102.0	1059.3364486	1023.40707965	2107.70945946	1151.04929577	1441.17241379	1983.72173913	996.826771654	1648.84810127	854.921348315	4414.03358209	3414.11409396	1052.2037037	844.008547009	1273.48076923	875.557522124	1323.15217391	1128.04109589	1199.18012422	1313.66666667	1269.31468531	1292.34269663	1332.57246377	1032.16326531	952.121212121	1201.86607143	1189.88188976	1626.75555556	1187.15441176	1140.78378378	1199.6875	650.101694915	489.803278689	909.887755102	1073.46280992	1343.63829787	838.252252252	1000.37931034	1171.81553398	1372.03614458	1285.58227848	637.941176471	792.943820225	1149.47169811	758.326086957	3083.04672897	1080.35766423	756.243589744	3235.54098361	1519.32075472	1158.80769231	881.684210526	1075.64705882	295.0	2633.74444444	735.181818182	614.790697674	2808.3019802	3073.50657895	3243.01345291	2564.25	1401.09090909	1088.28	1486.04	587.033707865	661.722222222	295.078947368	513.428571429	289.5	788.453125	352.333333333	313.235294118	448.456521739	974.632183908	840.246153846	1420.76335878	1105.77070064	1074.07936508	950.407407407	778.158878505	855.026315789	1205.05747126	956.19047619	760.065420561	1754.53960396	564.789473684	350.777777778	2924.71034483	778.0	925.306930693	1469.36065574	2428.98895028	926.723880597	1186.52586207	721.470588235	1078.86363636	700.447368421	1029.25	3690.0242915	847.2	1306.39344262	869.035714286	739.709677419	822.659574468	602.662650602	1640.75462963	1117.21212121	810.356435644	659.333333333	740.5625	774.64516129	981.024	877.596153846	1039.45	1128.48695652	779.21875	897.151785714	641.103773585	787.510638298	811.638554217	864.647058824	950.173469388	873.361111111	656.894230769	625.844036697
