pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145
An10Ant1	-0.119559997794	-0.18497093914	0.115218791524	-0.0140306960942	0.0389377076165	-0.00880498955125	0.102977508567	-0.0104892912385	0.0263848282609	-0.0142534942808	0.0332567985194	-0.0527498089908	0.0251056437869	-0.0143222661639	0.0401154642612	-0.0423224317167	0.119658558676	-0.0864085291336	-0.00284608736341	0.020447088942	-0.150596993235	0.020456015431	-0.0523650605632	0.00517026225798	-0.100007345787	0.05028294931	-0.0512871874664	0.129672248958	-0.0600798122014	0.00402481881138	-0.0596670043834	-0.0291932379147	0.0393636360196	-0.0149367765163	0.0495052851881	-0.00442190114983	-0.035535799321	-0.0186296580881	0.0402685955999	-0.0330903522088	-0.0183354150849	0.0276236052301	0.00845586429741	-0.0492052354031	-0.0205483478674	-0.0723353462362	0.0657156169783	0.0178915533891	0.0597904170581	-0.00417697830316	-0.112129814995	0.00592923324412	0.0405356362847	0.0238824373752	-0.0454990735887	-0.030417908204	-0.0329690794106	-0.0724753208013	0.108950742424	0.00646950532628	-0.0637582466174	-0.0458630492409	-0.0202872791801	-0.0406756246778	-0.0639081007894	0.0033010760577	0.0631183726501	0.0317549613436	-0.0593416406534	-0.032778098657	-0.0435241771278	-0.0180500416768	0.0441183194849	0.014018883804	0.000810376678433	0.0325471701782	0.0337221437041	-0.0997310215047	-0.0037168826864	-0.0159224379098	-0.015007657608	0.0352758948125	0.0733328318279	0.0442960652729	-0.0565732466737	-0.0194231839383	-0.032936843041	-0.00327321224018	-0.0296662440839	0.0118107445821	0.0440280454904	0.0459726657056	0.00238806472482	0.0404999967213	-0.0772991261331	-0.00368287544652	-0.0439019279836	-0.0194257691207	-0.0419617750165	0.0591449239161	0.00780468858804	0.0252684919206	0.0105974928576	-0.0197719823717	-0.0353251189992	-0.0155364867211	-0.014745353661	-0.0197266972457	-0.0265072781009	0.00972055013358	0.0347903299251	0.0326716613463	0.00588307839537	-0.0489112492362	-0.0342397823194	-0.0386327185609	-0.0728595689772	0.0323770637475	0.0272553834789	0.02889419404	0.0226903749498	-0.00018219241777	-0.0214343106017	-0.012828769229	-0.0196462451637	0.0135030434214	0.0107806617992	0.0186569672285	0.0200505104012	-0.031506129703	-0.00747725279	0.037041980686	0.0156479341179	-0.0274414696427	-0.00278224502494	-0.0191882450234	0.0918390256565	-0.015023704437	0.0278913928172	-0.0231994769439	0.0260971638196	-0.0107595212768	0.00887105915454	-0.00324767227133	-1.0139091547e-08
At4Post1	-0.172284835895	-0.0575661010346	0.0247126368078	-0.0195496777286	-0.000871020498436	0.0233275439602	0.115325480803	0.129661300221	-0.0505573054687	-0.0536213604871	-0.0280005279843	-0.0139443416116	-0.0400330444564	0.0102018709934	0.0666250224957	0.0491367489914	-0.0409919604731	0.0295922980754	0.0224606613614	0.00672692995254	0.0784090293606	-0.0216088857454	-0.0306113204194	-0.0313565004551	0.0347538734445	0.0448706789798	0.00182974287403	-0.00627275710477	-0.0280448367306	-0.0339339995378	-0.0260225457973	0.036313390577	-0.00905127632443	-0.013671581285	-0.0612087127182	-0.0352318446921	-0.0319383227396	0.0184421027286	0.0159254299218	0.0366735293917	0.0300079327506	0.0589265484156	0.0429467402402	-0.0473293273429	-0.0974233053278	0.0226437829233	0.0875742390706	-0.0143293471536	0.0729407816266	-0.0459696791357	-0.108436311132	0.0946202280718	-0.0141975482761	0.00584343453604	-0.0887432523386	0.0576572993908	-0.113536038974	0.0494782697465	-0.0891768022772	0.0425630808085	-0.00276697796376	0.0980266807527	0.0687437076529	-0.00292689617605	0.0632151387062	-0.0473651964477	-0.0735188234104	0.0772082060218	-0.02737533369	-0.0251454859283	0.0822455194494	-0.0441825083769	-0.0211167849676	0.131699254047	-0.000270273370384	0.0572230107639	-0.00310766505494	-0.0773655627161	-0.000585112053225	-0.0484426397611	-0.0209945799813	-0.0359634427188	-0.091320160942	0.00700662853665	0.0407552135643	0.0196272873863	-0.0410616990349	0.0166914887566	0.0222701131554	0.0135202271298	-0.0651084265669	-0.017191222602	-0.0165005971164	-0.0234357555897	-0.035946880705	-0.0278472519408	0.0195302697674	-0.0231111124768	0.000906826678475	0.0084746996504	0.013080336037	-0.0336488941126	-0.0131097913324	0.0147078777772	-0.0253985691462	0.0291069874386	0.0109946294223	-0.0311975670271	-0.022743933496	0.0108371838302	0.00653521691508	0.0244788877682	0.0184729712039	0.032283746158	-0.0494414883387	0.0250110635021	-0.0199574506139	-0.00209037372561	-0.0181592184738	0.0179599736258	-0.0444999741152	0.049744963249	-0.00343002541323	-0.0466778361471	0.0167722772559	0.0137022522245	-0.0665625179672	0.0255003390083	0.00275669908484	0.00591970938099	-0.0208654091339	0.00890592035829	0.00429298593733	0.00977020515695	0.00659997097893	-0.0178607033053	-0.0138645846926	-0.00298798517822	0.00437575427007	-0.0270759056289	0.014287442807	-0.0123755198579	0.00927079773188	0.00299393127466	-1.0139091547e-08
Ao20Stomach	-0.200826524898	0.0970534882876	-0.109718985022	-0.019079742237	-0.0325961791909	0.0154798621443	-0.0841132843496	0.0415216724087	0.00233936834545	0.0274207831105	-0.00388678789897	0.0699376073376	-0.00575304234572	0.00131820459799	-0.0202469402772	-0.0308468404876	0.00298727376777	0.0314333152286	-0.0126277323937	-0.0297075528166	-0.00614178664392	-0.0417153600608	0.0245341332499	0.0141296289754	-0.0154394703117	0.0500346160605	0.00450235467998	-0.0163874072456	-0.0464007026735	-0.0216666913117	0.0402233618425	0.114352802491	-0.000186005187043	-0.0140718403014	0.0299774276136	0.00972033592369	-0.0370231851527	-0.0358746809394	-0.0275428280958	0.0479740213413	0.0131926878954	-0.0587577657879	0.125824971976	-0.00139288101122	-0.0349868358276	-0.168659494774	0.0389986810488	0.0264189139678	-0.0877133476565	0.0243520504853	0.0340760344409	-0.00549234928802	-0.0572961851709	-0.0149793693362	-0.033618934861	0.0499315059126	-0.0232122107958	-0.0119286096286	-0.00706768349299	-0.0155605550726	-0.0166776520669	0.0444928486761	0.00705889561867	0.0280698867088	0.0442043208878	0.00932891983422	-0.0634565431823	0.033264260299	0.0575656492986	-0.104283288029	-0.0742554682589	-0.00831101288084	0.0842258972256	-0.000824658702397	-0.040296282704	-0.0556978491541	-0.00601228198519	0.0703667738712	0.0720954781761	0.0423522931378	0.0318009181517	-0.0289030863359	0.00782328124804	0.0119857211971	-0.0564702111081	-0.056537196632	0.0655529091926	-0.0645339125133	0.0140638819526	0.0373945173264	-0.0369136808312	0.0142609162716	0.0603451712837	-0.00354107549932	-0.0118143286167	-0.0400681351654	-0.0433626791129	-0.0682999208333	-0.0108269209237	-0.0137428606511	0.0282269957243	-0.0156488039805	0.0167642858699	-0.0559364966849	0.0614743592132	0.0638217872874	0.0237838507617	0.00287286430142	-0.0555269430946	-0.00033415508557	0.00447874871665	0.0706321699469	0.0176414793339	-0.0435019123053	0.0102901707457	-0.00418339533481	-0.014575220278	-0.0739062889316	0.0293343312079	0.0752772350499	-0.0310773032015	-0.0116966378478	3.27232528716e-06	0.00773375379228	-0.0371569752717	-0.0110233122602	-0.0155335741011	-0.0373774524234	-0.0462901771764	0.011503785127	0.0162749026966	0.0212432988555	-0.0252444434852	-0.0469897241311	0.01083192394	0.04497886546	0.0241937275668	0.0088062520853	0.0350227959178	-0.0161775348887	-0.0164914554531	0.00692065024615	-0.00215271254179	-1.01725693306e-05	-1.0139091547e-08
Zv6Mid2	0.0136625015578	-0.275432303994	0.219460987797	-0.0705332076621	0.000725154410732	-0.00837227690617	-0.0674937205247	-0.023413031257	-0.0155759035811	0.0247404708184	-0.023092797737	-0.0713125488762	0.0539557144827	-0.0522003825554	-0.12635869952	-0.038905358947	0.0446867926406	0.193628299309	-0.0133145583856	0.073663483837	0.0168453464931	-0.102572052574	0.166682569119	0.0693858146167	-0.00540158842961	-0.0371649488801	0.0623595958322	-0.0180178976789	0.077278105766	-0.0469055316221	-0.0972825497786	-0.161669139957	-0.0792746648693	-0.0194099751696	-0.0229577616238	-0.000975257142755	-0.0219956796177	-0.0286081883104	-0.0186867682572	0.0916617078758	0.015479702238	-0.0115553531092	-0.0250034028454	0.0515053786178	0.0313315575788	-0.0620161477453	0.0680495038969	-0.00675626369798	-0.0334447743183	-0.0335329316695	0.0561313464964	-0.00644176668126	-0.00738197489093	0.0323840530946	0.0287872336338	-0.0340874166751	-0.0121538796433	0.0869962553284	0.0320225604591	0.0433814468176	-0.034689483484	0.0524238450413	0.0132250081602	0.0280368137633	-0.0463253986172	0.0452745850934	-0.00824966950933	-0.00704610568179	0.0599643584986	0.00508610288406	0.0764351193325	-0.0625797682107	0.0256371618834	0.0223028328871	0.0601944742271	0.0479839638194	0.0105709613739	-0.0465674455699	-0.0335407974358	-0.0112299453035	-0.0289424267481	-0.0356959737836	0.0139387867063	0.0678018453267	-0.000364145112697	0.00191857236794	-0.029092955502	0.0366332370559	-0.0124927653661	0.00679384618876	0.0133297032355	0.0274884313664	0.00799344150296	0.0145513240851	0.00421818584543	-0.00793912385258	-0.0485288797246	-0.0152669307409	-0.00554830748699	-0.0867781114226	0.00437366308001	0.0143835690487	-0.015336957408	-0.00903222200729	0.0806885731733	-0.0119377238857	-0.017195763758	-0.0639935499415	0.0183335871293	-0.0792848030306	-0.00927293104896	0.0286496905779	-0.00618998209643	0.0195806787225	0.0102234908686	-0.00384218869489	-0.0163188615194	-0.00868280151644	0.0225000206016	-6.77787927598e-05	0.0316833323925	-0.00458837759853	-0.0070870274551	0.00658520403949	-0.0237897927079	0.0107666434753	-0.0231857489636	0.00150802134048	0.00892784012413	-0.0238700181173	0.0249449504175	0.0219762056646	0.0122479744331	0.00503660736895	0.00747767715717	0.00291413715342	0.0447661183231	-0.0203704511323	-0.00961702623416	0.0110512629285	0.0250058880866	-0.000513648275713	0.0091031451748	0.000809603190268	-1.0139091547e-08
Zv6Mid1	-0.150032350684	-0.163791934666	0.12034592099	-0.0186919190035	0.0213690716742	-0.00539806255932	0.104263963375	-0.0407792884529	-0.00163546001406	-0.00735297274238	-0.0696068430933	0.0171324655253	-8.69463979698e-05	0.00492197450514	-0.0704602443339	-0.109269288659	-0.0160396320852	0.00690099697982	-0.00780681138208	0.00595852050526	-0.0420053499823	-0.0442310892935	0.0541636686201	0.00495849846957	0.0488364796446	0.00655987237847	0.0803521497422	0.0291994320748	-0.0134885825327	0.000920695872804	-0.0537390976075	-0.00470110333567	-0.0880518490584	-0.0720688477124	0.0243331236261	-0.0379619293027	0.0616921370521	-0.0373867234198	-0.0460642405385	-0.0173164451216	0.0178159462775	0.0175246199407	0.0409887042224	0.0433394194814	-0.121784420084	-0.015446508845	0.0480448995019	-0.0927564016213	0.0398160425355	-0.0425095398947	0.00697644923282	-0.0833353567852	-0.00862943233792	0.0416976267978	-0.0632761430878	-0.0141368827273	0.0619950197727	-0.0100818486861	-0.0492768016867	-0.0264138438605	0.029154550692	-0.108283058568	-0.0635767795485	-0.0193418290857	0.0178125944462	-0.01130327853	-0.0310848029256	-0.0169300343772	-0.0321059823435	0.0481079600211	-0.0905285317522	0.0119146115332	-0.0415088580255	-0.0349187475817	-0.0249218824987	-0.036546803372	0.00803680052566	0.0509830135689	-0.0599117576287	-0.0590935215188	-0.0153196753024	0.0127171694062	-0.0361106492596	-0.0598520848871	-0.0118754750087	-0.050227844403	0.0329167820682	-0.0232768555518	-0.0433087847508	-0.0680405706775	-0.0701196246649	-0.0215696889697	-0.0174304549089	0.0313221049516	0.00580514420111	-0.0350459317574	-0.0974752362946	0.0487090655446	-0.0237255989926	-0.0318331154665	0.00160192145887	0.00102591339452	-0.094249478543	0.0927501306484	-0.00669752302781	0.0105463782298	-0.0233085999818	0.0753498644412	-0.0499303702875	-0.0110704293348	-0.0527132177281	0.00619342604338	0.0307236824058	-0.0396209740921	-0.0101528418198	0.0745217558257	0.00403521908678	0.0240790441124	0.0193211032093	-0.00838121541394	-0.0425905657852	0.0284535351732	-0.0141687672202	-0.0305998618677	0.0144632581583	0.026324385946	-0.00780197590923	0.04227760354	0.0109174232541	-0.00855229667745	-0.025548689406	0.0123497246243	0.00198402891461	-0.0200950970558	0.0370041395392	-0.0189712073613	-0.00884238091367	-0.0279565440618	0.00488199746304	-0.0268131860992	0.00141471465179	-0.0132088039733	-0.00359224885649	0.0231677739737	-1.0139091547e-08
Ax16Ant2	0.0172831057396	0.000496988348835	-0.0525321885063	0.12188288192	-0.0810811618107	-0.207017424969	0.00813385336163	-0.0386686208462	0.0906975568162	-0.0337650489992	0.148073464191	0.100537975579	0.0943269395364	-0.229387210154	0.0242736938773	-0.0547301114496	-0.219746944623	-0.0479721406768	-0.0600035108351	0.0794037925312	0.0736935288033	-0.0457190423204	0.00115078525535	-0.0302936348332	-0.0677176695444	0.0710674184198	0.0805633835898	0.0189975224696	-0.0236063124709	0.00179451705508	0.0298121554592	-0.0282746897927	-0.0210702478907	0.0319299356286	-0.0145740563639	-0.036799191606	0.0318229876668	-0.0120581986971	-0.0183738833412	0.0106723855242	0.0380101683868	0.0167696634029	-0.0232059501403	-0.0498519687823	0.00880972048269	-0.0116076345565	-0.0099814725177	0.0164868507061	0.0911925405351	-0.0765068176897	0.0147742709213	-0.022227168662	0.0886575242557	-0.0240951679068	-0.0116331759118	0.0457976182353	0.0665645593066	0.00969435487548	-0.0496849809547	0.0549815172267	-0.00904094366137	-0.00730817821043	-0.00721897709281	0.0426678975576	-0.00833642918145	-0.0704526293263	0.0174380608503	-0.0297143151397	-0.102250690208	-0.00988075489619	-0.00743592173226	0.003042197602	0.0118461541989	-0.0230680185499	0.0342695615475	0.0550661399466	-0.0160980472152	-0.000962099032254	-0.0173220562574	0.0731640932969	-0.051063552059	-0.0813173834444	-0.00791726476026	-0.0280278210273	-0.0475621488067	-0.0766383989674	0.00941871758583	0.000369279032543	0.014976805412	-0.0110724490322	0.0626584890939	-0.0172338105393	0.0180059264055	-0.0336037771278	0.0326542313096	0.0472722419823	-0.00331938955482	0.0121097795676	-0.00307480314728	-0.0108822103896	0.00377879798213	-0.085550908325	0.00130820099392	-0.060287763036	0.00600103337845	0.0435276966217	-0.0261401646919	-0.0415266165115	-0.035952350075	-0.00224857416268	0.023591681997	0.0146764872719	-0.00409106455736	-0.0141441520335	0.0187047449067	-0.0253663424477	-0.00323014555945	0.0111514756412	0.0339473629254	-0.0328467385758	-0.0184287783042	-0.0116470660863	-0.000253448638903	0.00248302924622	0.0209063783207	0.0059421371584	0.0134010538684	0.0104809384371	-0.0153667706225	-0.011775524224	0.00460471405487	0.0237117986567	0.0159154014972	0.0016198341781	-0.0362800999402	0.0242111463771	0.0156614209183	0.0140569664103	-0.00484187109605	-0.0170436131641	-0.00530659458228	0.0221226113363	-0.00515531684201	-0.00449562027305	-1.0139091547e-08
Ax16Ant1	-0.00713517961075	-0.00087115036108	-0.0660161759236	0.142101424508	-0.0881064589713	-0.192412996365	-0.00654138470619	-0.0233065465629	0.120623730013	-0.0494458278313	0.102016794575	0.0630822550002	0.0459095262128	-0.218038642833	-0.000957736008003	-0.00636100443344	-0.216508423672	-0.0543176183086	-0.101289029436	0.0904907948943	0.0345659866107	-0.0466106883668	-0.0256221921198	0.0419617054014	-0.0868713777562	0.00364418431457	-0.0375817792794	0.0203539916694	-0.0300739044509	0.030867251659	-0.0149608037923	0.028849677786	-0.00980007722118	0.0668920730776	-0.015035203268	0.0811713196461	0.00286070356862	0.0303415019175	0.00966891846167	-0.0370047670953	-0.0129586071237	0.0227544491117	-0.0188063772804	0.0458889162641	-0.0122927646266	-0.0977501486467	-0.0114918522755	0.0811746963027	-0.0195475216523	-0.0172420250656	0.0523297662762	0.0566593587415	-0.0288111411966	0.0351483222366	-0.0123061922465	-0.0333414423934	-0.0150338574134	0.0109623149539	0.0376296962435	-0.0484224639848	0.0377690484358	0.0390637031259	0.00515001344938	-0.0384452118192	0.00206285948561	0.0297684889768	0.0146647571174	0.041007666045	0.0497570901882	0.0275462794157	0.0199173501998	0.0403779657837	-0.0523928743049	0.0618013839573	-0.0487396413791	-0.0714993531034	0.0281922504432	-0.0294763913075	-0.0124567640677	-0.0601249752276	0.0588906473756	0.0804540854872	0.0169894838921	0.0522040753258	0.00928529780288	0.0943922561873	-0.0039263277027	-0.0348885531081	-0.0229957984557	-0.0138544994736	-0.0304136288256	0.0211443699077	-0.0110154578241	0.0390664544797	-0.0233700073375	-0.0141968505778	-0.00662193156492	-0.0608257913155	0.00045527368384	-0.00687267477405	0.012229022368	0.0771507130448	-0.0396109726646	0.0741042253662	-0.00400640638515	-0.052209193843	0.0282112526897	0.0326805614283	0.0382720249995	0.000594982372161	-0.0475339989631	-0.00786324903652	0.0306515699747	0.0225624420568	-0.0220580949118	0.0260166026506	0.00284655240161	-0.0142085200087	-6.97327169654e-05	0.0374012023885	0.0156630698338	-0.00474896654994	0.0152607734811	-0.0102716878053	-0.00855903944098	0.00879662756816	-0.0220956310029	0.0180579396253	-0.0103359079572	-0.00130841530304	0.0130583740228	-0.0380491572856	-0.00758132555862	-0.012107440963	0.0276541004349	-0.0289524532918	-0.0142013089707	-0.00998923053792	-0.0175932464382	0.0325733140274	-0.0016671147427	-0.0151056416126	0.00513535406289	-0.00264256008534	-1.0139091547e-08
3AbPost2	-0.148682736473	-0.0816402050695	0.0672824075195	-0.0292902721452	0.00711815704286	0.0320365674681	0.061367613611	0.0324710072983	0.159998348533	0.0376540621965	-0.103347505904	0.0165858942893	0.00619676383258	0.0189541377209	0.0404209225624	0.00464725258332	0.00412359755947	-0.108842060347	0.0583884142049	-0.0398700418534	0.17147655635	-0.0464782426913	-0.0320913019231	-0.0584427702039	-0.00590437908712	-0.0511132437231	0.101404664607	0.0622092180937	0.00791776335505	0.125341856035	-0.0966894529148	0.0788856527467	0.0459840493907	-0.114177949578	0.0233043092035	-0.0231733527234	0.0247610559299	-0.0775394650525	-0.0736307490576	-0.0194141010572	0.0806802986254	0.114914028194	0.0124094024344	0.0445820040337	0.0732336436505	-0.0338094573198	0.0188373699685	-0.103057736724	0.0218361323289	0.0177329880921	-0.0679696470164	-0.0549611410681	0.00408741704227	0.00524288520106	-0.0526055445242	-0.0208088442751	-0.00551903505008	0.00377493221593	-0.0290080470799	-0.0147285407129	0.023789180869	0.0311852405511	-0.02449736556	0.0175503137166	0.0132754169347	0.0343656993905	0.0245148575413	-0.0685515169069	-0.0182385272635	-0.0110058994856	0.0848573278801	0.0325584102219	0.00432607536966	-0.0590350361388	0.0544561603092	-0.0894864286919	0.0298453512628	-0.0622706972119	0.0224037451414	-0.0231665411566	0.0527555492768	0.0505276448292	0.0550063584229	0.00826735649689	0.0670012596457	0.0310780315234	0.0592229816297	0.0201309833123	0.0131652063846	0.0635832206755	0.0238229049717	-0.0260422799704	-0.0325162576353	-0.00288767068727	0.0387842785939	0.0491845847704	-0.0278654353367	-0.00327284841716	0.0265808593895	-0.0251466048481	-0.0026997032724	-0.000684907758368	-0.00354617028509	-0.0402554183504	0.0388284335649	-0.0105274913333	-0.00425007873449	-0.0382473919061	0.00381075082916	0.0188503741775	-0.0178694901087	0.00851592668467	0.000523464054178	0.0218830502989	-0.0198114438036	-0.0467281462897	-0.0154917288401	-0.0293201707161	-0.00307564177226	0.0186303904478	0.0131509532562	0.00343200524119	0.00552436412936	0.0070614238126	-0.00200119410236	0.00723889024108	-0.00128036882185	-0.0564977601842	-0.0544720355727	-0.0152660583394	0.0185815319443	-0.0184969260104	0.00492973517948	-0.00612892167969	0.0122918141592	-0.0130606723428	0.0184946093002	0.0197672201308	-0.000807196091694	0.0145488222191	0.00771883635313	0.0233100855488	-0.0069755269099	-0.00327515838585	-1.0139091547e-08
Nu1Mid1	0.0725413606319	-0.236166811347	0.217595433569	-0.108144769458	-0.029399122255	-0.0143620231386	-0.163881456414	0.0135179989659	-0.134294999277	-0.149441031309	-0.149544364734	0.173979536995	0.0338279967805	-0.0895646208225	0.0407085470211	0.0528376508235	0.0400486867652	0.0833786413125	-0.0274703280634	0.0179772033673	0.0281969845248	0.0466326373435	-0.0930736792736	-0.0648408840945	0.0173843932183	-0.112331989823	0.0548282380661	0.0562433997165	0.069514029309	0.0432021484776	0.0308285005245	0.00711897521099	-0.147493320678	0.0587368619704	0.120568348368	-0.126322156086	-0.144024642589	0.0734858502157	-0.0856007191852	-0.086303853718	0.01920728275	0.024917180413	-0.0780333189312	0.0964657027996	0.00659977404983	-0.021966631732	0.0860837162483	0.00387311962862	0.0887788935707	0.104276383981	0.068494453506	0.0562870613777	0.0152065217701	-0.0961923500638	0.0223425344639	0.00264750339674	-0.0288286444441	-0.0692829137485	-0.0161837503028	0.0200546665849	0.0167069553493	-0.0149437852842	-0.048084661046	-0.0127133602885	-0.0142589039043	-0.039007744193	0.0199342917245	0.0114734462049	0.0387780389027	-0.0504552171118	0.0210129327566	-0.0028848428666	-0.00739805405755	0.0358551984785	-0.0237786052903	0.0112895154031	0.00114396933932	0.0247012524431	0.035515496917	0.0304772951324	0.00310979466612	0.0286837429273	-0.0143430253327	-0.0038692639062	-0.0223398901233	-0.00590754981459	-0.00239824870265	-0.00221864453695	-0.0012229231956	0.00309427766885	0.0123111702029	-0.00150651428412	-0.00933286928827	0.0183156551437	-0.00525940934479	0.0039282815463	0.0109149409612	0.00189977986028	0.00528797660524	0.0268904237233	-0.0165997739613	0.0045802521349	-0.00117727911184	0.00180200064968	-0.00993681190326	-0.00414185435324	-0.0107898953458	0.0227721366198	-0.0133791546602	0.00773524269526	0.00376255456377	-0.00869328187709	0.000646014478289	-0.011118465236	0.00548325965101	-0.0067435886215	-0.00398569276899	0.00184899364368	0.00357562661787	0.00619568909841	-0.00290141624271	0.00271874970152	0.000953021649063	0.00010119923019	-0.00283295910877	-0.00686555745597	0.00360347064804	0.00598995596421	-0.00398677758495	-0.00340447895712	-0.00421931780659	0.00846871398825	-0.000340512116672	-0.00142287264874	-0.00486838997787	-0.00204713491207	0.000583308218762	-0.00920074579813	0.0075788792497	-0.00173711026976	0.00683130476253	0.00596992280647	-0.00489413452878	0.00189070371205	-1.0139091547e-08
Nl17Ant1	-0.217268057516	0.120967091107	-0.0673887109164	-0.0304624733569	-0.0385747048167	0.0486603773619	-0.0779713691622	0.108093133955	0.0540693410085	0.0420035603204	-0.0038982168883	0.0513127332058	-0.0200732011269	-0.0308167802938	0.00897709218873	0.0129101813606	0.0436714354807	-0.0365803666256	0.0546230956825	-0.0489618596621	0.00386068041788	0.0140570532664	0.0682489473286	-0.0136404295263	-0.0863887274803	0.00991422063412	0.0772716030137	-0.0173215579323	0.0772010718077	-0.0171300572596	-0.00542197157658	0.00905694247381	-0.0391352879978	0.0265078608972	-0.00923964805308	0.0320474434491	-0.00516291765461	-0.017983562813	-0.0421985941096	0.0196944998494	-0.0553125332629	0.0197785140658	0.00306347907755	-0.0106429229399	0.0327071342256	0.0695857788737	0.019606158212	0.0604038820953	0.0154284469172	-0.0835095417192	0.00650124095508	-0.0546556171466	-0.0024454531666	0.00239513365363	0.0573574211767	-0.0691332355714	-0.0774997536023	-0.0870669209055	-0.0221270083982	0.00820163545328	0.0308459726248	-0.0821973382101	0.0394528075596	0.0190381839619	-0.0117512134096	-0.0344380134712	0.000885441507046	0.0183677358848	-0.0724848290076	0.0476065550042	-0.00416355855017	-0.0232232383003	-0.00823435519968	0.0214444450299	0.0344120539626	0.0932692914513	-0.0274578297473	0.0264755623826	0.00101626189888	0.0320718418641	0.0711670604814	-0.00985112685829	0.06682908739	0.0195942315397	0.0801902709625	0.0389521726571	-0.0130581714131	0.0310214638423	0.0630335523002	-0.108806782543	-0.0562402428518	0.0116749044961	0.0354121878208	0.0107113770597	-0.0468104078163	-0.0221141258599	0.0238308512644	-0.0208149502293	0.0769935121948	-0.0209810474531	-0.0476007828553	-0.0424314638311	-0.00162373446588	0.0136822543112	-0.00676618516862	-0.00470332886319	0.0691455407926	0.0324769423091	0.0169705538624	0.0232673615285	0.012396744406	-0.0178454147887	0.0299315377923	-0.0781930602147	-0.0136760895094	-0.00527056764463	0.0217605268912	-0.00690760495152	0.0191939996079	0.0180852690987	-0.05124916304	0.00880309704421	0.0161930976418	0.0261712785749	0.0194956322469	0.0106707567193	-0.0252217467672	-0.0434890713511	-0.0496979587587	0.00646134736145	0.0674508649905	-0.00875620284213	0.00204067658178	-0.0595881628674	0.0435911763221	0.0250718861276	0.0605997665555	-0.0712890046706	0.044144120419	0.0634031461689	0.00944631529961	-0.0396126708784	0.00961760111307	0.00219630560256	-1.0139091547e-08
