pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160
An10Ant1	-0.159931036837	0.142786373754	-0.13600422275	0.0732735696048	-0.0377705402215	0.0213046025595	-0.0731514176798	0.0616695475286	-0.0316411167611	0.00546898146621	-0.0149785460571	0.0966075007557	-0.0416015918263	0.0351404503818	-0.0272606270415	0.00104050534383	-0.050340208075	0.125659857915	-0.00603398843408	-0.0394987810867	0.0217537947856	-0.0274718914057	0.0188259995372	-0.0274020125792	0.0440089601316	-0.0499245297318	0.0117087184289	-0.0686269401737	0.0586028149245	-0.0927856888591	0.037362665304	-0.0160915629862	0.0640630333373	-0.128275785626	0.0993214740845	-0.0120633534345	-0.0228744531559	0.00948820642999	0.00569214913247	0.0781667937812	-0.0358516437056	0.025494090973	0.0146247012811	0.0542963121124	-0.0241879971392	-0.0368158090024	0.058813554129	-0.0239048951816	-0.00967595387771	-0.00108238818102	-0.00895180963841	-0.0210592300117	0.0361990963088	0.0589542558674	-0.0290476842163	-0.0342414096738	-0.056778482174	0.0371282237008	0.0491290994532	0.00373190240373	-0.0817451085775	-0.0377707628832	0.0395226150969	0.0294568972163	0.011941993419	0.0152711457586	0.0563974926011	0.00768488709552	-0.0312207031988	-0.0470426572957	-0.065541287735	-0.0423037280682	0.0471918825626	0.0289384774503	0.0205306747346	-0.0377659468822	-0.00577092273749	-0.0187937957301	-0.0252046781607	-0.0730481769655	0.0444633454458	0.00864872862111	0.0742334266953	-0.0191169268078	-0.0313287151196	-0.0306976867714	-0.0499574030016	-0.00279808597814	0.0981153873108	0.0799540691029	0.0417580256212	0.00262566223883	0.0139125408264	-0.0290783257138	-0.0350410806794	-0.0504690090753	-0.0160405031684	0.0631453043351	0.0103475629717	0.0146581150027	0.00334221114503	0.0131372891715	0.000365512877052	-0.0220151203355	-0.0139730267192	-0.0179915969032	-0.0545714494721	-0.0314857560013	0.00157227236004	0.0504250270036	0.0140047446676	0.0241821106122	0.01470916467	0.0409305896979	-0.00770258112079	-0.0623568114688	-0.00231649455785	0.0159114460733	0.055559348238	0.0483946978201	-0.0322880114418	-0.0354412383444	-0.028432399423	-0.0504108128553	0.0252814471508	0.0177675071335	0.0304951397003	0.0187815262689	0.104963431521	-0.0253737114821	-0.0165511993414	-0.00843529111073	-0.00282038907462	-0.0018834369025	0.0598818499083	0.00725365219423	-0.0118314928088	-0.00667378132999	-0.00362763108652	-0.0302000771127	0.00332788879445	0.0211145782827	-0.00888134615136	-0.00762980381443	-0.00416384287326	0.013771809301	-0.0112232745006	0.0150997814802	0.0149519523548	-0.0103713123768	0.00949636763237	-0.00379757967368	0.000359735864227	-0.00761328652254	0.000217599761229	-0.00221640419932	0.00289813637281	-0.00090296572145	0.00173387609224	1.14721401026e-08
At4Post1	-0.198196968475	0.0558961314253	0.00761691867494	0.0184089264529	-0.0131329109937	-0.0116808789143	-0.0800288239285	0.0457029055946	0.0473099782473	0.0244859895059	-0.0392352593089	-0.018811402448	-0.050958823115	-0.025254415088	-0.0308090914161	-0.0371883810032	0.042331290393	-0.0513617660243	-0.0106602851668	0.04245925545	-0.106511358838	-0.0096041558362	0.0541439781109	0.06552873172	-0.0188242206899	0.00797956573425	0.020311884157	0.0136165347207	0.0743559360677	0.00121544326886	0.00238878848079	0.0481580646018	0.0603327246485	0.00322569840102	-0.0158469307776	0.0327757699659	-0.00595071323312	0.0371709016233	-0.0385151024848	-0.0203943144124	-0.0433564595603	-0.0433944248597	0.0201316334014	-0.0286043820996	0.0341972576122	-0.0865687720456	-0.0718397867779	-0.145349095459	0.0899538077534	-0.0268937254516	0.0288729029701	-0.0278105327808	0.128965143426	-0.0108245724846	0.068069597254	-0.166830850298	0.0333775591544	-0.0198793312514	0.0255039800445	-0.0255137781842	-0.044230403795	0.00190308736591	0.0584515533204	0.0140790265871	0.0425449334726	-0.045335739048	0.0274726396494	-0.0580411260109	-0.06483985331	-0.0245226480778	0.0313257331395	-0.0132039386921	-0.0556802742705	0.0427239355326	-0.0248915102953	0.0349481220835	-0.05885707721	-0.0436307150508	0.00588020181822	0.011821546475	0.0386396865063	0.0507223548866	0.0209083203112	0.0053622785203	0.0661062973206	0.0291693623711	0.00748582510493	-0.0280181083128	-0.0500536411568	-0.00479224073384	0.0355224579337	-0.00432046375507	-0.00955346856476	0.0163227605474	0.0257448753549	0.00262672852467	-0.0167363507546	-0.0344527360212	-0.0692883446224	-0.0509735479729	0.0308935475456	0.0401903118278	-0.0295614497086	-0.00638622115975	0.0750746194681	0.0265916607715	0.0167391341051	-0.00632418451426	0.0246587841586	0.0597114379998	0.0317690302634	0.018748338572	-0.0339602624279	0.0829796233348	0.0119720274803	0.0460802702854	-0.00699917360305	0.0362485271663	0.0103725264079	0.015710527884	0.0508139408471	-0.00711686231279	0.00839993935741	-0.016129371218	0.00852555227392	0.00814978914735	-0.0107107045302	0.0237920901143	-0.0314414653284	-0.0333139915143	0.0145267475925	-0.0102358914588	0.0183933681694	0.00641026324617	0.00436013871718	-0.0128073724296	0.0261319128678	-0.0321802936289	-0.021875655466	0.0252319982661	-0.0170473212748	0.0167152933717	0.0120411214085	-0.000368069594077	-0.00701428660373	-0.0204247288109	0.0138123732249	-0.0123204570737	-0.00289991554293	0.00308129529262	-0.00469803095362	0.00520887101627	-0.00369609901791	-0.00316261932066	0.00140062358247	-0.00117578994433	0.000173336545226	0.00117076805416	0.00176302074915	1.14721401026e-08
Ao20Stomach	-0.204004771243	-0.0484591012419	0.174646880917	-0.0397334133014	-0.00429163353314	-0.0316555568257	0.0488515939622	-0.0128981214995	0.076576373386	-0.00141101159239	-0.00551044173799	-0.0515023651856	-0.00934895531236	-0.0177806084807	0.0264285672177	-0.00565788069449	0.0260430645236	0.00723232497247	0.00503917859568	-0.0098211503523	-0.00559597641821	0.0172372084408	0.0285535596082	-0.0353556698003	-0.0309629662009	-0.0488283113474	-0.0422820002727	0.0472892644883	0.0237310421628	0.0325448110139	0.0011040055809	-0.0111177693241	0.0592772963188	-0.0888190091514	-0.0393750447726	-0.0035091081197	-0.0654925579545	0.0713500156929	0.09832473247	-0.0636482776832	0.076353219161	-0.00291306906466	-0.0324137161792	-0.0162023111677	0.0668448209399	-0.051859766539	-0.0271959715334	-0.00951686768455	-0.0629779389168	-0.0121777210022	0.0306947982911	-0.0218636030876	-0.0285906903639	0.034199834821	0.0401291362514	0.0365593920512	-0.0101871988579	0.0762331461785	-0.0215412867287	-0.000652385373871	0.0860902011455	0.00727708285081	-0.0630454454916	0.00984716269205	0.0596046452722	0.0489556524384	-0.0229810032086	-0.048287143772	-0.153263624473	-0.0488978440737	0.0200268299489	0.0570257151193	-0.0060232037154	0.00623309322395	0.100370367926	-0.0383591720845	0.0505795549551	-0.00987010955964	-0.0210251382372	0.0506707382668	0.0258808772838	-0.00949314339072	-0.0213498234141	0.00821741953236	0.00829633503721	0.0455749403552	0.0297358817273	-0.0310663775478	0.041852316841	-0.0426431542095	-0.00307944467295	0.034449219885	-0.0458830211359	-0.0494288044323	-0.097407988368	-0.0313119420195	-0.0379115811613	0.000427931694667	-0.0298706828629	-0.0162169007494	0.0336884532011	0.0101135836699	-0.00408327505132	0.0551566702958	0.0177053391266	-0.039857924001	0.0101100187967	-0.0151555543831	0.0692656318077	-0.0208783625436	-0.0686612944285	-0.0521835641295	0.0120054731361	-0.0280005848914	0.025258033201	0.0640310749897	0.0370382576181	0.0103075642564	0.0147479030266	0.00017903650815	-0.0276738853617	-0.0535751378408	-0.0484996970932	-0.00800002575919	0.00842268092196	0.0253369770721	-0.00258014836669	-0.0483698655256	0.0506362689499	-0.0137500997092	-0.0307333651022	-0.00863602980998	0.00158359388776	0.013279342548	0.0324217543192	-0.0456470661377	0.00810082361304	-4.19432761562e-05	0.0229593790724	0.0054117372649	-0.0427579558972	-0.028317190059	-0.00555562220088	-0.0123729774469	-0.00772462304215	-0.00831633746655	-0.0053238945993	-4.08042003985e-05	-0.0225956960805	0.00636642901186	-0.00541792718536	-0.00377983732614	-0.00253614040368	-0.00100428123851	-0.00213753409209	0.00285384080489	-0.00694417942206	0.00406053044123	-0.00149120868283	1.14721401026e-08
Zv6Mid2	-0.0561371241292	0.186009844269	-0.254578616143	0.151864561314	-0.0205806912573	0.0407767425497	-0.00862783066412	-0.0744897408368	0.00354893266268	0.0423596287294	0.00917830264342	-0.0211806329698	-0.0573563646814	0.0348884235921	0.0136640655892	0.0645634571877	-0.0127707851987	0.0396036850162	0.0752842805266	0.0209499822676	0.198103398353	0.0235895321281	-0.11709447159	0.0279732176337	0.0211279272625	-0.0321403725421	0.134793440945	0.0439840363602	-0.0175441251395	0.133378556412	0.0426751997804	0.0171232062845	0.0296914779198	0.0101136181346	-0.0652849697926	-0.0171543700772	-0.0196042516173	-0.0170799679537	0.0155027868836	-0.0618631539928	-0.035381003211	0.0625737057468	0.0715906381522	-0.000953821878716	-0.122460610727	-0.0286243966258	-0.00320399426994	0.0726391490576	-0.0388634086821	0.0409554958634	0.01680714378	0.0195405172791	0.0596176952694	0.0436911374921	0.0685568553903	0.00618650100215	-0.0138120846195	-0.0169040655571	-0.0210303137824	-0.0388525524554	0.0768923524141	-0.0531253251351	-0.00299367438998	0.0490221896476	-0.0391845151193	0.0124890207092	-0.051998803016	0.044148014553	-0.0209233643796	-0.0906194480012	0.00202459003756	0.0601295795667	0.0432425684001	0.030826523021	-0.024403766203	-0.0301492672939	-0.0450543251268	-0.0135882006482	-0.0655283184056	0.0345155998862	0.0595576625148	0.0606292024452	-0.0179702326141	-0.0555891948929	0.0291673129472	0.000540437456817	0.0170091511668	-0.0156293052541	-0.0142908482231	-0.0137838786479	0.0208075378326	-0.0527974541938	0.0102961618612	-0.0369855343925	0.0609760447898	-0.0359553282457	0.0156852868682	-0.0666622907331	0.058446254704	-0.0447454843271	-0.0119564651621	0.00970600441187	0.0478537781591	-0.027177008303	-0.0123343721145	0.039752655103	0.0606208340011	-0.0248739347159	0.0494929429577	0.00829333812705	0.0334768215998	0.0227370232309	-0.00194652542893	0.0335622768815	-0.0126795963165	0.0103613410832	0.0160678689045	-0.010961475335	-0.000722918078188	0.00822835632475	0.01584620754	0.0215919685559	-0.0116665656659	-0.00498735378751	0.00657634904246	0.0118685003438	0.0260640179698	-0.0147100494503	0.0260004715028	0.00664199286668	0.0360992992029	0.0054014075715	0.0113420329587	-0.00379515564894	0.0255139755751	0.00867589477189	-0.0106615258235	0.0207053201208	-0.0270498172968	0.0183015427695	-0.00106905167109	0.00430412070939	-0.0133160666434	0.019988264419	0.00107447148469	0.000783457181849	-0.00192949238556	-0.000645153289402	0.000991774638006	1.90506863221e-05	0.00406108986242	-0.00030551804692	-0.00081408015757	-0.000347158102253	-0.00116307505821	0.00065342199542	0.00401324474912	0.000610497918506	0.00269084724551	1.14721401026e-08
Zv6Mid1	-0.183880170005	0.117656789894	-0.0990082906028	0.0792416901208	0.00440074074983	0.0474156019805	-0.148607312656	0.00928117088884	-0.0219351664285	0.0251183991397	0.0113446438746	-0.0825232118974	-0.014940555997	0.0169893028107	0.000679636788467	0.0419197375835	-0.0162301541033	0.0620329284694	0.0244662399948	0.0665287455615	0.0104591825982	-0.014761591491	-0.0887164502153	0.00406653801915	-0.0369812445645	0.0218658722748	0.00489918090917	0.0213673753599	0.0544034576449	0.034484415303	-0.00488993994857	0.0209657673941	-0.0336937050519	-0.0553717266166	0.00323491729594	-0.0419014784445	-0.00520626421414	0.0749706482177	0.0589904798799	0.0884392565879	0.0300751873707	0.0273172515841	-0.0386658616744	0.0263320294729	-0.0378850613444	-0.0499140888696	-0.0409355845062	0.027490504528	-0.0678149330656	0.019616275286	0.0126859664178	0.0566450693658	0.0479996448306	-0.0177712714913	-0.0813569622677	-0.0261170083667	-0.0598917617611	-0.000223757180877	0.0225314250297	0.022385071028	-0.0297477687925	-0.0761985616945	0.0543034469119	0.0357530486731	-0.0155821024041	-0.0143850177749	0.0309149663457	-0.012564822017	0.0164716544611	0.0696830410268	0.0570321752114	0.00481721744475	0.0667317531429	-0.00323101049497	0.0616429903828	-0.0718355037797	-0.0588674464847	-0.0307877442867	0.00799545755696	-0.0133543106392	-0.0337633814487	-0.00651765097251	-0.00022359051343	0.095742072943	-0.0524051217872	0.0596862727988	0.00357696572776	-0.00526777846884	-0.0529146346308	-0.0351854278434	0.0168434854334	0.0120567957427	-0.00375179465662	0.0212686478575	-0.0517732687168	0.0311073327428	-0.0141530381755	-0.0542578632694	0.0471506966079	-0.0236103293462	-0.00689814681532	0.0122720009109	0.00612364159058	0.0197346258434	0.0695494599982	-0.0154623334992	-0.0320388163518	0.081924790223	-0.0200082832649	-0.0287739628188	0.0584690965555	-0.0746382876952	0.0278848441962	-0.0496194761092	-0.0344618113615	-0.00903260969492	0.00490304117211	-0.0751175969746	-0.00804078128673	0.00264692957212	0.0036451804432	-0.00646068793209	0.0201529272092	0.000298951619882	0.0421058461134	-0.0704018287982	-0.0296841537122	0.0578926726144	-0.0532585877358	-0.0156243304225	-0.024175614425	0.0162597973926	0.0540717123873	0.0130123966953	0.022495500616	-0.036941513907	0.0203726676018	0.0231690643437	0.0192596892182	-0.0209955431163	-0.007532378704	0.0266494183806	0.0302929382421	-0.031859495586	0.00460749604506	-0.0338441239213	0.029220603784	-0.0167450853299	-0.00110883248258	0.00319538701564	0.00211945206955	-0.000174821375244	0.00441285649248	0.00346339774689	0.00196191552802	-0.00203128834927	0.00127188323121	-0.000159664881166	0.000486879941821	1.14721401026e-08
Ax16Ant2	-0.0076761913906	-0.019161145627	0.0296924012977	0.00673260073323	0.170149621208	0.124982510407	0.108881418213	0.171246364555	-0.0810691826739	-0.0245536479489	-0.0711941371255	0.0716341591746	0.146562623119	0.215845630499	0.190922172108	0.118866281542	0.163382924773	-0.0552445703942	-0.087519852541	0.0537744311735	-0.0372723375949	0.0185939746234	0.0087036232604	0.0510994223392	-0.0113680286014	-0.0432915093135	0.0548831581372	-0.0109225512952	0.00301476142883	0.0133715715821	0.0184635009124	3.52773017116e-05	0.0202469403123	-0.00441387118464	-0.0341473285361	-0.0305472318491	-0.0118235765963	0.0115719388792	-0.0632824684509	-0.0426260365718	-0.0259199517302	-0.0419703928448	0.0106986098756	0.0283916583533	-0.0316723512574	0.0694279091996	0.000338003065249	-0.00807225932373	-0.000209367944813	0.0159714335445	0.00159620468144	-0.0105207571974	0.0406353378133	-0.0179932262494	-0.0352354828781	-0.00260558884994	-0.00786999772473	0.0409337083429	-0.0102960245308	0.0246267492157	-0.0104663269713	-0.00823221285209	-0.00826215402081	-0.00195741315653	0.0313845140076	0.038464588614	-0.00629814093625	-0.00857058164704	-0.03174530556	0.021822412527	-0.021589287653	-0.0130777310717	0.0055705028022	0.0199370088988	-0.0178693053764	0.00561327690534	0.0265673376318	-0.019717493004	0.0325111499242	0.050484966074	-0.00184703249369	-0.00056851002789	-0.012400541988	-0.0242732176556	0.00398728081618	0.0339210634734	0.0220219726431	0.00267130919257	0.0639211457491	0.0275416495511	-0.024747882459	0.0225449029731	0.0416492184085	0.0373164964423	0.0556708660716	-0.0350483861947	0.00861029777475	-0.0455199331242	-0.0225624246109	-0.0329037125441	-0.0174616681603	-0.00559229956217	-0.0292177842735	0.0433541494069	0.0315372975788	-0.0243848171304	0.0166677257012	0.026294611825	0.0111083733265	0.0182643259612	0.0723883441335	0.00125583683639	0.0204328491143	-0.0293062668837	0.00181603983266	-0.0781342119447	0.0524176537069	0.0334912130059	0.00117997171364	-0.00501865207542	-0.0430320643067	-0.016260377705	0.0201862400031	-0.0308069728935	0.00813278709234	-0.00224435873962	-0.0127335603879	-0.030699122226	0.0234999616144	0.056133571398	-0.0460061113565	0.0738091880073	0.0656438175064	-0.0317702643185	-0.00887242314205	0.000944636626951	0.0465081856938	-0.0019660021107	0.0218272682907	-0.00439746137722	0.0519224865152	-0.0256025090403	-0.0258473794953	-0.0128248420377	-0.00131917510086	-0.0337729939188	-0.0141047049587	-0.0183354792044	-0.0236118899886	-0.00489214702882	0.00264896217632	-0.00200965689413	0.0028276559043	-0.00181505246525	-0.00144797262393	0.0094018104425	0.00485777594807	0.000715188697845	0.00222466906276	1.14721401026e-08
Ax16Ant1	-0.0521594060978	-0.0206886260628	0.0616640393622	0.00338459270462	0.16415567052	0.117526610747	0.10295312393	0.1438047803	-0.0477895444976	-0.0412976137362	-0.0408263096796	0.0232511940048	0.13947581944	0.209302402179	0.192323662129	0.171508190684	0.0960233290623	-0.0554785287422	-0.112156052397	0.0504489186119	-0.0256098838805	0.0339978242316	0.011517826739	0.0647378032055	-0.0360540977433	-0.0421173117542	-0.0155517705555	-0.00928965390358	0.0359968976014	0.00808270943376	0.052635752977	0.0413855883883	0.00946660156858	-0.00228285390443	-0.0058069404816	0.00883173351628	-0.0141861497699	-0.0133295531986	0.022768017137	0.0270674575049	-0.000680469074675	0.00780502651359	-0.0226337369289	0.0177965594347	-0.00659358942092	0.0454159452089	0.00149308550823	0.028392146563	0.0200658153126	-0.0400953723196	-0.025064511511	0.0294452578067	0.020818010646	0.00830605702132	-0.022628786441	-0.0164776772044	0.00829291817866	0.040702628359	0.025117973016	-0.0409871843748	-0.00288170428087	-0.00572840354163	0.0205020957817	-0.0120242577194	0.0267459119176	-0.0359870434109	0.0325025945116	-0.00476058017196	0.0291553962554	-0.0168623443388	0.000794117151346	0.035489417164	0.027658941642	-0.0171681284724	0.00790998320209	-0.0285183604227	-0.0222634979276	-0.00897865889552	-0.040341867456	-0.0221836779251	0.0419149193735	9.30450315177e-05	-0.0468547442443	0.0397601182109	0.0063257471554	-0.0400573190447	0.0331700572379	-0.015236908199	-0.0470884770749	-0.00237365508786	0.0162760330744	-0.0405135072107	-0.0297450968974	-0.017040755491	-0.066438471692	0.0180866751955	0.00933362712853	0.0368119417195	0.00969464370975	0.0167647256674	0.00148089345833	-0.00042186378784	0.0167104462545	-0.0471917256884	-0.0559941649954	0.0208638174089	-0.00345625943156	-0.0132638247031	-0.0195969257259	-0.0507310070903	-0.0701465532634	0.00816728531079	-0.0358528341074	0.0158593250038	0.0295891679711	0.0498790902157	-0.027719480913	-0.0361847492475	0.0193399290782	0.033866123328	0.0242104757744	0.0181185476319	0.00430811950591	0.035690769241	-0.0304982069264	0.00184622779725	0.00632289588646	0.0385993124279	-0.00809615465242	-0.0732158207108	0.0637767466954	-0.0880796018474	-0.0445152395168	0.0209180744732	0.00582008286029	-0.00260897517996	-0.0638766944348	0.0023044649642	-0.0129646729255	-0.0111962345665	-0.0663536990222	0.0372910853507	0.0191787235743	0.0104734862487	0.0152202917755	0.021384091562	0.0125639241161	0.0175578598686	0.0275993249042	0.00196665344839	-0.00237223313229	0.000948045839593	0.000535351448354	0.000328241825376	-0.000797113960593	-0.0117860328088	-0.00393085881285	-8.4036145426e-05	-0.00383057694107	1.14721401026e-08
3AbPost2	-0.187355663177	0.0786304556826	-0.0224783653795	0.0125963563095	-0.0403089689694	-0.0144368575799	-0.0647282895577	0.113494692313	0.00400285193174	-0.028387158924	0.0573075486567	-0.0234599824339	-0.0643681206703	-0.0141611286839	0.0116961763505	0.035814842959	-0.0116071696001	0.0378271059292	-0.0959103818775	0.0742068896686	-0.0738343342155	-0.076062268096	-0.0409096658153	0.0485513309366	-0.0830299456375	0.0883387288943	0.00818916789112	0.0275568432527	-0.0676640471785	-0.0352016053113	-0.0868707945603	0.00835279709486	-0.0828333692694	-0.0324797055683	-0.0666596617175	-0.147103170982	-0.038951813373	0.0469722119585	-0.0959831072682	0.0527504192504	0.111892477448	0.0282225506606	0.0732090392135	-0.107154968594	0.0416201049748	-0.0294628383514	0.0833920989357	0.0112014360356	0.040274850926	-0.0296505286281	-0.0480069234907	-0.00713885570708	-0.00147802532694	0.0183318291311	0.046328025741	0.0219140182784	0.0353416432905	-0.0229899513552	0.00632640667307	-0.0435251523496	-0.121409781347	0.020420359407	0.00437312875794	0.0324383175786	-0.0169010475889	0.00448572299178	-0.0506184689928	-0.012264448255	-0.0282529765196	-0.067779167115	-0.0360053772984	-0.0311719336996	0.0308905505927	-0.0531390051702	-0.0035542452987	-0.0295143718299	-0.0359899853689	0.0193754447063	-0.0251185831371	0.0108854074104	0.00530163260391	0.0437434096184	-0.0449492580717	-0.00521440059163	-0.0338759575409	0.015621893753	-0.0627096141194	-0.00599773152612	-0.0232357725042	-0.00226299999417	-0.0348327820375	0.045666709871	-0.0303921488685	0.0447164498835	0.0158387915469	0.010189694199	-0.00888821145825	-0.0604747627087	0.0385043434615	0.032324867463	0.0437391804598	-0.0273268178456	-0.0131698070166	0.0512983045933	-0.0144784135925	-0.0470285551554	-0.00319835188485	0.0217126022784	0.0158640457711	0.0140538331547	-0.00720596386076	0.0136336901415	0.0055148931225	-0.010697663165	9.6399640132e-05	0.0296121263503	0.0166910673872	0.0318948953983	0.0430577451966	0.00473915829481	-0.00809463885193	0.0619244742897	-0.00374014967619	0.0310613247894	0.0120529196387	0.00865072101678	0.0264339435014	-0.00496917317912	0.0489832775045	0.0277038580673	0.045160942349	-0.0144609640616	0.0050919176709	-0.0326599702635	-0.0212522752114	0.0230271264935	-0.0186433949382	0.030451797107	-0.00639185169195	-0.0264409581122	-0.0373663772483	-0.0528231401816	-0.0233013811402	0.000189835581153	0.0100787847542	0.0111777490014	-0.0220016114243	1.6855724431e-05	0.0136274842828	0.000921429562928	-0.000305948305896	-0.0011382624475	0.000642708419537	0.00471850830161	-0.00213773533024	-0.00351813797341	0.000787678782016	-0.000627368362493	-0.000156629514018	1.14721401026e-08
Nu1Mid1	0.00316109495464	0.0885896195943	-0.243255740296	0.168281950157	-0.0477282455287	0.0103715649259	0.113376792191	-0.153479337617	-0.0203499416309	0.127133990349	-0.0915501209052	-0.0577442337206	-0.176439340709	-0.0393758240817	0.240719619842	-0.084379037542	-0.0498194638691	-0.0956530733385	-0.0673587093613	-0.0284903760435	-0.0426343525689	0.00313343009744	-0.00950943565373	-0.00716571457362	-0.13486711588	0.0985070068406	0.0387054824788	0.032711338789	-0.0355779823636	-0.0535796822104	0.0512281492838	0.0472705894067	0.050072696586	0.14064710543	0.0151314947991	-0.0432945058169	-0.0243998920789	0.0478269455675	-0.00924478842357	0.139253047651	-0.00993252173546	0.00053207766915	0.0448243913901	-0.0540979453648	0.0283025707501	-0.0133955968413	0.0625122669019	0.102495257009	-0.0342047411253	-0.0123717924998	-0.074733958784	0.0809476607763	-0.0187774400833	-0.0179271423491	-0.0473853724935	-0.00638739718112	-0.0514140254129	0.0374131954754	-0.0164477210169	0.00826415205117	0.0382414590344	-0.0498386647038	-0.00140277189471	-0.10256668063	0.00886606827795	-0.0188721184755	0.0123959920366	-0.0194162007548	0.0134922863718	-0.0405882751	0.0413629193334	-0.00850564639477	-0.0737960332161	-0.00322793313726	0.0255188941029	0.0399794578851	-0.00489511262598	-0.031628878044	0.0283929375884	0.00745422813682	0.0103449323126	-0.026131247225	0.0393174108811	-0.0441883177878	0.01113676025	0.0536991007479	0.0244390809049	0.00941582482957	0.0556870232542	0.00262907433956	0.00357512683833	-0.018605894764	-0.0100712923451	-0.0482908139082	0.000604420046902	0.0158921507219	-0.0284550097611	0.00992065449758	-0.048321216841	0.0076578510915	0.00847018352308	0.0102037315656	0.00667258226298	-0.0111549369172	0.0257822613849	0.0258919026132	0.00226487970902	0.00781828309013	-0.00232225274049	-0.00398404732107	0.00167733835902	0.00781659013654	0.0179229702588	0.0365813259679	0.00293509365192	-0.0311673235184	0.0056576348441	0.0125100323449	-0.0210138528569	0.00204132629009	-4.58606224087e-05	-0.0237628307597	-0.0231136759124	-0.00231994060742	0.0178212452015	-0.0161092172785	-0.00226615295574	0.000813894891611	0.0189908487196	-0.00750308415499	0.00372200861625	-0.00469732705357	-0.0131861598311	-0.0120232375899	0.00631993838458	0.000399096974102	0.00560717728673	-0.010759126831	-0.00925711276162	-0.0105827489619	0.0046540623568	0.00323168057904	0.00883508593208	-0.00254320649694	0.00602798449505	0.000391465762975	0.00149070294246	0.000610721801775	0.00530305840879	0.00329258018708	-0.000354636538668	-0.000447410011594	0.00156066101648	-0.0037652438067	-0.000284562556677	-0.00506732853371	0.000995586217204	0.000842187798237	-0.0015913212842	1.14721401026e-08
Nl17Ant1	-0.224243889807	-0.0572816880574	0.124241180072	-0.0195961364808	-0.0186089828519	-0.0720146244327	0.0616245993464	0.0731531678852	0.119876717748	-0.0261872188855	-0.0220606906577	0.010326929626	-0.0106869877797	-0.0459105103273	0.00210637041805	-0.0460079822152	0.0221660093186	-0.0537370559942	-0.00609127237865	0.0395039331264	-0.00464476974081	-0.0160279362206	-0.101785496019	0.0349840247924	-0.0444458514639	0.000998850840874	0.043068066197	0.0381622402658	-0.0147238056068	-0.0131696607494	-0.0115652272073	-0.0372393473174	0.0199972984738	-0.0515753243723	0.0827551583545	0.0503104748942	0.0635851081261	0.0288697406076	0.0122831606445	-0.0865463685424	0.0436469056051	-0.0768177732675	0.0023157935682	0.0120998316334	-0.0652598791578	0.0385643448553	0.0728371190216	0.0504041325091	-0.012310144742	0.0194891841947	0.00959083577805	0.00825294156855	-0.0297800036368	-0.0393409171212	-0.0522935039121	0.0719185000063	-0.00236757072312	0.0230495166117	0.0572688988544	-0.0134676508774	0.0483875942379	0.0870015684878	0.0388434624097	0.0353196020172	-0.0835626223109	0.00284595311592	0.0841588318729	-0.0549841723706	0.0067610800604	0.0356563565483	0.0145251332852	-0.0546571801009	-0.0182012817997	-0.0447528401013	-0.0465282135635	0.0288447942403	-0.0445485861904	0.00262218412055	-0.0324502676015	0.00635782609424	-0.0116829621924	-0.0186555959412	-0.024914489093	0.000570814315541	-0.0359904978349	0.0296717604659	-0.00871914471122	-0.0675669114916	-0.0310757230228	0.0361318326347	-0.0457016480872	-0.079791002497	0.0998589815663	0.00184681456214	-0.0674095022053	-0.0240197548976	-0.104863234032	-0.0455741323187	-0.0100313457573	0.0161145981899	-0.0225275458889	-0.026206875804	-0.0246151937607	-0.0427990370785	0.0594189079642	-0.00307355979825	0.0140642823734	0.0047481139591	-0.0249278603373	0.0199421144224	-0.00671895338417	-0.0104837188611	-0.0363135605617	0.0612925677238	-0.0215258118273	0.0455474378699	-0.0276294087984	0.0158693454817	0.0184183478155	0.0044617757654	0.000830812502171	-0.010003863019	-0.0467053398035	0.00485154662143	0.0347097983021	0.0154924016057	0.0739358252265	-0.00114895537417	0.0260289467817	-0.0642262477658	0.0133182293014	0.0282116058667	0.0122071361351	-0.0197846296428	-0.0148329487527	0.0170252762577	0.0144559144381	0.0365550892941	0.0404819401767	0.0542723265317	0.0300358575693	0.00749496768503	-0.0211035430518	0.0157914168257	0.00321187583034	0.00497196815771	-0.0177443508555	-0.0101008535561	-0.00496256354803	-0.000380098146875	-0.000269257218878	-0.00311476678702	0.000966311910365	0.00320670677321	-0.00230975811767	-0.00122884324026	0.00131717074546	-0.0030618536201	0.000709963399105	1.14721401026e-08
