	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_10580_9.txt	10580	9	8306.04669261	8549.906	3145.00717703	770.683544304	2866.78527607	3100.19419643	8878.80645161	8311.45070423	940.15625	8563.36713996	8019.18250951	8350.59036145	893.602739726	8022.13333333	2373.03265306	926.725274725	1216.04918033	1418.55944056	1294.77777778	1689.28820961	1241.94630872	1261.33502538	1466.11428571	1323.00574713	1519.09045226	2069.90909091	2620.46570397	2017.32142857	1929.68686869	3844.97142857	1527.1958042	1215.82575758	3071.34188034	1242.11034483	1201.52348993	1110.62773723	1081.3984375	2576.62874251	1179.03370787	1526.0625	1960.95723684	1160.79439252	1684.36507937	969.6375	4302.0952381	3663.49002849	1087.41772152	878.380952381	1299.48663102	837.397058824	1361.57894737	1124.26666667	1229.68571429	1187.07042254	1277.57594937	1531.44262295	1377.60869565	1195.1372549	955.025641026	1239.87741935	1253.60377358	1688.87142857	1284.33333333	1200.6779661	1146.0	685.254237288	570.327868852	1137.55434783	1132.76086957	1516.40625	994.431034483	1113.00740741	1058.16666667	1307.01522843	1334.90957447	675.890756303	795.194444444	1205.1884058	802.684210526	3714.94117647	1279.5323741	733.101265823	3529.85211268	1532.71641791	1235.92857143	985.00952381	1249.12195122	410.37037037	2700.58146965	884.243589744	591.557692308	2950.11610487	3323.92	3209.20141343	2695.56074766	1453.0	1238.42857143	879.5	1639.41935484	555.386363636	630.47826087	478.552631579	642.551724138	449.035714286	918.75	350.057692308	360.444444444	446.75	910.827272727	786.857142857	1375.01162791	1135.7357513	1219.20529801	946.06993007	872.92920354	974.561403509	1323.28795812	945.06993007	811.99137931	1674.40776699	682.015384615	361.666666667	3339.83333333	827.450549451	1009.78947368	1733.46666667	2896.98578199	1074.0794702	1087.48905109	729.625	1152.82580645	731.694736842	1276.16793893	4061.01079137	903.067164179	1377.75159236	841.137614679	805.888888889	846.464285714	654.342105263	1723.0944206	1202.448	883.0625	728.202531646	727.653465347	799.513274336	997.006329114	818.12195122	1154.60714286	1110.86896552	911.0	936.461538462	725.275862069	767.025641026	791.132075472	840.692913386	957.470149254	821.603053435	698.011904762	618.333333333
alpha_rarefaction_12694_0.txt	12694	0	9498.04123711	8948.07097792	3475.18138425	847.96875	3124.6875	3421.15686275	8472.22666667	8393.14935065	973.651785714	8962.77152318	8686.12703583	9184.39160839	961.369863014	9209.99427481	2178.90127389	871.709302326	1349.234375	1325.20571429	1352.0	1754.87096774	1510.90163934	1251.81132075	1563.94240838	1430.50276243	1586.06756757	2119.67948718	2538.14501511	2205.73584906	2060.11214953	4030.52901024	1690.83950617	1213.76829268	3161.32512315	1248.16969697	1162.66666667	1106.66666667	1194.5	2304.2718894	1083.83333333	1691.44845361	1903.70194986	1066.48888889	1698.9253112	909.155963303	4617.0625	3627.35172414	1149.46202532	907.978873239	1411.68	975.125	1404.31578947	1196.68333333	1289.35135135	1261.76100629	1369.60335196	1483.35294118	1442.88953488	1126.26630435	1087.61607143	1167.39375	1228.04166667	1777.69369369	1197.63313609	1214.43005181	1242.62758621	705.447368421	611.033898305	1143.2	1220.2	1344.46428571	1064.93023256	1093.09433962	1193.25352113	1528.26395939	1302.1722488	685.666666667	856.555555556	1319.2027027	808.818181818	3833.88652482	1375.85714286	852.470588235	3757.40462428	1684.71573604	1266.03825137	993.047244094	1519.63636364	476.791666667	2925.72193878	898.4375	626.015873016	3130.62295082	3715.46889952	3393.2300885	2939.25416667	1506.94767442	1194.30769231	879.815789474	1698.80102041	611.381443299	878.111111111	542.551724138	661.887323944	341.857142857	1089.01538462	451.636363636	476.5	514.466666667	1040.34285714	909.027027027	1538.68156425	1183.43814433	1067.83870968	954.17218543	862.483606557	997.371900826	1304.95	964.274647887	809.082644628	1861.55656109	682.967741935	422.657894737	3528.74074074	803.941747573	1188.02702703	1685.09202454	2686.84081633	1190.76470588	1194.86781609	684.155172414	1088.625	769.0	1175.15337423	4358.7761194	1022.0483871	1299.94767442	892.0	779.025	779.602739726	624.584745763	1640.65410959	1255.81395349	877.386792453	697.857142857	801.491071429	852.133333333	1071.39759036	941.106870229	1166.86363636	1104.01886792	948.603773585	943.387096774	712.937984496	781.970149254	934.048543689	872.023076923	1074.91911765	857.776923077	735.261904762	622.019607843
alpha_rarefaction_12694_1.txt	12694	1	9016.0539629	9503.62673611	3733.93103448	830.743119266	3144.59206799	3277.04117647	8966.62673611	8824.78152753	953.839285714	8573.38362761	8546.90599676	9095.39575972	818.659090909	8799.70588235	2290.95081967	917.536585366	1208.31034483	1379.11864407	1352.36969697	1797.85915493	1468.02439024	1302.2173913	1677.56470588	1388.20812183	1494.51807229	2001.29213483	2685.06730769	2222.69879518	2247.97340426	4016.40484429	1907.5	1403.58333333	3108.44987775	1341.22142857	1175.96969697	1134.31081081	1215.40944882	2386.77102804	1129.07142857	1687.92670157	2076.45238095	1118.77777778	1788.39534884	958.777777778	4895.06287425	3701.98607889	1182.43292683	902.425806452	1505.88709677	835.987421384	1396.28205128	1151.75	1296.63829787	1240.0872093	1336.14204545	1572.1959799	1485.71428571	1196.5698324	1045.91891892	1207.35099338	1292.34306569	1791.53424658	1212.33333333	1409.76785714	1192.48823529	748.514705882	667.914893617	1169.37373737	1183.81538462	1338.07462687	1070.22142857	977.960674157	1217.38732394	1440.40807175	1394.03108808	722.619469027	816.161538462	1185.46153846	769.753424658	3732.6445993	1555.234375	835.2	3539.22285714	1683.72985782	1241.06741573	896.905109489	1243.06122449	385.666666667	2984.49746193	835.008928571	610.578125	3037.61764706	3401.87136929	3390.41337386	3078.70886076	1539.82954545	1271.0	919.566371681	1719.23195876	656.409090909	733.593220339	441.357142857	618.015873016	360.384615385	1223.8125	546.405405405	378.041666667	687.5	1014.1	880.278846154	1452.51428571	1136.12442396	1125.68965517	981.875	882.052173913	942.84	1345.02030457	941.985815603	745.189393939	1844.8028169	765.164179104	362.679245283	3458.256	881.865979381	1081.0	1525.8852459	2639.50373134	1285.0617284	1246.58064516	673.155963303	1191.49079755	737.048387097	1286.50649351	4496.44011976	972.207407407	1378.08536585	830.611111111	854.338983051	882.983606557	734.494623656	1698.12456747	1240.94	852.226086957	688.140186916	851.625	884.685950413	1000.03932584	977.222222222	1079.22807018	1146.84	961.898876404	1003.0	690.340909091	876.509090909	843.024193548	861.523809524	1034.52980132	867.189781022	732.56097561	613.338345865
alpha_rarefaction_12694_2.txt	12694	2	8650.27142857	9437.21107266	3430.56192661	1009.125	3268.25069638	3202.15533981	8942.28057554	9010.58941606	1148.13636364	8713.05853659	8297.19805195	9074.44424779	951.188405797	8740.67620751	2350.67636364	1009.66666667	1289.83064516	1272.33333333	1285.22277228	1930.66666667	1465.18939394	1324.1147541	1585.95652174	1408.40625	1589.61926606	2017.88846154	2479.63294798	2099.96987952	1981.20642202	4723.34686347	1604.89156627	1288.75657895	3123.42531646	1254.06134969	1177.91764706	1153.0	1187.87096774	2522.55188679	1233.01657459	1568.26442308	2106.13291139	1139.01694915	1848.81944444	1083.49450549	4600.76657825	3724.73103448	1128.68181818	899.789473684	1379.1827957	876.777070064	1402.47208122	1205.77439024	1379.38125	1218.5	1404.98324022	1522.28205128	1446.96067416	1177.62068966	1064.89908257	1284.26923077	1340.33333333	1883.95959596	1171.76923077	1276.00515464	1213.2195122	754.178571429	597.47826087	1110.27927928	1190.83333333	1354.0	1108.7265625	1047.5620438	1213.0	1485.13812155	1383.0	708.258333333	900.68503937	1361.52173913	792.308823529	3746.47080292	1281.12751678	834.895348837	3755.09384164	1798.31428571	1397.34	965.513274336	1404.0	421.0	3097.09537572	886.336633663	622.818181818	2785.07520891	3422.16129032	3653.75490196	3194.63070539	1582.08433735	1320.65306122	890.276785714	1721.37288136	601.14159292	764.71875	501.193548387	630.171875	415.657894737	983.88	501.885714286	393.384615385	477.888888889	1067.27777778	924.4	1458.83333333	1186.93717277	1142.05847953	996.757961783	864.74137931	960.759259259	1312.95	913.927272727	777.285714286	2046.35585586	695.397590361	338.4375	3382.94240838	750.189189189	1098.81578947	1636.10674157	2709.64528302	1082.53157895	1341.26973684	699.5	1115.17112299	752.391304348	1205.89032258	4435.8362069	1087.09090909	1505.10126582	871.573913043	729.369565217	737.944444444	607.128440367	1758.01119403	1261.0	858.779816514	703.210526316	794.0	863.967741935	1137.75757576	998.245614035	1135.32450331	1075.6626506	919.011627907	1011.14383562	672.901639344	857.362903226	927.558823529	980.271028037	1006.92086331	921.433070866	734.56097561	631.0
alpha_rarefaction_12694_3.txt	12694	3	9155.28191489	9411.45547945	3487.09794989	1016.81707317	2949.75644699	3349.39207921	8809.15555556	8464.25585284	1020.26	8791.29783694	8797.78282828	8537.432	932.666666667	8608.08465608	2207.94370861	921.62195122	1335.63829787	1373.03351955	1423.46524064	1781.12328767	1460.50819672	1340.1773399	1590.50568182	1313.1352657	1556.3362069	2201.7751004	2842.11683849	2169.67272727	2058.17391304	4022.50847458	1659.0	1374.875	3056.45146727	1246.23529412	1240.13125	1267.10687023	1116.38461538	2392.93333333	1223.16374269	1632.21465969	2025.15333333	1090.15671642	1693.92050209	1093.48863636	4900.72651934	3903.05755396	1144.66242038	908.221428571	1314.5631068	1000.3362069	1524.23684211	1140.10169492	1441.78431373	1253.2962963	1350.625	1638.25531915	1500.28301887	1174.12	971.975609756	1327.16083916	1304.23376623	1848.37688442	1248.98275862	1253.0	1154.00581395	727.652173913	607.596491228	1195.4375	1135.0	1363.21621622	1048.175	1074.01898734	1332.27966102	1436.01408451	1351.03448276	754.87826087	1032.59803922	1275.48	818.0	3991.14942529	1355.04347826	736.446808511	3538.50909091	1752.56650246	1326.80555556	962.048387097	1487.31868132	394.028571429	2816.87804878	803.486486486	706.637931034	3057.85234899	3089.42352941	3684.8125	2874.32283465	1552.95454545	1277.3539823	961.0	1724.78756477	626.164948454	714.614285714	509.333333333	750.277777778	420.941176471	988.37037037	458.384615385	331.5	553.5	969.762295082	872.458715596	1477.05882353	1118.53947368	1178.05813953	1002.18674699	861.151785714	941.050847458	1302.53807107	953.225806452	937.194174757	1834.9625	657.318681319	362.4	3843.875	908.25	1136.41463415	1675.51785714	2816.34552846	1156.05747126	1252.13636364	774.282608696	1189.8	786.25	1318.95483871	4415.45	1092.58333333	1401.61676647	861.0	779.054263566	873.0	650.635514019	1885.49797571	1248.62745098	906.291666667	741.221153846	835.065420561	944.336206897	1079.175	1022.88	1160.92307692	1053.96428571	1005.23913043	922.122699387	683.888	796.297520661	853.423076923	909.390625	1020.56834532	896.882352941	695.010989011	652.326086957
alpha_rarefaction_12694_4.txt	12694	4	8764.31147541	9176.99351702	3530.00746269	947.978947368	3145.50985915	3150.15853659	8700.59259259	8971.82042254	1041.44954128	9385.26094891	9078.40464345	8735.64705882	871.841463415	8784.39037433	2335.85185185	881.35	1338.25	1419.95238095	1396.07594937	1849.76211454	1374.5	1295.31073446	1676.98275862	1415.89	1474.20920502	2233.94979079	2607.10909091	1950.15909091	2101.34703196	4218.18965517	1613.07692308	1280.89221557	3013.57009346	1344.71875	1207.64539007	1245.69343066	1172.61068702	2438.97087379	1150.85483871	1616.63551402	2066.4760274	1067.32608696	1856.70305677	1044.53191489	4795.70940171	3898.09113924	1127.25595238	849.232258065	1313.35294118	941.379310345	1505.98802395	1150.30927835	1292.59322034	1109.16666667	1393.96428571	1660.47058824	1449.21818182	1136.25531915	965.7421875	1294.64238411	1403.56410256	1783.17560976	1192.89473684	1354.11458333	1136.0	679.835820896	628.229508197	1170.19266055	1197.3381295	1417.0505618	1059.45901639	1104.52980132	1222.55944056	1359.82589286	1360.22727273	705.411764706	836.572815534	1366.09859155	810.394366197	3753.5	1375.84246575	829.261363636	3494.37719298	1677.87837838	1329.82840237	1058.4	1362.06741573	383.777777778	2785.55361596	950.939759036	646.718309859	3128.50949367	3574.37662338	3450.14106583	2822.05639098	1508.80555556	1205.34375	884.913043478	1739.18461538	647.373737374	750.553846154	514.033333333	685.666666667	437.0	927.609756098	539.171428571	296.129032258	496.555555556	998.381355932	871.28125	1539.65384615	1186.27748691	1275.64963504	971.723529412	879.644067797	1140.11009174	1501.14906832	927.88125	830.696428571	1899.77130045	713.813333333	334.631578947	3472.04244032	884.566666667	1186.77777778	1669.53797468	2715.25482625	1192.38823529	1207.15568862	706.555555556	1069.22513089	755.47008547	1239.18666667	4752.89490446	985.846153846	1386.62745098	835.432692308	844.133333333	848.0	658.918918919	1727.56666667	1191.55474453	882.346534653	776.854166667	807.306930693	916.45	1236.24827586	894.019480519	1133.56875	1082.86440678	873.459016393	1028.02040816	720.88	850.008403361	831.285714286	923.974358974	971.290322581	950.154411765	746.272727273	611.204379562
alpha_rarefaction_12694_5.txt	12694	5	8872.10492846	9937.72473868	3209.66511628	956.035294118	3264.13253012	3220.08964143	8973.83870968	8393.8778135	1103.76923077	9272.20942408	8826.57446809	8025.92879747	995.703125	8264.50761421	2254.20350877	955.62195122	1270.8057554	1312.12883436	1459.03448276	1872.71573604	1413.70833333	1418.00584795	1553.12903226	1412.40837696	1519.03587444	2150.012	2560.2	2124.91666667	2204.40414508	3900.68051118	1555.43478261	1358.08510638	3168.89030612	1232.91616766	1182.04022989	1264.49640288	1135.03053435	2291.62173913	1072.34736842	1605.24019608	2002.6875	1132.5	1701.72727273	855.554455446	4632.91825613	3745.27832512	1169.42857143	884.227848101	1431.28947368	1005.52272727	1514.42622951	1180.01818182	1386.88953488	1328.22222222	1413.48275862	1576.74456522	1537.63291139	1138.30319149	972.3	1205.76829268	1183.63636364	1826.72477064	1282.17073171	1210.71428571	1164.2962963	687.95890411	564.794117647	1158.55555556	1194.14173228	1402.96629213	1044.32608696	1114.15231788	1269.33557047	1498.88268156	1391.1865285	761.974358974	874.135135135	1240.63157895	827.513157895	3941.19140625	1352.56834532	792.557894737	3625.20895522	1842.31958763	1272.87209302	971.466101695	1465.77906977	440.2	2956.40897098	814.990825688	694.0	3046.50328947	3423.00809717	3639.06164384	2823.68604651	1501.03296703	1282.06315789	905.102803738	1733.33157895	582.162162162	846.424242424	540.551724138	692.0	398.27027027	1111.84615385	519.527777778	355.37037037	514.645833333	1078.21428571	792.03030303	1472.46231156	1160.0	1190.69325153	1096.77419355	800.9453125	931.233333333	1368.78640777	916.75	840.048387097	1919.01333333	706.763888889	338.4375	3500.6159601	775.787878788	1086.07692308	1799.6	2519.81914894	1100.76836158	1259.7278481	720.436893204	1144.04395604	788.80952381	1143.01724138	4623.0	1005.09090909	1341.77639752	930.8125	851.532258065	839.01459854	669.757281553	1760.38888889	1261.55704698	841.378151261	749.142857143	799.048780488	861.733870968	1023.74534161	1008.37931034	1111.38823529	1083.27272727	933.387755102	917.588235294	690.904109589	922.894230769	880.368852459	937.221374046	1003.08396947	858.198675497	718.702970297	647.442028986
alpha_rarefaction_12694_6.txt	12694	6	9105.99166667	9052.68344156	3590.23173804	964.5	3153.30594901	3316.6498994	9077.01048951	8541.66183575	1006.94444444	8763.73076923	8759.00488599	9096.34358974	836.346153846	9039.23260073	2356.43816254	972.566666667	1356.77702703	1450.02054795	1370.50828729	1799.11764706	1350.95918367	1286.71428571	1572.72625698	1429.88953488	1502.00431034	2186.53112033	2606.85126582	2107.07926829	2139.01570681	4209.47552448	1559.79005525	1265.81756757	3098.78728606	1362.47916667	1214.57594937	1250.34677419	1104.35714286	2537.33333333	1198.14130435	1573.53846154	2059.57961783	1128.56115108	1750.97560976	1022.69306931	4928.39193084	3721.70305677	1161.55029586	889.900763359	1600.9726776	964.75	1339.64878049	1217.66666667	1307.93442623	1338.44594595	1498.25555556	1553.41269841	1484.50943396	1237.74418605	1004.35433071	1214.02054795	1316.33333333	1956.09633028	1217.47953216	1274.83823529	1190.31428571	806.406779661	568.185714286	1154.52830189	1097.09090909	1409.69398907	1011.91603053	1151.68794326	1217.14788732	1454.85074627	1409.0	690.5859375	921.628318584	1301.04545455	717.5	3650.25913621	1348.7114094	756.83908046	3698.66566265	1747.91162791	1227.6779661	1049.44642857	1730.18181818	474.791666667	2925.64659686	825.224299065	706.661290323	3172.35117057	3752.28229665	3662.76530612	2891.79310345	1383.37142857	1307.64356436	908.50877193	1810.48275862	668.75862069	721.808823529	456.5	776.72	397.0	1011.8	415.163265306	502.105263158	548.0	994.891891892	951.85	1402.87692308	1152.82065217	1229.72368421	989.25	860.933884298	1035.21929825	1367.08379888	972.858895706	818.12605042	1947.17916667	722.361445783	338.019607843	3631.55769231	841.039215686	1190.4496124	1707.0	2693.57976654	1025.89204545	1161.24489796	722.102040816	1166.0872093	737.925	1200.32758621	4377.0297619	1093.50381679	1394.74534161	871.009259259	834.162393162	826.425373134	660.91	1809.28	1237.15789474	846.628099174	752.602409639	765.26446281	874.974358974	1010.57594937	987.921875	1205.47560976	1086.0621118	1030.52941176	907.455172414	723.022727273	799.84	835.0	960.243902439	1026.25	799.327044025	705.924050633	638.958333333
alpha_rarefaction_12694_7.txt	12694	7	8815.30995106	8706.79047619	3644.80769231	928.087912088	3241.0625	3374.8592437	8521.04658902	9510.71962617	1048.71875	9081.38590604	8777.38056013	9511.46582734	869.259259259	8503.53321364	2276.39403974	974.727272727	1253.78082192	1280.58333333	1441.80487805	1716.01321586	1435.05426357	1258.5625	1574.25862069	1394.88601036	1554.82969432	2058.10701107	2655.11627907	2232.00584795	2117.0199005	4067.02380952	1671.81506849	1263.7791411	3141.27912621	1279.35031847	1235.4875	1115.46666667	1094.00689655	2436.35483871	1140.85483871	1616.7038835	1987.16923077	1042.18493151	1775.81818182	956.128440367	4858.67127072	3922.65714286	1087.50955414	910.443609023	1323.525	904.371621622	1511.70454545	1210.64285714	1414.59615385	1174.89932886	1440.6779661	1552.47692308	1550.30769231	1100.05882353	1019.92105263	1346.43697479	1204.90909091	1804.4612069	1189.70588235	1282.42622951	1236.2	690.2	671.875	1169.77227723	1143.57352941	1370.60427807	1038.99212598	1110.17391304	1383.43697479	1498.54761905	1277.06849315	719.008196721	900.566371681	1260.71014493	786.015384615	3842.42253521	1408.26086957	791.70212766	3641.04142012	1746.11594203	1249.16022099	1024.33898305	1511.70114943	393.96875	2877.66485014	831.141304348	592.710144928	3339.91089109	3820.8	3324.34582133	2592.19387755	1494.1626506	1232.38461538	898.272727273	1733.64141414	586.307692308	783.890625	476.684210526	604.0	401.219512195	962.04	439.0	435.052631579	545.06122449	1062.125	881.702970297	1523.10169492	1085.15789474	1162.93956044	943.259668508	877.518867925	995.887850467	1411.93452381	902.434210526	864.8125	1893.62679426	722.583333333	313.904761905	3575.98579545	843.0	1094.5	1626.16564417	2959.79166667	1124.0	1303.14	715.544554455	1022.37305699	777.008695652	1235.1192053	4728.53605016	929.507246377	1421.20945946	842.513274336	826.752293578	829.333333333	636.991150442	1745.10566038	1179.0621118	878.15625	716.581632653	813.364485981	918.890756303	1079.01342282	919.144827586	1111.85405405	1112.33536585	1001.25233645	1023.57352941	732.579831933	886.949579832	828.008547009	882.265486726	992.473684211	867.190140845	744.014084507	622.964788732
alpha_rarefaction_12694_8.txt	12694	8	8485.37876387	9545.69055375	3439.40425532	918.895348837	3193.78386167	3077.68233083	8802.70547945	8438.10082645	1014.92523364	8746.88074957	8851.36492891	8612.05990017	905.010869565	8454.35775128	2440.3057554	992.875	1259.225	1263.26701571	1548.72727273	1799.29577465	1245.85534591	1350.04972376	1470.09375	1388.45544554	1459.65665236	2270.75965665	2497.86746988	2228.3625	2135.355	3750.87616099	1905.06521739	1331.33557047	3099.53206651	1284.68666667	1211.06756757	1136.13924051	1200.23357664	2487.24122807	1166.175	1556.09813084	1865.06906077	1122.78571429	1818.59633028	899.631578947	4746.57407407	3966.06947891	1090.32704403	961.523809524	1416.68341709	881.229166667	1454.08287293	1165.80606061	1317.0	1193.68965517	1405.13812155	1489.35960591	1367.00564972	1157.00584795	1034.77777778	1374.46774194	1269.83333333	1840.25581395	1155.14285714	1300.11666667	1174.10714286	664.304347826	630.059701493	1053.35714286	1197.18543046	1374.84357542	1061.23931624	1115.4875	1153.34615385	1435.26699029	1386.30188679	716.390243902	807.081967213	1274.01470588	834.0	3828.13584906	1386.27205882	863.928571429	3421.33994334	1668.7293578	1220.60913706	1012.53225806	1387.10989011	395.636363636	3038.2247191	768.186046512	587.641791045	2932.84802432	3307.62295082	3512.35514019	2838.44534413	1426.53475936	1221.94117647	899.542056075	1635.80597015	607.776699029	668.95890411	464.228571429	630.884057971	418.171428571	842.795180723	404.8125	408.913043478	497.56	1133.50961538	895.708333333	1465.88571429	1205.94845361	1204.48447205	983.255319149	870.512820513	959.138888889	1391.98275862	944.121794872	783.105691057	1870.26008969	695.346153846	347.923076923	3300.30075188	934.545454545	1139.00793651	1587.08092486	3014.80434783	1072.05882353	1228.41935484	742.145631068	1163.125	746.893442623	1223.17307692	4512.34670487	1079.0	1422.55483871	862.043478261	830.776699029	786.52173913	631.263157895	1721.48175182	1135.54385965	842.738738739	695.370786517	786.634146341	985.603773585	1094.22641509	925.615384615	1118.39779006	1123.89041096	964.3125	920.0	713.788732394	848.023622047	810.084033613	909.910447761	948.789473684	924.503311258	725.625	644.461538462
alpha_rarefaction_12694_9.txt	12694	9	8659.65378422	9756.1559792	3530.13483146	868.2	3039.99728261	3219.02012072	9342.02702703	8716.87853577	1056.55	8389.71787297	8989.04063604	8540.04658902	882.842696629	8709.22800718	2295.16040956	867.102040816	1297.68918919	1281.27272727	1427.97714286	1779.90909091	1376.22377622	1363.18461538	1564.07065217	1412.03333333	1568.99568966	2066.80392157	2626.38032787	2057.12359551	2158.71962617	4466.16607774	1584.24157303	1390.50675676	3102.09635417	1308.91082803	1228.28846154	1134.07142857	1157.62393162	2595.47945205	1208.00578035	1721.31527094	1944.02923977	1122.9765625	1686.12444444	940.333333333	5119.79268293	3753.99524941	1093.1372549	921.701492537	1408.65240642	893.625	1379.96825397	1132.68156425	1402.94701987	1240.73076923	1376.00529101	1565.94029851	1427.93452381	1194.2195122	1001.12096774	1274.36666667	1182.31690141	1855.57004831	1284.66298343	1251.60891089	1136.48447205	738.089552239	642.630769231	1208.3627451	1129.02684564	1471.05714286	1019.69354839	1053.0625	1168.7218543	1490.60714286	1362.24861878	658.758064516	879.23853211	1221.39189189	776.038461538	3770.7027972	1414.74468085	861.011764706	3602.68035191	1682.43913043	1245.42857143	1019.73109244	1425.07920792	405.090909091	2892.12987013	833.596638655	636.681818182	2910.75165563	3649.54166667	3379.45671642	2698.0	1564.15568862	1263.71171171	908.5	1685.93846154	593.264705882	715.614285714	506.848484848	592.571428571	403.588235294	967.441558442	500.125	404.038461538	554.333333333	1018.13157895	905.608695652	1624.1626506	1191.14754098	1163.43093923	950.385026738	883.236363636	930.409090909	1419.71929825	903.675159236	838.3	1889.87659574	771.513513514	362.956521739	3325.03773585	902.538461538	1024.6744186	1603.46060606	2942.11764706	1044.23529412	1212.25925926	685.808695652	1162.46706587	714.0	1317.61184211	4461.77941176	997.846774194	1383.46666667	840.907563025	854.495145631	818.15	709.585106383	1711.66901408	1182.22916667	855.677966102	709.545454545	779.0	835.513274336	1072.43421053	980.048780488	1086.75438596	1028.04022989	908.385416667	993.213740458	713.87394958	840.007407407	872.0	963.346153846	954.594771242	908.266666667	700.511111111	633.897058824
alpha_rarefaction_14808_0.txt	14808	0	9877.95245902	10377.6222222	3796.15714286	913.815789474	3361.79057592	3302.9389313	9241.18432511	9003.65230312	1052.62393162	9428.01519757	9511.59104046	8377.64235624	951.738636364	9479.98058252	2333.01818182	1028.21	1338.39041096	1405.55440415	1478.92417062	1771.40890688	1463.35714286	1359.39613527	1702.03296703	1454.01657459	1546.0	2121.49815498	2692.74380165	2135.02439024	2124.39819005	4818.23426573	1720.76923077	1288.82352941	3246.04347826	1308.32758621	1229.43708609	1100.16470588	1169.63934426	2710.59821429	1180.81005587	1651.02714932	2077.96457766	1208.12396694	1759.5984252	1029.5	4983.34739454	4063.13490364	1170.96644295	909.655172414	1417.40692641	1065.08510638	1490.81818182	1218.30538922	1329.17318436	1272.15568862	1419.66341463	1716.43367347	1538.48275862	1232.37305699	1085.425	1344.7875	1277.39007092	1766.86100386	1290.02717391	1388.75935829	1138.8974359	744.22972973	677.607142857	1236.0	1131.12352941	1603.95	1008.42068966	1046.66666667	1201.41447368	1488.41176471	1339.93055556	700.104166667	919.96124031	1418.76744186	858.43373494	4000.04761905	1365.07303371	865.475	3818.68221574	1718.35271318	1201.53768844	1061.11111111	1645.24137931	540.037037037	3014.19548872	942.816326531	668.4	3039.44109589	3708.58273381	3723.78873239	2966.26804124	1529.86363636	1271.36585366	875.573770492	1715.0	596.542056075	732.683544304	509.294117647	626.8875	418.527777778	980.75862069	528.763157895	391.533333333	666.0	1081.33064516	802.024	1485.70506912	1118.66055046	1290.12101911	1068.80120482	884.36036036	1152.17924528	1379.28078818	946.376712329	861.0	1935.36480687	722.391304348	358.404255319	3609.37288136	873.852941176	1127.10135135	1666.38341969	2791.0	1159.51351351	1287.73796791	836.4	1149.41361257	791.088	1202.05524862	4785.62162162	1019.89928058	1259.275	939.327272727	834.0	806.789473684	673.458715596	1709.45762712	1341.0	879.0	772.333333333	805.0	998.982300885	1076.18644068	935.84	1115.6557377	1124.34161491	902.091743119	993.888198758	735.737288136	846.5	889.413533835	933.286956522	971.126903553	871.684210526	741.763888889	651.577777778
