	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_2124_0.txt	2124	0	126.56575	129.29492	101.54139	47.39834	85.179	89.50819	130.04356	126.3779	52.34668	130.45575	132.6469	122.74627	42.03824	120.8403	79.77488	48.20282	67.21147	65.45924	50.08838	75.41617	71.40061	59.51173	68.65747	61.25925	54.66777	82.80576	88.01657	62.48566	89.75131	78.07561	49.72467	58.13578	92.94105	69.58437	59.49549	44.2448	50.54451	61.26939	53.78497	67.62353	58.81298	59.80104	51.11513	52.17355	87.59059	88.4669	69.21257	52.9198	62.43551	40.2796	75.1319	67.68383	61.87883	50.42991	52.18949	69.02468	73.64246	60.12203	58.30802	38.80629	62.24757	73.42484	55.88982	50.95822	44.79567	36.69128	35.3047	51.74728	61.77942	50.20217	50.18966	45.19439	40.14206	53.91574	55.27456	39.39065	32.45545	36.23949	37.8263	77.64886	56.7398	38.93094	90.24797	49.98028	46.78319	48.24877	55.2504	25.50684	81.07818	34.52641	41.6469	72.98232	73.86029	83.55991	69.99701	54.29942	55.36964	51.80039	69.40211	31.16972	36.89461	25.28968	34.73811	25.78679	43.34906	23.35368	17.5788	31.13357	57.264	37.3133	49.64446	38.64565	45.31437	44.35329	47.62437	49.26064	60.90686	38.41011	36.3426	68.92372	32.40037	16.40948	82.33478	29.17796	37.22889	50.736	67.022	38.96279	39.08531	36.02529	41.94197	37.42646	41.47544	87.61472	48.02603	38.65109	43.86455	28.206	37.50362	35.1549	55.07034	55.27681	45.75471	33.11468	31.04428	33.27763	37.5231	35.55514	40.63721	46.59913	47.21899	38.73274	36.79055	39.20693	40.03021	49.88388	34.28313	34.78617	43.11326	28.47826
alpha_rarefaction_2124_1.txt	2124	1	131.90891	126.00196	104.46341	45.67531	83.09008	86.57782	129.74463	127.22891	49.99099	130.66491	135.88282	128.08704	45.43042	128.60469	70.71461	45.01779	69.12088	68.05628	55.8124	75.39757	62.41392	58.49499	69.38735	60.59074	53.9193	86.30781	91.72177	59.60288	84.58038	76.94024	51.18612	62.50303	91.05278	58.01906	57.54095	42.15502	51.30064	70.4497	46.08038	73.39172	61.55873	62.0722	49.53672	47.25761	83.13385	88.99811	72.1673	52.2927	57.7254	38.96096	73.85215	67.14189	56.70284	51.31107	51.69678	64.17002	73.65979	64.04464	52.12766	39.87252	66.54723	63.9636	61.54375	48.67978	45.70039	40.94832	37.65454	55.6793	63.93789	54.17999	46.64474	46.26318	39.06317	54.26913	52.5555	34.53062	30.26156	38.30664	33.73576	82.39192	59.82789	37.80998	90.16789	54.99932	49.14329	47.29608	48.96962	25.43652	89.43808	31.16603	42.34222	75.17316	70.50299	81.90191	70.07244	50.8673	51.35698	53.09554	68.28194	32.15947	37.8425	24.71434	33.82175	25.53213	38.92351	22.73325	20.34626	30.97379	51.84053	31.32863	50.32708	44.51887	42.56489	42.12104	49.64535	48.26676	59.09418	44.14082	38.17988	65.52124	34.31935	18.08734	83.20117	28.50863	37.27268	48.75546	61.09098	38.26221	40.8224	36.45888	42.28309	30.95923	44.98498	79.93179	45.48794	38.03515	47.21651	28.77334	35.25049	37.87091	57.41412	54.33844	45.85622	31.03328	33.17574	38.94015	35.86666	33.11663	43.7003	47.57285	46.52478	42.83899	37.22205	40.78211	35.36115	50.88304	34.56606	36.69165	48.78381	35.40968
alpha_rarefaction_2124_2.txt	2124	2	123.09887	131.88672	98.54036	47.62039	83.2164	85.62455	126.39742	130.6692	54.21487	126.38546	135.38355	126.68956	41.74323	119.86579	74.1872	48.85368	66.82785	61.00463	52.30148	69.68815	60.83787	57.95419	73.31546	66.62649	52.98585	91.70075	84.13692	59.13826	92.2981	77.04939	50.06012	58.14202	89.91078	67.1519	62.66171	35.45539	54.4193	61.3108	49.09601	69.07201	60.10157	59.36556	47.30891	48.04161	88.72237	87.55782	68.47046	51.78446	60.81654	38.11394	71.58976	70.31654	56.85144	47.12591	47.23867	69.81216	72.44737	63.78822	59.57178	37.22274	63.73474	72.74731	59.5709	53.69286	42.3307	41.75865	33.19709	54.50666	57.16265	53.92927	44.86677	47.2913	38.99446	51.81261	55.7334	34.31065	35.65027	38.83143	38.53198	75.682	62.66043	42.56735	93.61403	54.97045	48.30427	50.53931	51.49298	23.98758	84.19437	26.32784	42.90834	68.24918	70.45928	79.08863	76.76143	54.6901	56.11143	49.74382	68.64009	32.53023	36.52413	27.63209	33.91258	23.13433	39.62153	26.80955	18.13999	33.66744	56.76182	34.87686	50.12625	45.47779	41.47235	41.09605	48.00273	48.79647	58.3016	35.92455	36.03239	72.54271	34.58824	16.62027	86.28088	31.24121	40.70504	53.9911	66.50635	41.18809	39.44791	38.69572	38.52514	36.25186	45.45351	88.06936	42.56647	36.57364	39.57764	29.84636	33.67551	35.07965	59.52365	56.33278	44.93153	27.90375	33.24639	36.86134	40.60116	36.66998	45.4223	44.36661	47.4714	43.1772	37.77485	35.04256	37.09191	45.71784	33.44206	37.59618	48.12935	33.65776
alpha_rarefaction_2124_3.txt	2124	3	120.45259	131.04457	102.8285	44.93954	80.87982	94.37159	120.57839	122.85237	49.17067	130.74265	132.74518	120.14562	39.07557	122.72532	76.30271	43.89858	66.83002	67.00494	49.5856	72.70825	61.6542	59.78362	72.14426	61.84817	56.18247	86.66725	89.40823	62.38768	88.91307	81.1008	47.79971	62.93807	83.15116	67.31733	57.07889	40.42351	51.54341	66.88058	46.98225	68.35736	60.26987	71.83574	49.54521	47.24155	87.41682	87.15513	73.45229	51.03783	64.11583	34.90991	69.43259	67.06056	57.02556	49.79102	58.99148	65.66194	75.97564	63.06828	53.43724	39.89528	66.68783	73.18923	59.68868	52.25455	43.35575	37.6924	33.99156	57.70689	56.50366	51.43723	50.36086	44.35455	38.63575	57.18654	54.34251	32.97214	31.22461	36.53526	39.24316	80.68426	61.70692	43.87141	95.74759	57.18679	43.65234	45.43434	52.15326	27.33223	85.1689	34.50955	36.56688	73.79389	72.98218	77.73979	70.37772	50.31522	52.01873	49.83932	66.89315	32.46679	36.79648	29.36455	37.53637	27.59551	35.74541	28.59217	17.49534	30.34302	51.37337	36.65358	45.44325	38.88165	45.74003	48.98987	50.69436	50.90458	59.19871	39.31615	35.9879	66.19579	35.91287	18.25914	82.09994	32.51796	38.75505	52.0864	63.65816	37.58532	37.17945	34.47766	40.17274	32.89963	45.09659	85.46996	50.93913	38.06505	47.68625	33.09777	36.7696	36.05841	57.6579	60.80759	46.30297	31.59179	30.65497	34.53658	41.62973	35.53298	44.0202	47.23068	48.05259	44.46284	37.4949	32.34939	38.07834	47.29757	33.71343	34.22078	49.3998	32.77138
alpha_rarefaction_2124_4.txt	2124	4	121.10058	129.7616	101.14129	45.94503	85.99299	87.00459	126.88592	122.25104	55.09706	126.32765	136.53194	117.16904	39.56374	122.82035	77.13639	44.05899	64.01427	66.72392	51.67694	74.46333	64.27984	58.57793	66.5286	61.29773	51.47376	83.93233	85.92681	55.00488	88.83537	73.97944	50.15644	57.36465	94.815	68.48366	61.09722	38.82046	55.23696	64.74402	50.76359	71.24494	59.68835	63.55341	48.99514	49.67979	87.79163	88.34375	70.25451	49.79211	63.04916	43.93138	69.41005	69.73324	57.59806	48.23414	55.51584	66.2807	74.74312	55.98191	56.78524	38.13711	63.78348	70.74823	53.24135	54.89097	45.37776	35.77029	35.86499	53.95035	61.28797	55.02839	46.10886	43.90344	42.07764	54.64634	56.96569	34.35351	29.97049	36.47665	35.62981	78.71393	57.37623	39.39371	91.8265	54.70049	46.78555	40.92537	53.15141	24.34477	85.33694	32.0784	37.80047	74.74767	72.33005	81.61482	63.27858	52.74424	54.1695	51.3818	66.15061	27.60597	35.35532	28.00554	31.18642	25.41717	40.07897	25.63564	16.16109	31.26326	50.57509	33.23801	53.50782	40.65563	45.59338	45.2779	45.41435	51.03536	61.59269	41.86873	36.3011	66.39487	33.59377	17.76386	80.76706	29.42095	36.96257	50.39522	62.7962	38.8597	40.16476	34.76978	42.73363	33.84244	45.42498	86.90446	45.44733	42.60315	45.29934	29.63824	34.68298	37.1706	53.00153	56.00262	46.95856	29.7233	29.37113	40.20786	39.81955	39.72063	43.41828	45.43807	46.76876	43.1949	33.58406	37.24335	34.66673	49.39661	33.29187	37.27344	45.69769	34.85297
alpha_rarefaction_2124_5.txt	2124	5	125.49977	135.74636	105.87158	46.2171	82.66101	96.87754	122.79983	126.85098	57.26252	131.58818	137.79155	125.97946	41.49705	127.77714	77.36857	47.44537	69.19642	69.04903	47.46026	74.34229	63.57095	56.97999	71.52444	62.84626	50.6036	84.17792	91.32125	54.544	90.76122	73.38759	50.92774	63.78171	91.23279	62.78887	63.44104	40.90524	54.1301	63.75884	50.27218	68.33624	63.26477	64.96494	49.79551	50.45584	85.44629	92.86889	70.96791	46.83668	61.20663	40.04297	73.09831	63.94531	58.37314	53.37235	52.26312	67.63818	76.04321	60.49198	55.40088	40.98992	67.05326	71.74886	62.69564	54.2714	47.357	33.55148	36.49129	55.72701	57.27463	54.7298	42.13666	45.57125	42.33807	56.23069	54.79602	36.21603	31.28133	38.88479	38.94105	81.4419	62.32483	38.63433	86.16495	58.31121	48.96866	45.74212	49.85477	23.45827	84.78323	33.46262	40.38163	64.83165	72.26323	82.69676	66.22101	56.04627	52.81741	51.52781	62.77018	29.45811	42.61186	28.2879	35.07625	24.39871	39.79074	27.81674	16.78945	27.97525	52.75767	34.32949	48.42712	47.67363	43.35165	45.66051	46.72465	52.89986	58.29787	37.77789	36.1064	65.6976	33.35488	17.18567	77.88332	30.96804	39.97322	50.13541	57.94782	38.15465	37.66373	37.19628	42.51904	34.55374	48.45301	87.71521	50.04486	43.76944	46.93733	32.89072	34.60607	35.51658	53.58631	59.00796	48.06012	29.36835	30.43366	37.47222	37.99855	37.83263	45.15926	46.69301	47.39854	39.22897	35.13325	38.00969	38.27689	48.53641	32.62247	35.16254	49.63682	29.4103
alpha_rarefaction_2124_6.txt	2124	6	130.54379	135.5598	100.09979	49.42461	83.66408	93.72222	122.18234	129.25249	51.67055	128.26177	131.32343	125.90172	38.69826	125.1276	78.12372	42.47124	63.53124	65.84334	50.09167	72.84074	60.90971	56.28909	70.56664	65.42405	52.12788	86.65358	94.38997	62.34026	90.15511	79.94358	53.03126	57.67697	89.80889	66.53353	59.62192	36.71796	53.14447	64.96382	44.70251	71.82209	62.50452	64.09583	54.84724	53.55006	84.65037	84.85848	69.99643	49.44826	58.72926	38.79103	73.11127	70.14105	56.07084	47.67773	53.54671	68.60206	72.28405	65.89057	59.87079	40.82056	67.47288	69.78191	63.38273	52.23431	45.52906	36.65636	36.50546	55.56595	55.70438	54.17885	47.44188	49.81961	36.70783	50.44594	54.71485	34.88802	31.73992	40.14736	38.65405	77.6436	57.32931	41.06358	85.70322	56.57393	49.27134	45.69374	51.08798	22.73033	83.29001	37.36995	33.36274	71.87715	74.532	80.40752	65.26542	51.77553	59.77867	52.37346	69.45772	35.62015	37.43543	27.45745	32.0882	25.8389	39.96071	23.84201	22.60336	32.38469	50.45714	40.40427	51.01508	44.40108	43.30541	42.07716	50.26384	52.11192	61.72299	41.05795	42.28201	65.75366	33.56447	16.73278	81.8609	34.10235	40.24774	47.92	63.50623	39.2135	40.32268	33.49548	39.69966	35.19961	46.06346	87.68169	50.72263	42.30622	42.87736	33.99074	31.77589	33.54992	59.69141	56.02952	45.70114	30.67778	29.91722	38.79635	45.53267	37.02645	40.06573	49.62096	45.68299	41.74453	36.87031	38.22704	36.53448	46.76669	40.31395	36.8123	47.22902	33.22057
alpha_rarefaction_2124_7.txt	2124	7	131.60653	136.29755	108.52337	46.1957	82.52922	85.32851	130.89476	123.41733	53.90612	130.23715	128.39288	124.45164	42.80075	119.75319	79.05014	41.83721	68.4628	68.24379	53.12146	73.35403	61.73709	57.09187	68.39967	67.15113	52.3598	83.75174	85.4634	58.09157	94.23325	77.22556	50.79395	54.55915	85.17125	63.51354	65.07694	39.08739	50.47772	66.91475	49.37264	70.74856	56.74032	64.89805	46.55615	49.4492	90.04789	87.59168	72.73141	55.98843	58.97526	36.37328	73.97139	65.63707	54.99603	52.31286	56.49984	69.92083	71.52262	62.74778	56.51225	36.81909	63.60929	67.26217	59.45076	51.5418	47.37698	33.39424	33.60678	54.33	61.55607	55.53685	47.21756	43.36712	38.78969	57.28459	55.73424	37.12375	31.18289	34.43771	38.51143	80.95433	59.83124	42.60083	89.60901	58.09105	46.66127	45.33608	51.94438	26.00921	90.88029	34.35078	37.34681	69.17983	72.85229	77.15388	64.35915	52.03555	49.43201	51.17789	72.26103	34.90476	35.07972	26.24511	33.77772	23.77333	42.47935	25.62339	19.12584	30.37466	51.92694	33.04837	51.52771	44.05118	48.28494	37.80259	50.98453	50.84965	60.45998	42.487	38.51139	66.82837	33.25977	18.84381	79.65387	32.42039	38.77776	51.97559	58.42958	35.63248	41.01866	32.11896	38.4912	30.91417	48.6876	81.38863	47.71545	42.53726	45.81284	28.66919	37.05956	38.89351	56.48354	56.35833	46.95062	31.84019	30.48627	35.70009	40.90773	36.56821	43.29543	44.56997	47.64246	40.32677	37.55486	38.03584	39.3913	48.2691	36.22498	36.56306	50.51437	31.4381
alpha_rarefaction_2124_8.txt	2124	8	127.98896	140.7462	100.01862	51.53302	89.02302	94.27804	123.94194	123.34517	54.44208	125.3613	134.13612	129.79098	41.8187	123.11525	83.15133	46.61892	67.63149	66.32898	55.8201	70.99232	61.25916	50.38402	70.65171	62.98969	58.97075	81.98849	87.60752	60.57389	89.11746	80.63669	55.41493	60.14393	90.92507	62.8996	61.67895	44.19756	53.53668	61.55527	47.59061	72.23816	62.58674	58.09927	52.13456	48.48305	92.10325	87.49343	67.84916	53.55134	61.50544	38.05415	77.34096	68.80002	55.89428	44.86897	51.58954	69.00122	74.85828	59.43881	57.88716	34.36261	62.30224	74.53113	56.45529	51.88982	45.96587	36.13824	34.20222	51.86925	57.0218	52.25497	44.45205	45.78802	36.51435	55.72374	53.99927	34.6185	32.22727	41.29664	38.61415	76.83238	60.74226	42.80723	93.52276	55.34062	53.51268	47.03579	49.14483	25.3406	88.11791	29.93325	37.23538	76.29706	71.51948	78.83526	65.14329	52.15953	54.6372	52.20945	68.73576	30.84782	39.6648	29.32471	34.39407	27.93973	40.97256	22.88272	19.67613	24.22171	50.80031	33.30057	48.22572	44.20103	43.21065	44.14848	49.88213	49.85488	63.05605	44.208	35.44586	64.9643	33.11465	17.26332	87.05461	30.34575	37.84471	50.16143	62.23183	40.33684	38.74492	36.44448	39.1642	33.083	49.36114	85.3989	40.95929	37.30639	42.53659	25.66198	35.53863	36.91943	57.47079	56.48512	47.99466	31.3862	30.50133	27.60621	42.05563	36.28123	43.61968	46.77049	50.89985	38.7245	34.40066	38.50567	36.1394	49.35229	37.90981	35.41084	45.73367	33.98471
alpha_rarefaction_2124_9.txt	2124	9	121.23877	127.99623	104.62482	47.39238	85.88229	90.45921	126.63972	130.77368	51.60557	127.31604	142.51742	126.27837	41.54045	122.73088	79.64787	46.3881	71.21241	65.97023	50.65962	73.57297	63.82481	57.05117	73.44394	66.49069	54.00725	84.11599	89.00472	61.45997	87.94581	79.89133	51.88326	63.41553	89.86548	63.87161	58.9154	46.27036	52.43021	61.4286	46.48873	69.83817	55.70108	60.77637	46.31993	47.35986	82.29691	85.41883	72.19882	51.78449	61.37082	41.09166	73.5338	70.01878	57.76684	51.30006	54.94036	70.55394	74.03885	60.14059	54.65256	40.67787	66.19916	68.7291	61.92322	52.1452	46.96493	36.90265	35.02731	55.27976	57.09818	53.37874	45.57043	44.58929	40.7443	53.20338	51.02791	38.39793	30.86915	42.78366	40.38083	72.48044	52.18685	38.23107	88.89506	55.23658	48.96579	45.95394	49.67821	27.35962	86.83425	31.22575	39.44338	71.41997	70.42441	78.76912	73.21351	52.30883	54.30776	54.51651	69.17194	34.81869	35.12834	26.16664	34.62874	25.666	41.61177	26.73327	17.74168	26.78529	50.74249	33.29705	48.53572	42.40082	43.65818	43.38188	45.70665	45.6522	56.42843	47.68239	35.50139	66.5072	37.04906	16.88011	78.5375	29.17367	38.3291	45.10657	64.57275	39.76065	41.33839	36.58723	39.60734	27.98927	46.29952	85.45905	46.20693	40.69267	41.3322	25.86093	30.51416	35.72866	58.08672	54.65337	45.33637	28.28656	30.70193	35.91153	41.01166	37.76568	41.77312	46.37333	46.52314	42.23373	36.95157	38.73063	36.67184	50.15891	33.87472	37.07463	48.76407	33.79284
alpha_rarefaction_4238_0.txt	4238	0	185.42135	184.99187	137.2979	59.81953	114.58535	126.50605	178.88287	182.83931	67.104	183.70585	192.59745	174.40798	50.57421	173.70818	105.3695	56.64897	82.37223	83.4784	68.24498	94.89315	77.32615	75.77916	87.4172	86.50433	74.43706	110.92504	116.99882	82.74266	112.8218	106.35696	67.9178	78.66652	132.734	79.4764	76.78228	54.41028	67.37631	85.57688	63.02932	92.20817	83.07413	77.28553	71.62135	66.92756	126.74314	118.5771	91.19938	68.09405	81.22878	52.28082	92.64167	85.69014	80.68491	62.54437	71.64957	95.88778	92.5594	80.78542	69.05871	53.61342	82.78213	86.84723	80.08245	72.98484	60.25356	44.00339	45.09586	67.09104	74.13236	69.24107	58.39821	58.55831	56.03612	69.78161	70.44138	50.80079	39.37451	54.79498	50.4979	107.56925	79.97247	56.58599	119.41398	71.77222	61.35434	58.06803	66.56623	31.6874	119.56756	44.51313	44.00972	93.51423	96.24544	110.33074	88.60759	64.93254	66.4049	63.39516	83.09416	42.90132	51.1701	31.67085	45.29931	32.22039	58.10346	36.13548	23.68973	39.49772	67.40729	43.56475	68.84645	61.11835	62.72564	56.87355	60.47807	58.83848	73.69249	55.77983	45.83384	87.73348	39.39125	21.56119	112.72954	38.18568	54.43296	62.00794	88.34927	54.98027	55.89482	45.41692	54.67115	45.25374	62.65013	113.24535	63.04219	50.28067	55.28309	43.34031	46.77811	49.43026	75.6065	69.07301	56.91418	38.38842	39.85592	47.69276	55.56721	47.89678	60.52542	65.34437	64.43209	54.56775	52.55989	45.46284	51.05566	61.4961	50.11179	49.47158	61.41887	42.08123
alpha_rarefaction_4238_1.txt	4238	1	177.30548	187.36454	133.78583	64.39101	112.52726	126.90583	175.38369	172.32227	64.58221	172.97126	192.79995	172.70397	56.28231	170.9195	102.37484	54.0873	85.96685	88.29474	69.90502	94.9651	78.58468	76.09368	90.88759	83.20243	73.31124	110.01352	123.1084	76.22296	110.26781	108.49182	67.01857	76.35358	117.32277	84.1819	74.31219	53.3689	69.88048	85.99592	65.26615	92.1204	84.76338	78.96052	70.57953	67.23929	117.10815	117.04211	93.34291	65.52599	85.23798	49.65613	90.31186	86.70306	75.59598	58.70829	67.07425	87.10311	97.3271	76.28423	69.1244	55.46544	82.88183	89.29622	80.89305	73.66703	61.57014	46.86468	44.3259	72.74909	72.16412	68.07942	58.4837	57.67042	50.34401	69.28537	71.00407	47.5501	43.00581	53.46693	51.60354	100.64953	80.28573	55.77131	120.14346	70.03145	66.61992	53.97454	67.16567	29.30732	117.90544	45.0224	47.29097	93.19218	89.90252	103.87823	89.44635	67.20787	70.69134	62.15483	90.77399	42.54114	48.90712	31.83282	39.7504	36.84133	57.66181	36.24751	26.62982	39.29941	66.6161	42.8301	64.68044	61.60238	52.26916	57.31155	53.36024	60.24288	75.36261	51.53416	48.31716	82.81276	40.40924	22.30872	108.15585	40.07438	52.04363	66.05198	84.45447	52.74496	53.21403	46.22346	56.33184	45.46469	61.02402	109.35292	60.05639	55.8873	51.8759	40.71199	49.58648	46.9575	76.43166	67.77613	55.55007	35.50127	37.8028	54.94514	51.66683	46.29056	56.83773	63.36962	57.51309	49.98949	49.72834	52.62702	46.70182	59.54286	49.89614	48.99889	56.99643	43.60933
alpha_rarefaction_4238_2.txt	4238	2	173.45151	188.72091	138.70676	57.27154	109.86514	127.55523	176.92642	185.7434	64.40301	177.21059	183.87272	177.46682	53.87346	171.21631	104.31775	61.25554	83.12004	84.02701	69.10631	91.40546	81.88957	76.81859	89.46928	78.97873	70.06436	112.30709	110.21724	80.22734	116.11615	103.61664	68.57512	77.15405	122.97994	81.19773	74.92703	54.75166	68.46563	85.27556	64.69008	92.21107	89.88068	76.13273	67.58362	67.39184	118.87454	121.74099	89.0687	64.13916	84.03957	50.71737	93.8157	88.08139	76.76948	63.12094	76.65602	88.91663	92.44143	79.94605	69.69977	58.12543	77.58918	86.08379	77.39324	65.34637	62.41037	46.66433	44.53968	71.71325	72.2366	67.65232	60.27168	62.1543	57.07083	72.73863	72.18507	45.15808	42.9516	51.37193	47.26665	102.65006	79.51891	55.82347	120.01608	71.97633	63.33643	59.95823	65.87651	32.33117	113.26162	43.54042	49.12725	92.8538	97.53989	101.7104	88.61088	66.00209	67.58605	58.97206	92.14764	42.74603	44.64024	35.55594	43.21906	33.66454	54.33744	29.98062	22.21155	38.14587	68.01551	43.89675	63.08478	62.16775	61.06783	61.40935	58.61815	61.29754	74.97613	57.2564	50.3318	88.39306	39.09583	18.37449	111.11982	41.84346	52.34974	63.80038	84.75357	52.19759	56.10298	47.84434	52.82288	42.2851	62.21277	114.92642	60.8728	50.77108	49.10758	45.33731	47.63921	48.49732	72.25849	69.89976	57.20785	37.98482	39.04328	46.35303	52.59528	46.63706	55.5997	61.73171	56.99426	51.7658	49.47513	53.07179	46.60149	63.84593	48.96568	43.36537	60.15069	42.06723
alpha_rarefaction_4238_3.txt	4238	3	160.15977	191.29318	146.06722	59.73745	115.7953	125.49633	174.49067	182.08553	72.93933	182.05419	191.46885	172.80953	52.32425	173.55924	113.91475	58.33571	84.25227	83.07865	69.3106	94.43204	81.75378	74.66607	86.88382	78.4667	69.81954	115.37792	120.20133	77.72049	118.27206	105.65761	69.54439	76.36368	128.82759	79.77955	78.19281	53.64347	64.88202	90.67951	64.92421	90.70507	85.53826	74.51089	63.45527	65.38069	123.68799	117.41674	84.66092	65.31556	83.50519	53.75216	89.8727	83.80861	74.24828	61.59783	75.60588	90.64002	92.95885	78.56124	68.42427	49.02432	78.04881	86.38041	76.87775	70.77018	65.43764	48.46926	45.13246	71.25465	75.095	65.01527	59.43783	61.35829	55.03186	74.0909	72.32957	47.66273	43.57663	51.4814	47.30958	98.0677	73.06855	51.10154	129.06299	70.6219	65.96928	58.05104	64.04259	32.23815	117.41029	38.61179	52.90802	103.13744	93.18785	106.65927	93.97532	62.22123	66.71765	68.51553	83.74011	38.33024	49.18939	31.59649	42.1501	29.95465	52.48948	34.45796	28.13106	41.60396	64.84183	46.44961	68.0363	60.5004	57.35413	55.60901	59.39975	59.41631	74.68082	59.07241	51.67259	85.45365	44.04437	20.6595	111.83538	43.63403	49.19225	65.96361	90.43809	49.81718	50.69357	46.3066	50.39643	44.28886	63.7412	108.97401	60.24722	57.31936	52.42243	40.40004	52.25488	45.14957	75.99516	69.67035	58.21374	36.20482	43.44603	45.72167	55.12128	47.98916	57.67452	61.11049	54.46041	52.71045	48.892	52.52501	49.59427	60.08558	48.79008	51.65473	56.36255	46.03728
alpha_rarefaction_4238_4.txt	4238	4	170.10514	179.34536	135.41748	54.80517	119.01413	123.88965	178.08182	172.96094	68.90902	178.10901	192.3566	169.73265	56.07273	172.11314	105.60453	54.26311	80.62483	83.59122	70.46718	92.64152	81.6398	78.4127	89.89876	81.19188	70.50328	114.35258	119.0167	78.08602	115.05886	108.40417	70.14984	79.40269	132.00246	82.14973	76.52102	55.63016	65.27458	88.30679	64.90494	94.13338	82.3737	80.99257	70.12826	67.67619	120.42469	117.29326	85.61039	66.56474	83.04726	48.75959	95.45695	87.34054	70.13327	64.31291	68.99231	87.98755	93.00564	78.59592	68.37906	51.71228	84.96827	88.50359	77.57163	69.57362	61.56351	49.56838	49.15798	71.27014	72.82148	73.00442	63.61778	56.89754	49.29831	72.88101	76.30856	49.79137	42.28436	52.26906	47.10434	105.13607	76.14813	53.43918	122.68204	72.32741	62.82631	57.8251	65.67889	29.5401	112.39391	43.12813	47.64505	98.68065	89.6319	107.59064	91.09746	66.56697	68.44941	63.58343	87.63064	44.3941	42.83166	32.86159	45.16722	33.2842	55.2832	32.8612	23.98201	39.91388	67.27171	41.24493	64.09961	60.4466	57.24586	55.08593	59.99193	63.69324	75.15871	53.24872	48.58048	83.88629	42.75857	20.93989	112.82207	44.83525	49.288	68.41775	84.75707	48.29598	54.19356	46.13351	59.94607	44.19175	56.1786	111.59664	59.23364	55.97447	56.77313	41.05166	51.48689	41.7352	82.26717	71.54211	55.59554	36.69908	38.91925	44.85562	52.87433	46.18303	56.92994	66.33762	60.35865	54.24119	49.66173	52.95893	49.63468	63.54239	53.23739	43.85751	57.89855	44.45837
