	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_4238_5.txt	4238	5	178.402	192.44506	139.52956	60.52674	108.64459	125.59521	182.91861	180.06696	65.06274	175.70859	190.62229	178.29803	55.12804	174.74884	108.16077	58.69368	82.60841	86.44512	63.86934	99.37436	76.34402	74.58398	91.5285	84.03996	71.05522	109.82434	117.12584	76.53839	114.83321	98.43619	65.77471	76.9827	122.49012	79.06412	78.65786	55.09841	65.42973	88.41009	60.02856	96.36732	88.18833	80.01642	72.85006	62.00599	118.53275	116.36899	91.39241	66.20265	79.82762	53.31963	92.17674	85.55868	70.02553	67.01976	71.25099	89.1884	91.10262	79.87141	71.0163	51.01287	79.63101	87.9975	76.05962	69.19231	63.04062	44.561	46.25614	69.93013	75.19748	65.15737	56.95193	65.87499	52.04169	73.33429	70.20099	45.43438	39.83933	52.76226	48.52051	104.44162	80.45259	52.99124	124.09432	73.23091	64.86916	57.66692	66.82789	33.43066	115.05804	41.59388	44.19913	89.74709	91.11361	109.9919	85.47079	69.53486	70.37894	64.38286	86.23502	44.75107	50.65609	30.95578	41.63985	32.81541	54.78712	33.5101	25.00353	41.63186	64.37006	46.37982	66.76156	59.34154	57.7184	56.617	58.66108	62.04774	77.17526	57.49459	49.93491	90.41756	40.51523	21.54246	112.20786	42.57633	51.23285	62.03947	85.51322	50.84907	50.93016	40.53864	61.02447	48.12804	60.43098	115.24508	62.46173	58.3119	55.64974	43.25652	51.26105	48.58504	74.98156	73.42049	56.47748	36.49297	39.41301	46.46679	56.70692	50.04544	54.88066	62.94859	59.00181	54.10156	48.10717	49.96802	50.5122	64.05605	48.25912	46.42473	54.11697	43.44714
alpha_rarefaction_4238_6.txt	4238	6	168.53941	193.22724	135.97416	63.00127	111.08269	131.64742	171.55194	175.45698	70.3514	182.95748	192.25568	175.45236	56.78785	170.28926	106.96076	57.3148	84.55864	84.72141	64.62935	97.93537	81.18849	76.33726	88.19361	77.27432	67.98464	110.54765	120.0461	75.66544	116.17881	103.11688	66.81925	79.16303	126.98483	83.1761	75.751	50.87641	61.40175	85.01947	65.64153	90.10358	82.71755	77.3137	79.3854	64.84837	113.87965	113.13554	86.71439	64.75965	87.32565	55.27075	98.22328	83.6336	74.01919	58.80945	64.95644	93.49282	91.70548	80.56488	72.05164	49.8159	82.09049	89.2324	78.71242	68.69009	58.51729	48.38681	44.28443	72.65277	74.59815	66.30905	60.48245	57.28503	51.00485	73.34579	74.64035	51.04242	39.35202	47.20077	45.98939	101.79636	77.0913	52.58313	119.43748	73.52987	64.41542	59.35391	62.95445	33.04254	116.18322	44.36722	49.02561	99.36252	98.93711	105.82775	89.84549	68.7834	68.96175	61.64792	86.70263	38.86658	49.00796	31.29236	43.45879	32.24764	55.66074	35.75977	25.40636	39.193	67.67635	46.75234	67.40346	63.31253	51.23919	55.42449	57.08435	62.18647	72.19285	55.43322	48.48708	86.51381	38.73242	23.3849	111.32375	38.77303	54.05296	67.63034	82.14268	53.34843	51.8486	45.21724	52.98124	43.9139	57.16348	107.55282	60.54706	55.44077	57.67934	41.44657	47.49134	44.62299	78.72389	68.14752	55.51186	38.45428	39.93505	47.52178	49.9846	46.51027	62.07739	63.83152	59.67271	55.43202	45.07242	48.85684	46.7608	64.08148	51.58341	46.09326	55.91559	42.05435
alpha_rarefaction_4238_7.txt	4238	7	169.28753	181.26035	139.92448	59.73972	112.96824	127.28091	170.67702	177.75593	71.45071	182.93397	189.07749	176.32979	54.57629	173.46568	111.5772	54.79373	83.25947	83.8067	64.42965	95.70875	80.11937	74.80634	88.48761	83.40766	72.30729	111.20067	117.39176	80.62174	118.04021	104.82964	67.36353	77.13029	128.8562	80.63365	75.12284	53.21796	68.25966	86.22939	63.07677	89.79347	92.84032	74.78505	62.89067	64.29126	121.99202	113.93425	91.09825	65.92298	78.70486	44.59622	90.91943	83.60752	74.84253	63.04066	74.04772	90.85216	92.00813	79.93999	67.03914	48.64494	81.28091	88.33279	83.93593	66.85134	62.91774	46.22294	41.85406	69.58787	71.33078	69.89844	55.92083	59.71932	53.49825	75.60336	71.09064	46.16272	42.3507	52.74188	46.09288	106.32599	77.843	57.93363	123.36683	75.38537	61.22243	57.25787	66.8984	29.89739	114.74479	42.14787	48.51147	90.63439	90.08846	111.35147	90.86013	68.81698	72.55287	63.42843	87.21779	44.07872	45.64303	31.04546	41.25059	31.21499	51.47753	34.07303	21.97875	42.24724	69.45638	41.97233	68.75362	57.32473	59.53694	56.25058	60.82174	60.99599	75.0714	52.03494	45.32891	85.6979	44.54454	21.60602	106.65819	41.73818	50.83652	67.11105	80.59509	57.62814	51.2081	45.51393	56.43203	44.11551	64.27113	113.0287	56.8892	53.33159	51.79091	44.19768	48.07087	47.71757	79.89723	70.4897	56.54225	37.31073	39.88637	48.15236	53.33236	50.90595	60.76094	63.30372	57.15265	55.66665	49.17592	48.34073	44.69231	60.01013	49.89164	43.3597	60.36989	40.30168
alpha_rarefaction_4238_8.txt	4238	8	173.31676	191.11383	134.94462	61.76713	116.17664	135.01312	173.01372	173.72491	67.23263	183.52296	186.44139	173.06116	52.96447	175.31222	106.93324	58.92285	82.26494	85.50582	65.73481	96.90164	80.93343	74.01262	89.3241	75.16943	67.99415	114.24767	122.57285	75.04599	115.09596	101.42906	65.26808	80.94935	115.47495	82.10029	72.7764	48.93316	64.68329	85.24135	65.90525	87.4235	86.26998	80.89735	67.73082	60.91587	117.72292	118.90517	92.68639	65.8598	82.60967	52.9888	94.35658	88.3983	69.28518	63.74971	70.75645	89.934	94.73248	75.92156	67.74234	54.46491	81.25204	87.24267	79.96897	71.28443	57.61121	50.60905	46.59222	66.96569	76.44736	74.81478	62.36743	61.35912	52.51824	71.68699	74.69431	47.47166	41.92411	50.57439	51.68656	103.0106	77.03752	52.54684	121.14066	77.93237	65.6613	59.67718	61.72597	28.31182	121.07511	47.14009	50.14697	96.23011	98.3707	110.58198	90.20025	71.43735	67.74634	59.39279	90.39977	40.46976	47.87207	31.93455	45.42805	33.07052	54.60134	34.02338	26.73106	39.593	69.88256	46.16805	65.61563	58.76722	62.7397	58.12387	60.11261	59.62282	75.40414	55.5588	51.37536	84.90585	42.96891	21.80936	112.9741	47.42305	53.21615	69.63482	86.81034	52.05214	54.4512	46.30188	60.15354	41.36352	59.81995	112.58914	59.95325	55.74151	53.32411	41.99691	44.91899	46.91471	71.50153	72.9865	59.13724	37.91275	39.53312	46.84086	54.3359	49.23941	58.84766	58.37263	60.29078	53.29446	51.50131	48.01079	47.89677	62.12505	48.52338	48.6234	59.96088	40.96729
alpha_rarefaction_4238_9.txt	4238	9	174.53397	184.15859	140.61576	60.21013	109.3997	124.60198	177.72444	180.53171	66.82103	176.54783	186.27926	170.53269	57.75663	173.47288	102.70933	57.32519	81.28139	85.82011	66.54424	98.40894	80.5141	79.02122	89.86443	82.39107	69.17071	111.17593	116.18453	82.30495	115.21044	100.75881	70.53496	78.747	118.77151	80.88923	77.13269	55.43017	69.04902	81.35982	68.20887	92.26633	90.88201	74.83983	65.95956	63.78832	107.94491	114.93243	92.33784	66.0239	80.01309	57.89714	92.06233	89.05575	69.89651	62.99324	69.06461	86.97419	93.07886	78.9286	70.36404	55.59072	79.46582	84.07014	80.2939	70.78548	60.41139	48.46186	46.43724	71.22586	76.59785	70.88678	56.87471	58.50192	51.24036	70.10208	72.18093	47.32638	43.08498	49.7703	49.17269	99.10976	79.25039	52.24036	120.82033	78.89521	64.49229	55.54104	66.30305	29.60146	117.41718	43.6424	49.08327	95.05162	94.66579	107.97566	87.20684	68.52623	62.33286	62.42643	86.37357	47.39423	48.78599	33.90907	42.56124	36.23941	52.00351	29.42473	24.51657	38.42736	73.0997	47.96879	60.76082	62.19083	61.09628	57.28508	62.8706	57.36005	72.14014	56.91041	43.07083	82.99048	41.18584	20.89363	109.36825	45.61404	54.13227	69.00133	86.4668	52.72183	50.46295	45.99738	54.29747	41.81815	62.25241	112.88085	57.06885	52.98951	57.86284	43.1182	48.07292	47.84894	78.33258	69.65595	59.50765	39.89711	39.67222	44.56061	51.54031	50.54335	57.27854	61.21524	58.17518	53.87535	47.60911	45.0599	46.91768	62.40975	47.34259	44.82775	56.45772	41.97739
alpha_rarefaction_6352_0.txt	6352	0	218.44623	221.93763	160.53181	66.2704	135.69608	147.73881	211.85557	216.62345	80.85259	209.68948	228.23209	214.24272	61.16646	212.06196	124.91208	67.67549	94.46789	98.99789	81.64879	114.60921	89.1816	91.85731	99.46028	92.74194	83.48766	129.86385	139.37847	91.73688	126.9096	124.47147	85.06972	91.24922	144.02615	91.59846	86.79336	64.94534	75.34472	100.23128	74.103	101.46116	103.47056	85.30681	82.45346	72.20053	142.60003	138.18654	96.2689	71.81145	92.38281	67.34108	106.83134	98.78158	82.77669	71.34432	84.54649	108.21576	105.42778	89.77059	78.0882	62.4691	88.86109	104.20971	95.00496	78.71875	73.13145	54.09368	52.18009	78.92568	82.49373	81.32603	71.18913	66.92674	60.62455	78.96683	82.70764	56.73128	53.81031	63.31521	55.86504	124.73713	90.94873	67.42852	147.73629	85.48572	77.15406	67.4269	74.59155	34.54625	133.83396	54.78514	55.17231	117.48811	109.39936	125.78813	104.89827	78.24145	78.97951	70.38347	95.39285	50.6149	57.31456	41.2984	47.74147	36.11981	61.59291	35.75975	28.96743	43.80364	74.39816	54.40777	76.49334	72.47854	68.44024	63.39473	70.00483	68.92986	87.01475	63.37722	53.53234	98.36526	47.81385	24.9607	130.14395	46.85818	60.21573	76.60216	99.71309	65.38393	66.26846	54.95752	64.9854	50.51792	70.33861	135.98808	67.02721	66.56742	60.92456	47.30346	53.81466	53.04957	89.86158	79.9345	64.75653	44.32515	48.30218	58.10547	66.07629	59.3455	70.18492	73.82589	64.13106	59.96377	56.53989	59.10789	55.92342	69.60228	58.51266	54.08466	63.75173	48.85802
alpha_rarefaction_6352_1.txt	6352	1	216.16074	219.91693	170.92227	69.2823	131.92589	147.38258	206.76311	219.71236	78.20341	225.29476	224.90596	213.1163	62.55265	210.2005	124.07162	66.1645	91.34226	91.1405	79.47643	110.94552	88.12964	85.76026	101.07741	93.23649	85.52607	125.44478	139.6931	90.80202	124.50309	127.7228	83.47995	91.5267	149.09658	90.91118	83.86331	65.39805	72.30147	103.96175	77.64716	104.84346	101.14924	87.7684	82.12588	74.49076	140.32299	139.55024	101.36705	74.38724	90.64104	62.60277	105.14044	99.06221	86.44151	72.05935	79.87576	104.31578	101.50168	90.52095	79.37638	62.5988	92.73051	101.43826	93.29996	78.30002	76.7164	52.67714	50.52396	80.05839	81.74525	76.82536	68.2397	69.33179	58.47771	85.16106	86.8776	54.33595	56.20724	62.20858	53.14138	118.66656	87.8448	59.72755	139.24087	87.37406	79.12777	67.08134	71.86186	33.39713	137.92628	54.97134	56.45565	107.03294	109.15501	135.32189	103.89801	83.8721	79.70182	72.82484	93.00189	49.82332	55.93951	39.89527	48.2614	37.13108	58.96924	40.97014	30.99903	40.86721	78.72107	52.67275	77.58902	70.02355	65.43905	66.88137	65.81343	67.0196	87.13756	66.21014	55.68964	100.85597	49.53551	26.91758	136.86998	48.96021	63.65979	81.01976	104.48839	65.31454	59.97821	51.27957	62.07182	55.01444	72.36753	133.24568	65.13607	63.67821	61.81072	47.91647	55.42706	55.80054	88.26856	84.19412	65.49071	43.1477	43.91772	57.90944	63.29449	56.90024	68.18228	70.87539	61.53905	61.6097	54.94499	59.18729	55.41436	69.51797	60.78905	56.79823	62.94087	50.66002
alpha_rarefaction_6352_2.txt	6352	2	202.88547	226.23196	172.7819	70.07996	138.53944	149.43801	214.71774	211.25607	75.44097	220.3167	226.48211	212.07066	63.35817	215.4626	122.70465	68.0745	97.36923	95.08779	76.42658	110.18424	92.99529	86.59058	103.30325	93.34315	84.19444	122.32358	141.24327	92.58581	128.18582	128.77557	84.41102	97.60257	143.30889	91.55308	80.85989	64.91278	73.9994	100.17002	74.68363	102.01089	104.98783	85.70847	79.19482	69.02751	135.45118	142.6907	101.88116	70.41452	89.12324	65.76618	107.54244	93.95829	84.18743	70.58571	87.0805	104.25681	103.18121	92.79784	76.84347	62.22348	89.46846	104.02126	89.11595	78.80401	69.59386	55.21966	53.42007	76.37802	81.23101	73.30394	75.2308	73.71722	65.14181	83.36625	83.16016	58.0311	46.58936	61.12197	55.59526	120.64518	93.70152	62.47611	146.50645	85.37625	75.71091	64.64153	72.94973	35.40892	138.78594	48.09651	52.39987	112.81326	109.88577	133.26893	100.53864	77.66646	78.82135	71.49243	97.85242	48.51924	55.45447	35.77755	47.70977	37.34126	56.5752	37.83496	28.43567	43.36944	77.19693	51.16299	78.69307	68.73733	64.56738	66.34337	66.77046	68.63953	83.62129	64.13508	55.97726	101.93405	46.4466	26.42386	126.62381	47.19075	62.85707	74.92914	98.38958	67.31556	62.31097	50.72139	66.84051	49.95904	74.14568	136.197	66.03073	63.22971	63.15123	49.38237	55.54089	53.14735	88.06592	80.23851	62.48675	44.60924	47.18401	53.51437	64.11467	59.92681	70.2805	74.14806	64.83582	64.25154	53.89713	57.75786	56.82099	66.17468	55.49111	51.37052	63.71113	50.17117
alpha_rarefaction_6352_3.txt	6352	3	216.35368	220.13545	162.50009	67.12996	134.7244	149.16265	214.82216	210.9556	79.3437	219.14403	220.54369	214.23657	62.56021	210.77303	122.61605	65.34483	92.23041	92.87532	81.14747	111.03887	86.29664	84.43662	100.41701	91.55923	84.43925	131.7762	145.89855	91.09731	127.88799	122.65586	85.06611	90.26582	143.86142	95.89308	83.61746	59.93211	76.81909	104.95405	73.39528	98.41563	103.31914	89.1344	82.14468	70.79947	139.73712	136.56712	98.70919	75.99544	91.69906	59.47685	105.27668	95.4616	83.38721	75.35919	80.62416	104.34836	102.35097	89.85511	79.10831	65.27189	96.02887	102.90044	91.03316	82.31591	69.1839	53.64093	54.7108	82.24236	87.63583	76.19686	66.05663	67.86939	64.55133	88.44951	84.59803	55.01007	49.92929	60.65697	55.2451	123.73809	85.57965	60.92205	141.23352	85.2025	79.81187	63.16195	71.10752	32.25888	138.54572	53.29485	54.74465	108.38919	110.78653	122.37788	103.02884	82.9324	81.79564	70.65929	94.80291	49.4319	54.41291	37.10137	50.04815	33.88396	61.90156	41.2878	27.93709	43.73753	74.82123	52.21583	82.47351	66.16217	65.30271	68.972	67.375	73.90944	82.84654	62.13504	52.73077	100.4761	47.49898	22.90426	132.02186	46.23873	60.10111	75.36504	102.19793	62.86006	58.57665	49.41156	66.49047	53.05593	68.86509	133.40897	67.92224	65.20691	65.39142	47.50543	49.0072	54.4044	83.85758	79.69959	60.96108	47.29863	45.83061	56.22428	62.56386	56.41951	68.18414	70.5475	64.39575	64.37547	53.90781	56.33674	55.4175	67.95322	56.57409	55.05071	65.0579	52.40587
alpha_rarefaction_6352_4.txt	6352	4	212.61191	217.16898	166.30639	68.32898	138.23713	149.02703	208.77903	220.55865	77.32659	218.84353	228.33324	216.82634	66.34075	217.55742	126.42529	68.01882	92.40562	92.96553	80.07557	107.3701	87.55195	84.23669	101.3501	97.82704	83.93779	127.25786	141.97066	92.42036	130.93019	119.7018	78.7436	91.67524	147.43917	90.78305	83.37895	63.74018	74.45545	95.93217	74.94172	102.7469	99.38782	89.46396	82.90082	75.00341	142.95317	139.7913	99.32047	73.7134	92.84651	61.52141	105.84531	95.51056	84.6886	71.1736	78.7877	105.44082	102.51793	86.88463	71.74451	62.81126	91.73131	97.85966	99.78526	81.22352	72.01868	53.02108	52.44927	80.39152	81.59079	79.43211	66.87515	68.47726	61.42175	91.29432	83.01543	56.25098	50.23577	64.86009	53.73606	116.44409	90.60176	61.61963	143.6691	84.47699	82.67644	66.87592	74.10776	36.20165	141.21892	51.29435	55.1924	110.42993	111.72432	131.21477	103.09829	75.8068	81.34998	71.21601	93.57889	48.19062	58.03508	38.51736	46.36289	36.40989	63.1573	39.99852	31.85122	42.74698	78.31162	46.77569	83.05244	72.29567	62.51395	63.25482	67.58839	73.03303	86.41786	63.27233	55.10344	99.74903	49.5284	23.15381	135.86512	46.1051	64.76197	73.11754	97.2137	59.306	65.10172	56.76951	64.10277	54.12776	71.7031	132.70159	67.00613	65.11749	62.33872	53.78605	56.08791	55.02125	91.41899	81.02719	66.10895	44.70799	47.59046	54.1683	64.49665	54.09796	69.95515	70.22746	64.68092	63.49759	56.76229	59.17474	56.71083	67.6605	55.73754	52.90799	61.0863	50.7179
alpha_rarefaction_6352_5.txt	6352	5	202.70583	218.88539	171.84944	68.35746	129.27605	148.06394	215.73971	216.9555	74.73616	216.72392	229.19397	216.96248	61.85875	212.01868	127.70307	62.30942	88.09021	96.30216	76.54632	109.48181	91.43054	84.53018	99.76301	92.08102	84.71165	128.54019	142.48826	90.89029	127.82048	127.20997	87.09611	92.02162	149.66305	95.00675	90.2451	62.81963	75.56488	101.7827	71.47811	100.22622	100.47797	88.81753	82.57442	68.665	140.39936	134.9166	98.76261	76.27439	91.59679	59.965	102.61811	96.37207	82.48439	70.41468	83.53878	107.32933	101.3707	86.39223	75.55846	60.241	87.93331	102.63461	91.80709	83.69316	74.85696	52.33029	51.78908	81.8883	84.88523	82.0973	66.54805	67.77999	62.43786	84.97478	79.26608	57.97182	52.7743	65.32882	57.1818	119.43067	86.48272	64.07763	140.11483	83.28466	73.50908	63.39873	75.56451	35.08306	138.72127	53.48785	56.44885	114.33446	111.96526	133.20275	101.73673	76.5669	78.12798	72.08812	102.61947	48.25094	56.76615	36.51304	48.8599	35.67002	58.84774	35.01945	30.48055	44.94628	76.76837	54.3247	74.70926	72.16925	66.68837	64.45497	63.29511	67.11831	85.27696	65.80756	51.04606	103.20212	46.05965	25.07964	128.72257	52.42814	61.29611	80.47071	101.77841	56.48589	65.82106	50.231	67.97522	48.35922	69.8346	131.16988	65.95433	69.41838	61.06023	51.95897	53.56976	49.06125	87.75138	75.92689	64.54885	44.92409	44.58314	57.72713	65.47717	51.78559	70.00801	71.59022	64.99799	67.36611	58.30255	56.67029	57.05879	70.89287	58.91035	56.86027	63.26427	49.85889
alpha_rarefaction_6352_6.txt	6352	6	209.9724	225.66982	165.14475	68.72982	129.01282	156.20324	214.05244	217.36367	73.70629	223.77661	225.79147	212.46762	59.93035	214.38897	127.34358	67.10124	90.58876	93.2955	82.81531	110.62485	87.17981	84.07167	95.43213	88.81166	82.96331	123.44419	147.7164	95.64072	129.4406	123.77153	87.72355	93.41642	147.73489	90.72204	87.00553	60.61344	77.5114	100.90289	75.77341	99.13735	102.38477	82.69267	85.72589	74.37822	136.44103	138.4445	97.4986	75.9906	96.19143	64.5786	104.29426	99.61172	81.36992	81.40745	79.54678	103.45661	106.41724	86.69616	75.98883	57.70969	88.4751	99.65582	92.12646	80.91535	73.87259	52.34848	53.021	83.53116	84.67277	79.3876	70.2501	65.19862	60.91567	81.38022	81.50476	55.08365	52.27387	64.62382	56.48607	124.5399	96.77105	61.94398	143.51566	86.01137	76.42313	69.61721	75.06665	40.98044	142.81822	54.66206	52.70702	108.2522	109.62947	124.81113	107.20075	75.9575	78.18163	68.68439	102.54851	53.1734	51.75994	38.10819	48.82319	36.12852	65.3782	33.58653	25.72565	43.8643	77.11504	53.88554	74.28458	73.08047	68.50554	70.62261	61.80171	67.75971	85.48143	58.53138	57.11078	96.93905	51.63424	27.39328	134.56282	48.16272	59.4529	74.22882	104.84165	61.54819	65.00426	51.06433	65.13321	53.54542	68.36559	137.46145	69.68125	61.3372	56.8157	45.74039	51.01091	56.81109	87.65282	82.5148	62.61977	47.05442	47.5064	56.09314	64.63216	55.34498	67.58273	74.74945	64.54478	62.41764	54.02683	60.06117	50.77402	69.29267	58.56253	49.61913	62.99924	49.07792
alpha_rarefaction_6352_7.txt	6352	7	215.35017	223.42952	165.79309	67.90986	139.92304	151.02029	211.37903	217.08952	80.56362	223.42002	231.66869	210.15256	61.68966	206.40808	126.52604	65.17735	89.32099	96.21128	77.22478	106.33364	86.84886	84.99441	100.24254	89.30864	86.36229	133.92425	141.30535	91.36107	131.08149	123.49155	78.21312	93.64238	147.67376	92.20998	86.57174	56.39153	72.8059	97.1882	71.45294	101.14056	101.52534	88.97336	82.69727	72.03628	140.09717	135.49	103.61789	74.07191	100.84856	61.96157	100.32297	98.3995	82.98031	73.76286	86.19159	105.39367	100.1098	90.80787	79.42838	58.49574	88.88863	100.35731	91.23077	76.04193	71.27669	52.39452	51.57847	79.09356	85.44365	80.99621	69.97676	69.29623	59.68658	85.05915	83.56741	55.04004	50.50097	60.55905	58.20505	118.41134	91.86287	62.59711	137.90393	82.80178	78.81997	62.36418	78.13754	33.45315	140.58445	53.23946	53.38827	110.4316	111.66464	126.69413	107.71038	80.17162	74.51376	71.84958	104.81359	49.57457	54.69472	35.51028	47.5139	34.7029	61.11826	36.59249	27.52131	43.92813	76.99828	46.66866	79.38481	72.13485	65.46621	69.9267	65.25437	68.55349	85.81012	65.36495	54.48356	105.55606	51.59667	27.40789	142.28075	45.3361	59.72995	73.01193	100.94024	61.52239	60.4769	51.32234	69.20697	57.43876	72.69135	126.83622	67.3507	68.32251	62.11693	49.97612	56.01667	53.38385	96.47868	76.15396	62.18481	45.27022	39.66229	54.70395	59.19106	57.85172	70.34322	69.34833	63.28069	60.7477	56.839	59.60284	54.44155	70.67613	62.95838	55.41781	60.43235	52.72249
alpha_rarefaction_6352_8.txt	6352	8	205.50245	223.23217	169.01949	69.66697	130.96265	156.8555	211.19215	213.44293	76.22579	214.73926	224.9816	213.21885	60.39413	205.59509	126.00764	65.11671	90.46574	96.63571	81.35694	108.11602	91.26011	83.78304	106.01602	96.68464	81.12111	130.55404	136.62437	95.59236	132.64701	127.73489	80.45537	87.86703	146.57504	91.19023	82.70374	62.0912	79.75853	101.52517	72.65009	100.73009	99.42152	82.87227	81.65062	76.75707	133.05397	136.92115	99.06703	73.89806	91.66999	63.66293	103.7035	96.57049	83.56266	72.24714	83.27925	108.76361	103.66206	87.92244	78.03371	61.98072	89.33942	103.15178	90.90754	83.97071	73.66232	53.302	51.23416	85.85942	84.84217	74.67235	69.36764	69.43699	61.45345	83.99824	86.53445	54.6369	54.37081	61.05511	55.85005	127.56385	94.08994	63.80315	146.61286	83.53852	77.97182	65.42052	71.37968	37.57312	138.28992	53.26422	54.99632	110.97642	112.92472	126.97332	103.5231	75.23467	77.84268	69.86839	99.37644	52.64231	54.56285	34.1162	48.28043	36.13406	59.30825	41.3705	30.4681	44.47018	75.9755	51.51157	69.67055	67.47656	66.90563	73.64996	66.76549	68.26419	83.8495	67.04143	58.24566	98.47645	49.92687	27.45211	128.50438	47.86444	62.67665	72.82999	99.81947	57.96456	63.3411	51.90086	65.38932	55.90706	72.8026	136.86481	65.08369	64.81856	64.94888	47.31848	60.47837	55.74093	90.64159	79.47157	63.02393	42.73537	47.65888	58.055	61.97514	54.68501	68.57692	73.67884	65.79872	61.05572	57.03092	55.93503	55.76512	66.96841	64.71871	53.0991	62.34958	48.42375
alpha_rarefaction_6352_9.txt	6352	9	210.02339	221.41497	173.13317	68.8363	134.09259	151.24478	210.53989	208.98281	77.69436	222.63752	227.55287	204.08239	65.44223	197.38235	130.91231	66.73219	91.94688	95.31428	77.87144	112.55094	82.90237	88.36876	96.54224	89.5882	82.21721	123.37037	145.77391	93.84112	130.98869	124.82874	83.29954	89.72166	144.34599	92.13211	85.24983	68.31495	73.08878	95.13169	79.00789	102.89023	106.68065	85.96962	81.92925	80.60499	135.46107	143.66732	102.71894	73.63721	95.53778	54.98361	102.23698	97.40625	85.32605	75.7736	83.75024	107.84306	103.87945	85.26075	76.61567	57.52816	92.55515	98.90392	95.881	84.10651	72.67399	54.19388	52.2997	82.18864	82.94483	75.40231	61.32712	64.86748	64.41014	85.9373	80.45427	56.29997	48.7102	57.18429	55.96433	119.17586	94.0779	60.39741	142.31566	80.98827	77.93707	66.04022	73.13425	33.14791	143.27824	55.43132	53.82191	112.30933	111.61191	118.34835	103.76251	75.63684	80.3661	69.98971	99.78348	46.36392	52.20591	36.07728	49.78665	39.72833	64.98205	36.95307	30.71038	45.88421	77.21657	52.05284	75.35988	72.83507	68.19556	67.75389	66.30661	65.49868	87.73498	67.43704	54.15754	103.50377	49.1193	24.79743	139.87105	47.59131	57.9527	80.81527	102.89472	63.25103	61.5597	54.77604	64.51332	54.70429	68.9291	129.25722	67.77223	67.03964	59.73853	50.38487	54.86597	56.05949	96.58267	78.27512	62.66064	45.69162	48.94261	55.51903	62.07392	54.19665	72.00325	71.32078	64.28167	62.36676	56.41145	57.24392	58.1099	75.4013	58.97932	51.81889	60.10403	48.66849
