Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
k__Bacteria;p__Gemmatimonadetes	0.0297096938487	0.0311061201572	0.0	0.000331486480087	0.000201908030892	0.000390341827915	0.0301144010767	0.0351258071699	4.74113407927e-05	0.0304029508746	0.0233200707339	0.0316649075051	0.00042662116041	0.028577758086	0.000246426811237	0.00104161734766	0.0	0.0	0.0	0.0	0.0	4.87471970362e-05	0.00054131194331	0.0	0.0	0.0	0.00281231497928	0.0	0.00024148756339	0.000149268583939	0.0	4.80561295593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127129417747	0.0	0.0	0.000474068455485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000919562481851	0.0	0.0	0.0	0.000240581244286	0.0	0.0	0.0	0.0	0.000581395348837	0.000298626318933	0.0	0.0	0.0	0.00188679245283	0.000189053785802	0.000711372474628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000804619462325	0.0	0.0	0.00244042492105	0.000614686273583	4.98454790151e-05	0.0	0.0	0.0	0.0	0.0	0.000253344142683	0.0	0.0	0.0	0.0	0.0001001652727	0.0	4.84683986041e-05	4.75420747361e-05	0.0	0.000146914789422	0.0	0.0	0.000470898474289	0.0	0.0	0.000661563179284	0.000612110368208	4.70831960073e-05	0.0	0.000142193572851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000734250330413	0.0	0.0	0.000443415283047	0.0	0.0	0.0	0.0	0.000144724781707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233704211756	0.000386641534967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000777869609607	0.000482741974415	0.0	0.0	0.0	0.0	0.000575539568345	0.0	0.0	0.000429881543752	0.0
k__Bacteria;p__H-178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147856086742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__KSB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162576842961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Kazan-3B-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152415790276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.00106291441008	0.000378841691528	0.000151431023169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175208059571	0.0	0.0	0.0	0.0	0.000341230379253	0.000885783179962	0.0	0.0	0.00331913207173	0.000197355437142	0.0	0.000338082588747	0.00144292964474	0.0	0.000144168388678	0.0	0.0	0.0	0.0	0.000637411130179	0.00966424230348	0.0	0.0	0.0	0.0	0.0	0.0	0.000510699147132	0.00248246087426	0.0	0.0	4.86381322957e-05	0.0	0.000730602503531	0.00082276643113	0.0	0.0	0.0	0.000769859981716	0.0	0.0	0.0	0.0	0.000242248062016	0.0	0.000340020401224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000299610506342	0.0	0.0	0.00129598245439	0.0	0.0	0.0	0.000142355509158	0.0	0.0	0.0	0.0	0.0	0.000881877419039	0.00275454499925	0.0113115255274	0.0	0.0	0.000576535024503	0.00274240940255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205590092516	0.0	0.0	0.00384293245307	0.0	0.0	0.00235985106718	0.0	0.0	0.0	0.0113545016077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000338311343096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVP-21	0.0	5.61482313307e-05	0.0	0.000520907325851	0.0	0.0	0.0	0.0	0.0	5.58877773431e-05	0.0	0.000111104938615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__NKB19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144892538034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae	0.00763963556109	0.0064008983717	0.0	0.0	0.0	0.0	0.00656123822342	0.00757069694945	0.000142234022378	0.00665064550383	0.00491821396994	0.00627742903172	0.00014220705347	0.0072552060257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113479376357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101703534198	0.0	0.0	0.000189627382194	0.0	0.0	0.00125901893371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000471698113208	0.0	0.000426823484777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000283983339644	0.0	0.0	0.000669920566561	0.000756536952102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.50841494723e-05	0.0	0.0	0.0	0.0	0.0	0.000330282155327	0.000941708258781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000295610188698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152415790276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1	0.000282949465226	0.000842223469961	0.0	0.0	0.000151431023169	0.000223052473094	0.000168236877524	0.000556668893342	0.000189645363171	0.000167663332029	0.000276304155615	5.55524693073e-05	0.0	0.000166149756314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000246694296428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000876723004237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000330188679245	0.0	0.000142274494926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000478514690401	0.000236417797532	0.0	0.0	0.0	0.0	0.0	0.0	5.06688285367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000380336597889	0.0	0.000636630754163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24411348262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147015583652	0.0	0.0	0.0	0.0	0.000152415790276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000284548989851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152415790276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146627565982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247696423264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0101861807481	0.014261650758	0.0260160955611	0.00170478761188	0.198071778305	0.0134389115039	0.0146366083445	0.0159207303496	0.0032239711739	0.0164310065389	0.0299513704686	0.0150547191823	0.00170648464164	0.0125719982277	0.00813208477082	0.0	0.000632695770672	0.0019550342131	0.0	0.00343524562006	0.0	0.00204738227552	0.0	0.0	0.000849532756984	0.010700485485	0.0198342214328	0.00120650547753	0.00362231345086	4.97561946462e-05	0.0011639185257	0.00182613292325	0.133449674075	0.0016582130316	0.000536742461208	0.000536297596412	0.000882569257171	0.0	0.000243332684446	0.0	0.011289092296	0.0	0.0370148956309	0.00180146013084	5.10699147132e-05	0.00302212628171	0.00276015689313	0.0	0.000826848249027	0.0	0.0	0.0013551447101	0.000195398368424	0.0	0.000147703215007	0.00500408988115	0.00122983077529	0.0	0.0	4.884004884e-05	0.00145348837209	0.00054748158471	0.00592606984991	0.000392272236932	0.000632357233194	0.00264150943396	0.00141790339352	0.00298776439344	0.000290542830856	0.00014800197336	0.0	0.00224346468982	0.00248163106418	0.0	0.000443044205966	0.000240673886883	0.000243084253002	0.00070995834911	4.74901457947e-05	4.99350843903e-05	0.00445018662073	0.00231689441581	0.0641511314924	0.0	9.82945888829e-05	0.000675186882083	0.000427066527475	0.0	0.00922172679368	0.000192798958886	0.00245410354429	5.21104742053e-05	0.0	0.0	5.09528176908e-05	4.84683986041e-05	0.000142626224208	0.00144133756126	0.000930460333007	0.000287246265799	0.00146412884334	0.00155396496515	0.00108521279607	0.0	0.00047254512806	0.0	0.0	0.00127334465195	0.00151673144374	0.0	0.0162890567155	0.0	0.0	0.0	0.0	0.0	0.00122375055069	9.79911807937e-05	0.000194316249696	0.000689757106962	0.000385765261838	0.0	0.000471970213435	0.0	4.82415939023e-05	0.000489883897516	0.000100482315113	0.000246998962604	0.0	0.000624099855977	0.0	0.0	4.91448791036e-05	0.000205602672835	0.00207679304516	0.00779182593355	0.0	0.0	9.73378108726e-05	0.0	0.021389015902	0.0	0.00163516568076	0.000433734939759	0.0	0.0	0.0	4.85107208693e-05	0.000340781850932	0.000291701103603	0.000917209751388	0.0	0.000193638960159	0.0	0.0040032797955	0.0	0.0	0.0	0.0	0.000291985011436
k__Bacteria;p__Proteobacteria	0.235923264105	0.300617630545	0.477400415043	0.742813846664	0.496239462925	0.231974572018	0.251009421265	0.28596081051	0.762137303243	0.316604258649	0.33217285588	0.269707238487	0.648795980281	0.267778023926	0.562050271069	0.677714123384	0.349296734316	0.401368523949	0.818303108168	0.405358983167	0.389190511127	0.176659842059	0.404360021652	0.406701836655	0.622007895657	0.314376300406	0.477501480166	0.416437430626	0.583144168075	0.191412080804	0.368913676043	0.480369071075	0.651593697069	0.42416113929	0.42549038743	0.350299839111	0.415003677372	0.0797549068447	0.889283628577	0.393789066376	0.838901601831	0.434654136795	0.822597519055	0.73812458519	0.17889791124	0.251753912574	0.434119413103	0.22304368699	0.154280155642	0.933579515087	0.344503433832	0.396379827703	0.491964242099	0.785528191516	0.829402786667	0.647548477121	0.382133018497	0.405005577921	0.393874781934	0.883272283272	0.403875968992	0.386472227752	0.609753728081	0.887810140237	0.923776631968	0.796226415094	0.786511012383	0.756852888172	0.437993317515	0.605081401085	0.444568380213	0.832130316036	0.823074302954	0.717269434936	0.789701683568	0.721877256318	0.931693324906	0.814132904203	0.610248373463	0.131978428044	0.709493731458	0.759752234148	0.567391087628	0.802269447071	0.718631739323	0.440511212925	0.114880895891	0.845331701116	0.560346574787	0.396298259989	0.787436877625	0.285773840542	0.22972906766	0.182951870586	0.0858045449913	0.223681659558	0.632927640962	0.422696262131	0.17042115573	0.1140846419	0.858310111935	0.828404595969	0.839105407191	0.814954327149	0.839948965126	0.859261700725	0.856631668158	0.785747972081	0.715897241445	0.666075366766	0.929512809122	0.865324071761	0.795348608999	0.945848199013	0.418288971547	0.404714843562	0.271819472319	0.925183733464	0.828564488705	0.256688180519	0.936252290481	0.0108177659169	0.278777072736	0.0309840298365	0.104636017174	0.60745603292	0.0923432475884	0.511831250309	0.794689473423	0.801872299568	0.840256536754	0.743650639783	0.909917436603	0.0790028270368	0.399178942284	0.756395177889	0.39724443588	0.702104904963	0.795103908113	0.866650614014	0.689478229945	0.368469382823	0.421295628336	0.869734939759	0.932564201583	0.870642648491	0.705477416799	0.822402250897	0.799815004138	0.178569692255	0.421433743664	0.689676979957	0.881783414823	0.908936788569	0.829595331115	0.39721822542	0.915584415584	0.606693335935	0.410059228124	0.513747627622
k__Bacteria;p__SBR1093	0.0	0.0	5.06149719087e-05	0.0	0.00100954015446	0.0	0.0	0.0	0.0	0.0	0.000221043324492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000718575168095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000149536437045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121672263591	0.00234604105572	0.000691802144587	0.000539824311724	0.00200538028858	9.74943940723e-05	0.00241129865656	0.0	0.0002998350907	0.000148617853958	0.000148016577857	0.0	0.0	0.0	0.0	0.0	0.0	0.000780335544284	0.00161022738362	0.0	0.000637411130179	0.0	0.0	0.000347256672289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034046692607	0.00014576551188	0.000146120500706	0.00087116445649	0.00200283327634	0.0	0.000246172025011	0.000336813742001	0.00152499016135	0.00242518310132	0.00184144213995	0.0	0.000581395348837	0.00104519211627	0.0	9.80680592331e-05	4.86428640918e-05	0.0	0.0	0.0	0.000484238051426	9.86679822398e-05	0.000436469447139	0.0	4.8659432631e-05	4.96105571266e-05	0.000147681401989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000196589177766	0.000434048709911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000816757951379	0.0	0.000239371888165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90653059222e-05	9.774693319e-05	0.00260856963432	0.000723135515596	0.0	0.0	0.0	0.000295610188698	9.64413154595e-05	0.0	0.0	0.0	0.0	9.79767795033e-05	5.02411575563e-05	0.0	0.0	0.000144023043687	0.0	0.0	0.0	0.0	0.0	4.90051945506e-05	0.00134887754119	0.0	0.0	0.0	5.08052634253e-05	0.00135324537238	0.0	0.0	4.82718671558e-05	0.0	0.0	0.0	9.73662431235e-05	0.000291701103603	0.00159304851557	4.86475968087e-05	0.0	0.00053281666263	0.0	0.0	0.0	0.0	0.000859763087505	0.0
k__Bacteria;p__Spirochaetes	5.65898930451e-05	5.61482313307e-05	0.00602318165713	0.00246247099493	0.00100954015446	0.000111526236547	0.0	0.0	0.0	5.58877773431e-05	5.52608311229e-05	0.0	0.000521425862723	0.0	0.0	0.0	0.0	0.0	0.0	0.00137409824802	0.00102714600147	0.00965194501316	0.000246050883323	0.0	0.0	0.013127910433	0.131537398855	0.0391390376912	0.00652016421154	0.020250771221	0.0963627546072	0.00221058195973	0.0	0.00185329691767	0.0	0.0	0.000441284628585	0.0231144764372	0.0	0.000248040480206	0.000966183574879	0.0	9.9636327405e-05	0.0	0.00490271181247	0.0419320021587	0.0	0.0887181949112	0.014640077821	0.0	0.00277628951342	0.00314587164844	0.0	0.0	0.0	0.00317567242458	0.0	0.0	0.000436131033146	0.00043956043956	0.00382751937984	0.00194107107306	0.00592606984991	0.0	0.0	0.0	0.0	0.00687660058807	0.0	0.0	0.0	0.0	4.8659432631e-05	0.0	0.0	0.0	0.0	0.0	0.0121574773235	0.0478378108459	0.0	0.0	0.006629448709	0.0	0.0	0.0	0.00151845876435	0.00710956259711	5.06688285367e-05	0.022316479491	0.0	0.00411672746222	0.0139140659448	0.0499323884409	0.0541628452053	0.061215587437	0.0104117143672	0.000528490439128	0.00925563173359	0.000574492531597	0.0	0.0	0.00117957912617	0.0	0.0	0.0	0.0	0.0	0.0223243909375	0.0124172979193	0.0	4.99725151167e-05	0.0	0.0	0.0	0.0	0.00606980273141	0.0	0.0	0.0235502783663	0.0	0.0	0.0152079290996	0.000334704026011	0.0596266100632	0.000538872287268	0.0477290996785	0.0	0.000646412411118	0.0	0.0	0.0	0.0	0.012079157029	0.0	0.0	0.0	0.0	0.0	0.00019263183241	0.0	0.00130491518051	0.00144279324773	0.0	0.0	0.0	0.0	4.85107208693e-05	0.0	0.00116680441441	0.00125512913348	0.0	0.0	0.000145313635263	0.0	0.000863309352518	4.91932310114e-05	0.0	0.0	0.0
