Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	12P2	9M2	1M1	Al12Post3	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
k__Bacteria;p__BRC1	0.000169769679135	5.61482313307e-05	0.0	0.0	0.0	0.0	0.0	0.000111333778668	0.0	0.000167663332029	0.00038682581786	0.000222209877229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000236317232253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes	0.0116575179673	0.0347557551937	0.128005263957	0.102571387981	0.0872242693453	0.190821390732	0.024113952445	0.0298374526831	0.0926891712498	0.0418040574526	0.036858974359	0.0267207377368	0.0754171406902	0.0227071333629	0.0894036471168	0.0781686473178	0.133644814328	0.148778103617	0.0505015565548	0.129950434313	0.131376864759	0.0652724968314	0.140396634024	0.145662368113	0.216680825546	0.240909541266	0.0621176238405	0.21910139472	0.168703211785	0.317942083789	0.0380213385063	0.0605987793743	0.0307960786327	0.126268045259	0.117546599005	0.0115060211594	0.154547683256	0.388960844874	0.0176172863539	0.148179382875	0.0547673531655	0.153894594071	0.0418970756738	0.131980658007	0.260967264185	0.320885051268	0.138249963682	0.112914066251	0.0869163424125	0.0320198241096	0.189372168915	0.121285451554	0.108836891212	0.160202526668	0.0419477130619	0.122600202088	0.132624950807	0.158995004123	0.13868966854	0.0646153846154	0.147771317829	0.121839538125	0.0756302521008	0.0272138864372	0.0173655024808	0.132547169811	0.13621325267	0.0978374276771	0.13917001598	0.110508140109	0.150145489816	0.0279945376512	0.105104374483	0.241305749864	0.129073545338	0.143200962696	0.0131265496621	0.139388489209	0.0620221304079	0.120443423549	0.0781414489425	0.106766277365	0.126208752866	0.132135569601	0.0975082321718	0.127369182542	0.160339755149	0.133480860681	0.098094852047	0.116836169085	0.154797300486	0.3163626889	0.131056783107	0.166725096409	0.345969632121	0.231291198139	0.249263097842	0.12227346978	0.175661116552	0.0335599387208	0.0758985500401	0.130862686005	0.109464942908	0.154534325266	0.0926188450997	0.116442226198	0.132539196761	0.144831163931	0.0931841880747	0.225620864896	0.0107606495878	0.128729198941	0.0729110446004	0.0207712233029	0.13902710014	0.138649182857	0.123354055509	0.0216560509554	0.0113189215448	0.26225550574	0.00303790143698	0.00957872664888	0.198909224396	0.0223773548819	0.0531139948864	0.059765835497	0.341589630225	0.310033097861	0.199592262941	0.0427268362938	0.147113961519	0.23124272974	0.0503243562021	0.155487021331	0.142091282299	0.0225913946878	0.132960786203	0.229838121628	0.0453594198666	0.0206116060679	0.0342935528121	0.155333236673	0.127158178233	0.0287228915663	0.0218188839544	0.112852969815	0.26574881141	0.0732511885127	0.102477970887	0.0586805386747	0.124788800386	0.0571122786534	0.0444885510965	0.0340518285299	0.0573481888776	0.13654676259	0.0790043290043	0.176846521612	0.139902560183	0.299430629228
k__Bacteria;p__Caldithrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000346774992569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000254258835495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000384929990858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlamydiae	0.0	0.0	0.000455534747178	0.0	0.00191812629347	5.57631182736e-05	0.0	0.0	0.0	0.0	5.52608311229e-05	0.0	0.0	0.0	0.0	0.0	0.000632695770672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000396314277222	0.0	0.000144780657304	0.000289785076069	0.0	4.84966052376e-05	0.0	0.00133449674075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000298908982215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000199084212622	0.0	0.00014710208885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014355440712	0.0	0.000149536437045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141482739106	0.0	0.0	0.000197443111703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000837562201311	0.0	0.0	5.24411348262e-05	0.0	9.64831878045e-05	0.0	0.0	0.0	0.0	0.000576092174748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000337626006849	0.000767386091127	0.0	0.0	0.000668704623615	0.0
k__Bacteria;p__Chlorobi	5.65898930451e-05	5.61482313307e-05	0.0	0.0	0.0	0.0	0.000112157918349	0.0	0.0	0.000167663332029	0.000165782493369	0.000111104938615	0.0	0.0	0.0	0.0	0.0	0.000830889540567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152555301297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000636350286358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi	0.0304453624583	0.0288040426727	0.00146783418535	0.00137330113179	0.00111049416991	0.00663581107456	0.0314042171377	0.0310621242485	0.0032713825147	0.0274408986755	0.0271330680813	0.0308871729348	0.0025123246113	0.0289100575986	0.00231641202563	0.00075753988921	0.000389351243491	0.000488758553275	0.0	0.0	0.0	0.0	9.84203533291e-05	0.0	0.0005996701814	0.000346774992569	0.00468719163213	0.000144780657304	0.00251147065926	4.97561946462e-05	9.69932104753e-05	0.0	0.00128316994303	0.000682793601249	0.0	0.0	0.000392253003187	0.0	0.0	0.0	0.00391558606662	0.0	0.0	0.00237034227742	0.0	5.39665407447e-05	0.0	0.0	0.0	9.71770079199e-05	0.0	0.00203271706514	0.000195398368424	0.0	0.0	0.000721743732859	0.000442739079103	0.0	0.00033921302578	0.0	0.0	0.0	0.000340020401224	0.0	0.0	0.000424528301887	0.00278854334058	0.00184956843403	0.0	0.0	0.0	0.0	0.0	0.0	4.92271339963e-05	0.0	0.0	0.00108860280197	0.0	0.0	0.00440233515169	0.00288429712989	0.000647991227196	0.0	0.0	0.000192910537738	0.0	0.000188332784029	0.00030401297122	0.0	4.71942989287e-05	0.0	0.0	0.0	0.0	4.84683986041e-05	0.00199676713892	0.000288267512251	0.0	0.0	4.72299626883e-05	0.000941796948578	0.00193450976692	0.000188341651756	4.7254512806e-05	0.00254261229871	0.0	0.00386719486889	0.00445539861598	0.0	0.0	0.0	0.000196261223689	0.0	0.0	0.0	0.00146850066083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82415939023e-05	0.0	0.0	0.0	0.0	0.000288046087374	0.0	0.0	0.0	0.000154202004626	0.0	0.0	0.0	0.0	0.0	0.0	0.0141746684957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000729252759006	0.00149650012069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000477646159725	0.0
k__Bacteria;p__Cyanobacteria	0.000282949465226	0.00106681639528	0.228071063421	0.0055405597386	0.167129372571	0.532370490158	0.000392552714222	0.000612335782676	0.0108571970415	0.00106186776952	0.00392351900973	0.000388867285151	0.112248767539	0.000387682764732	0.259733859044	0.00591828038445	0.0194675621745	0.00215053763441	0.00108711765578	0.0742994552682	0.00733675715334	0.0192063956323	0.00270655971655	0.0062524423603	0.00074958772675	0.078321609036	0.00458851391356	0.00217170985956	0.0300410528858	0.007314160613	0.000242483026188	0.00865010332068	0.0365960067751	0.00360905189231	0.0930028300966	9.7508653893e-05	0.0090218190733	0.0038358075122	0.000535331905782	0.00679630915765	0.0134757182812	0.0032454950591	0.00293927165845	0.00450365032711	0.0122567795312	0.000755531570426	0.018352622149	0.00552088334133	0.0363326848249	4.858850396e-05	0.00491939019044	0.00624334527151	0.00356602022373	0.00019662783267	0.000196937620009	0.152191695135	0.0068870523416	0.00373478197604	0.00203527815468	9.76800976801e-05	0.0266957364341	0.00363328688035	0.00884053043183	0.00137295282926	0.000243214320459	0.00141509433962	0.00122884960771	0.00535900597553	0.00755411360225	0.000246669955599	0.00349175557711	0.000243854857589	0.000340616028417	0.0	0.00039381707197	4.81347773767e-05	0.000583402207205	0.000331313896251	0.000379921166358	0.00299610506342	0.0568475452196	0.00416095323656	0.0898215531851	0.000199074304484	9.82945888829e-05	0.00207378828068	0.00317927303787	0.00103583031216	0.296767328739	4.81997397214e-05	0.00825900231252	0.000104220948411	0.00171476164813	0.0129213201783	0.00270049933761	0.0	0.000237710373681	0.00629384068415	0.00548481880509	0.0195327460743	0.0193642847022	0.000941796948578	0.0014154949514	0.000565024955269	0.0151686986107	0.0	0.000753331136118	0.000754574608564	0.00170632287421	0.000383545881676	0.0117478651464	0.0	0.00210980815465	9.774693319e-05	0.00371962707116	0.00289254206238	0.00469920211464	0.000538951494366	0.000145737187272	0.00266049169828	9.64413154595e-05	9.53107129241e-05	0.000367087943783	0.0	0.000771865502436	0.00029393033851	0.00698352090032	0.0	0.0	0.00240038406145	4.93339911199e-05	9.69367972082e-05	0.000491448791036	0.00159342071447	0.0411977783144	0.00494952464961	0.00433567781096	0.0	0.0	0.000144473874308	0.0286033633084	0.00584795321637	0.0116385321983	4.81927710843e-05	0.000144815601467	9.73709834469e-05	4.95245641838e-05	4.85107208693e-05	0.000340781850932	0.00384073119743	0.000675838764181	0.000632418758513	0.0369850413903	0.000242189392105	0.000723484300391	0.00541966426859	0.0	0.0	0.00391669850974	4.86641685727e-05
k__Bacteria;p__Deferribacteres	0.0	0.0	0.000101229943817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000198157138611	0.0	0.0	0.0	4.97561946462e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014944704593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000161899622234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.99350843903e-05	0.0	0.0	0.000348918353105	0.0	0.0	0.0	0.00735503463984	0.0	0.0	0.0	0.0	0.00135487232934	4.89931899466e-05	0.00025041318175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000815034998562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125602893891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia	0.0	0.000280741156654	0.000101229943817	0.0	0.0	0.0	0.000112157918349	0.0	0.0	5.58877773431e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93388592856e-05	4.82602191014e-05	0.000531272639459	0.00636879291472	0.000678952473327	0.0	0.0	0.0	0.0	0.0	0.0	4.98156819767e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.10699147132e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000898831519025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000659164744103	0.0	0.00645876512267	0.0	0.0	0.0	0.0059097510893	0.0	0.0	0.000190168298945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103463566044	0.0	0.0	0.00068173475274	0.0	9.64831878045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000308404009252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000286587695835	0.0
k__Bacteria;p__FBP	0.0	5.61482313307e-05	0.000151844915726	0.0	0.0	0.0	0.0	0.0	0.00118528351982	0.0	0.0	0.000111104938615	0.0	0.000166149756314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044404973357	0.0	0.000579570152137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104519211627	0.0	0.0	0.0	0.0	0.000330844125154	0.000142274494926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000478514690401	0.000661969833089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000378036102448	0.0	0.0	0.0	0.000663570006636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203320908167	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fibrobacteres	0.0	0.000112296462661	0.0	0.0	0.0	0.0	0.0	0.000111333778668	0.0	0.0	5.52608311229e-05	5.55524693073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes	0.00945051213853	0.00696238068501	0.056536923622	0.0718852109675	0.0208470041896	0.00429376010707	0.00364513234634	0.0150857270096	0.053527403755	0.00637120661711	0.0118258178603	0.0252763735348	0.123625331816	0.0060367744794	0.0471168063085	0.175938639269	0.328758456222	0.262267839687	0.0789642733607	0.244245963586	0.322230374175	0.661791946963	0.29816446041	0.277207893708	0.109339863075	0.206182502725	0.175103611604	0.136335118961	0.094228447235	0.31291670813	0.202958292919	0.2355711471	0.0566134578864	0.273166211471	0.246559968771	0.436643752133	0.27266486884	0.250024907841	0.0742164687561	0.2832126203	0.0412916348843	0.251356326293	0.0638668858666	0.0631933251161	0.313977835657	0.296600107933	0.241586363856	0.382333173308	0.492655642023	0.0205529371751	0.301495299791	0.222679314684	0.275511699477	0.0374576021236	0.088671163409	0.0371938603666	0.273612750885	0.251928020566	0.305970149254	0.0466422466422	0.260562015504	0.310869998009	0.145091562637	0.0723251936844	0.0405195057885	0.0345283018868	0.044380376217	0.0782983970407	0.249915258341	0.26827824371	0.24990300679	0.125829106516	0.053671354192	0.0330406310463	0.0603032391454	0.101660649819	0.0349068987311	0.00411775842484	0.302132307546	0.503595326076	0.10020097617	0.0718237268902	0.105672415512	0.0409097695715	0.173047623728	0.278562816494	0.425690424219	0.00532040114883	0.00719497365221	0.134091675905	0.0282693850583	0.336633663366	0.30238596835	0.361746882356	0.22969530215	0.164259402869	0.0667966150043	0.299221677717	0.540058765916	0.795337035619	0.0161054172767	0.0210962516481	0.0159950929508	0.0117713532348	0.0237217654286	0.00296638101516	0.00273082536843	0.0389549141671	0.122570859797	0.00652027998849	0.0208302482847	0.00554694917795	0.0781119670281	0.0173500806412	0.268779286025	0.291182567613	0.389446375251	0.0455169034787	0.154627155696	0.289697984924	0.0423859581445	0.829441479222	0.274843987624	0.891125561825	0.585170534034	0.287806789791	0.293307877814	0.127303265326	0.00482323106757	0.114114258281	0.00888011840158	0.0229740209383	0.0236878317279	0.451709072218	0.265394832166	0.188473978242	0.292031987667	0.0480773905012	0.150192242176	0.0462316397785	0.155260885028	0.306848388188	0.268936661376	0.0945060240964	0.0346592006179	0.0112950340798	0.02639659271	0.0961967594838	0.0627525436931	0.665905002674	0.295776007724	0.096906012843	0.0161204434332	0.0327440058125	0.0601938937925	0.298273381295	0.00339433293979	0.128305200507	0.271303018724	0.144435252324
k__Bacteria;p__Fusobacteria	0.0	0.0	0.00106291441008	0.00397783776105	0.0013124022008	0.000167289354821	0.0	0.000167000668003	0.00256021240281	5.58877773431e-05	0.0229885057471	0.0	0.0	0.0	0.00901922129128	0.00075753988921	0.0473548449895	0.0522971652004	0.0134407273805	0.0426461206262	0.0345805820494	0.0144291703227	0.0519659465577	0.0421062915201	0.0105941732047	0.040374516992	0.00088809946714	0.0673230056464	0.00975609756098	0.0150761269778	0.197478176528	0.00326781681003	0.00343889544731	0.0497463909481	0.0346930809017	0.00258397932817	0.0467761706301	0.0357178439773	0.00399065602492	0.0539240003969	0.00691584032545	0.040399147452	0.00283963533104	0.00398217502607	0.0239517900005	0.0126281705343	0.0377705680112	0.0814210273644	0.0377431906615	0.00344978378116	0.0527982075885	0.0426386603427	0.0356602022373	0.00309688836455	0.00846831766038	0.000144348746572	0.0548504525777	0.0378328563807	0.0386702849389	0.00126984126984	0.0482558139535	0.0352379056341	0.0719386020304	0.00382465431009	0.00481564354509	0.0	0.0	0.000806222137911	0.0299743353833	0.00340404538727	0.0560620756547	0.00404799063597	0.00992652425673	0.00183559061368	0.00255981096781	0.000192539109507	0.00213914142642	0.00123059447179	0.00617371895332	0.0182263058025	0.000622069097521	0.0	0.00458578406938	0.00263773453441	0.00270310119428	0.0353026284061	0.00507734649331	0.00155374546824	0.00121605188488	0.242107292621	4.71942989287e-05	0.0383011985409	0.0281710842193	0.0341563579907	0.0417813105065	0.0706184567662	0.00427878672625	0.0371384644951	0.0243388834476	0.0118249712754	0.00373116705238	0.0	0.0	0.0	0.000803326717702	0.000282512477634	0.0	0.0	0.0	0.025170198485	0.00162890567155	0.0	0.016387812178	0.00303015492889	0.0366165885706	0.0402545437015	0.106123647756	0.00127388535032	0.00165168812242	0.0529634921417	0.000819751181406	0.00109607319863	0.0554302795112	0.051114086258	0.0906459549424	0.0214569147112	0.060691318328	4.93997925209e-05	4.97240316245e-05	0.00614498319731	0.000986679822398	0.000630089181853	0.00339099665815	0.0325880236443	0.0396522579087	0.00485151426051	0.0538105790539	0.000243060619318	4.86689054363e-05	0.00120394895256	0.00589341055733	0.0426272292301	0.0562689366614	0.00250602409639	0.00294458389651	0.0016553067186	9.90491283677e-05	0.00339575046085	0.00949320870454	0.019349506539	0.0329712768525	0.00865927223195	0.000580916880476	0.00489222572051	0.0159166546086	0.0444604316547	0.000590318772137	0.0	0.0425105082155	0.0
k__Bacteria;p__GN02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000331423701529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000296033155713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111434108527	0.000199084212622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000342650154193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
