	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_1795_3.txt	1795	3	3832.64356436	3281.5	1763.16129032	489.285714286	1580.01388889	1760.89423077	3203.77692308	3588.59130435	475.738095238	3385.75675676	2862.72093023	3600.33333333	358.578947368	3200.25454545	1333.78688525	548.730769231	721.518518519	800.881578947	952.387096774	1092.13432836	646.089552239	702.684210526	903.234375	752.31884058	826.0	1151.625	1170.79452055	713.071428571	1045.3125	1384.32786885	926.176470588	588.166666667	1580.48863636	724.171875	791.266666667	500.195652174	635.1	1051.34146341	588.608695652	942.916666667	1503.775	602.28358209	775.0	364.87804878	1650.46153846	1777.10126582	634.021276596	595.130434783	666.381818182	567.129032258	941.12345679	753.774647887	803.246153846	512.170212766	697.5	855.0	846.875	648.727272727	666.142857143	660.794117647	689.202531646	1087.47826087	773.137931034	781.571428571	555.5	337.25	326.043478261	623.0	672.0	736.477272727	540.92	612.166666667	331.789473684	543.162162162	957.076923077	656.8	443.75	401.0625	327.368421053	294.6	1321.91891892	594.375	371.575	1484.0	725.288135593	667.340909091	625.75	489.5	140.571428571	1466.11111111	368.033333333	304.7	1614.36538462	1555.73684211	1254.33333333	1499.55319149	647.5	478.459459459	576.878378378	853.105263158	398.384615385	331.689655172	186.454545455	272.956521739	186.272727273	133.909090909	369.0	180.588235294	172.461538462	338.5	456.0	453.823529412	946.176470588	883.775	589.632653061	631.41025641	623.756756757	n/a	642.72	811.142857143	588.566037736	374.076923077	948.375	216.913043478	175.272727273	227.791666667	1482.11111111	426.555555556	469.181818182	764.25	n/a	n/a	n/a	1160.12	537.538461538	696.9	426.103448276	521.918367347	386.571428571	623.7	2025.56338028	593.245901639	623.0	510.708333333	418.0	525.0625	348.529411765	920.238095238	656.625	494.380952381	384.0	440.0	445.1875	490.137931034	452.566037736	482.483870968	605.428571429	727.27027027	519.692307692	492.272727273	439.348837209	515.848484848	496.3125	565.985915493	462.384615385	415.333333333	436.344827586	365.75
alpha_rarefaction_1795_4.txt	1795	4	2889.09677419	3249.12844037	1507.44329897	544.935483871	1387.72972973	1850.03	3396.03738318	3708.0	407.282608696	3558.75728155	3481.72727273	2937.44915254	427.034482759	3342.63551402	1127.109375	416.522727273	653.52173913	780.815384615	705.071428571	995.83908046	677.692307692	806.217391304	887.791044776	793.467532468	877.857142857	1116.67010309	1407.22033898	685.705882353	1033.21126761	1967.06666667	763.162162162	794.125	1627.67741935	835.053571429	605.5	646.0	642.6	974.06	740.608695652	845.542168675	1199.35294118	644.93220339	808.169491525	682.0	1988.04	2049.67901235	780.682926829	625.0	783.192307692	507.451612903	887.107526882	879.086956522	726.014285714	568.477272727	749.659574468	828.103448276	928.408450704	828.0	614.566037736	574.022222222	774.971014493	1073.38888889	700.517857143	628.145833333	799.0	291.558823529	263.0	578.903225806	632.671641791	650.346938776	524.448275862	514.418604651	286.125	577.161290323	749.388888889	661.387096774	377.071428571	347.375	435.5	422.291666667	1285.95774648	868.037037037	394.6	1533.6875	1056.52777778	629.7	637.611111111	479.0	132.833333333	1476.06097561	400.6	321.37037037	1352.08695652	1058.05660377	1762.18181818	1285.30508475	695.456521739	386.046511628	665.014285714	728.630769231	298.206896552	269.5	319.769230769	306.5	202.333333333	144.6875	411.807692308	169.25	166.111111111	249.454545455	438.348837209	559.884615385	990.433333333	858.243902439	717.583333333	531.8	575.169491525	n/a	564.71875	963.115384615	557.341463415	471.090909091	1070.44827586	349.272727273	173.090909091	384.25	1338.30434783	328.125	524.516129032	790.02173913	n/a	n/a	n/a	989.553846154	742.428571429	684.085714286	398.357142857	773.162162162	377.24137931	733.171428571	1818.61538462	639.118644068	544.52173913	492.5	611.0	524.37037037	359.085714286	1050.14285714	580.2	498.478873239	372.341463415	324.2	464.444444444	460.333333333	701.028571429	573.2	652.027777778	686.622222222	462.0	574.617647059	512.516129032	549.6	664.434782609	547.0	510.40625	578.088235294	484.566037736	362.516129032
alpha_rarefaction_1795_5.txt	1795	5	3105.91891892	3195.91588785	1679.06896552	433.0	1324.52941176	1984.65	2481.90225564	2804.43902439	483.216216216	3170.60869565	3152.0	3186.42857143	397.575	3532.39215686	1085.3	429.885714286	662.533333333	852.5	615.069767442	1026.01315789	639.52173913	725.695652174	816.337837838	748.448275862	753.936170213	1165.46153846	1398.0	887.0	822.733333333	1477.83870968	666.0	645.076923077	1652.0	657.539473684	757.583333333	527.717948718	660.047619048	955.962264151	673.046511628	883.5625	1052.03389831	656.8	900.4375	454.578947368	1948.15873016	1895.78947368	780.868421053	603.042553191	751.392857143	480.763157895	1027.29577465	808.785714286	809.402985075	564.666666667	780.028571429	842.096774194	821.918918919	692.542857143	632.666666667	600.15	715.537313433	1047.14084507	832.381818182	900.6	831.090909091	456.058823529	404.5	590.5	715.018181818	727.058823529	628.622222222	672.0	220.032258065	527.285714286	657.775862069	729.0	456.078947368	636.588235294	309.322580645	331.875	1781.0	679.642857143	369.117647059	1547.51428571	963.2	725.666666667	463.857142857	477.285714286	163.571428571	1563.33333333	512.545454545	239.028571429	1399.171875	1362.42857143	1623.88405797	1201.78947368	922.171428571	602.333333333	788.25	881.625	391.0	479.9375	153.125	310.5	125.44	137.230769231	346.774193548	152.055555556	190.0	284.166666667	523.558139535	387.181818182	1078.83333333	697.5	637.238095238	726.794117647	559.936170213	n/a	573.875	751.783783784	586.270833333	482.916666667	864.085714286	434.2	217.0	229.142857143	1522.90410959	358.1	533.0625	614.833333333	n/a	n/a	n/a	1328.47727273	503.25	619.848484848	392.657894737	557.7	520.551724138	592.023809524	1588.23880597	701.820895522	792.037037037	447.22	363.9375	474.25	410.0	877.358208955	594.942857143	566.681818182	445.090909091	486.25	432.034482759	429.363636364	585.076923077	573.161290323	640.682926829	564.565217391	437.277777778	494.058823529	483.171428571	453.09375	426.035714286	540.096385542	602.428571429	522.027777778	486.263157895	380.146341463
alpha_rarefaction_1795_6.txt	1795	6	3118.375	4034.26470588	1700.56976744	405.256410256	1399.78481013	1796.33333333	3275.08333333	3316.72222222	501.454545455	3600.02678571	3155.46218487	3764.98913043	563.047619048	4052.2	1293.26923077	498.0	746.0	740.189873418	721.765957447	997.270588235	586.615384615	798.0	923.105263158	762.542168675	897.645833333	1009.2038835	1465.75	815.333333333	982.0	1609.45454545	668.275	538.468085106	1569.12903226	692.514285714	770.220338983	682.7	548.982758621	918.015873016	829.75	943.68	1476.0	542.571428571	685.517857143	390.571428571	1544.68539326	1709.0	852.658227848	624.222222222	859.8	472.357142857	824.517241379	757.552238806	731.540540541	646.228571429	718.0	891.6	795.121621622	769.47826087	597.838709677	774.37037037	675.538461538	1013.75	692.357142857	568.49122807	640.022727273	315.44	344.272727273	539.097560976	744.835820896	701.245283019	580.30952381	673.027777778	251.545454545	840.12	825.166666667	780.055555556	565.607142857	374.78125	316.888888889	341.6	1265.2173913	669.428571429	327.916666667	1471.6	828.0	589.8125	626.833333333	499.483870968	143.235294118	1201.33333333	514.166666667	286.076923077	1484.18518519	1244.4375	1376.58571429	1370.05769231	760.553191489	511.0	768.0	908.269230769	402.136363636	298.230769231	169.055555556	273.730769231	183.5	190.25	417.565217391	206.2	144.3	250.25	485.052631579	513.5	1055.53333333	655.348837209	550.849056604	571.857142857	521.020408163	n/a	646.4	847.725806452	569.222222222	437.65625	925.04	331.2	171.090909091	215.136363636	1478.01333333	391.0	486.487179487	725.0	n/a	n/a	n/a	1119.6	553.5	589.6	424.5	615.195652174	632.9	849.323529412	1378.01219512	581.387096774	667.428571429	548.372093023	604.105263158	508.303030303	339.37037037	1024.18181818	532.519230769	540.5	380.512195122	380.315789474	642.0	489.24	542.157894737	594.483870968	759.117647059	591.375	525.964912281	554.609756098	402.069767442	545.857142857	451.617647059	658.518518519	453.9	480.783783784	469.291666667	421.371428571
alpha_rarefaction_1795_7.txt	1795	7	3949.33333333	3343.71794872	1817.66304348	367.25	1583.25301205	2019.72527473	3413.39130435	3233.45081967	589.375	3630.68627451	2943.9379845	3223.13333333	490.689655172	3003.34285714	1137.5	511.857142857	787.568965517	1167.25531915	1116.77777778	1227.14285714	593.245901639	675.75	704.878378378	727.0	882.957446809	1117.14285714	1652.93478261	902.571428571	919.361445783	1464.26785714	766.682926829	666.622222222	1668.25	702.642857143	714.8	513.029411765	622.157894737	879.0	529.692307692	883.705128205	1326.625	572.47761194	923.352941176	458.8	1672.58441558	2223.41791045	860.584415584	454.084745763	783.0	462.487179487	809.406976744	788.733333333	716.583333333	540.153846154	711.236842105	755.080645161	857.8	742.761904762	555.93220339	612.857142857	762.8	947.015151515	720.362068966	727.45	642.621621622	314.53125	257.125	443.15	715.524590164	845.139534884	737.236842105	860.5	232.315789474	574.5625	881.882352941	630.909090909	455.777777778	486.666666667	401.454545455	421.956521739	1563.51851852	629.95	330.219512195	1708.73913043	773.948275862	674.56097561	585.7	568.0	140.789473684	1605.66666667	365.954545455	286.307692308	1336.04761905	1508.61538462	1376.18181818	1350.44444444	655.87804878	555.727272727	614.013513514	904.454545455	426.777777778	336.125	168.5	297.230769231	179.875	152.0	521.5	141.714285714	155.0	221.84	545.617647059	473.03030303	788.11627907	685.3	796.243902439	566.512195122	559.120689655	n/a	522.815384615	698.48	648.346938776	423.0	1113.49122807	315.3	244.75	224.476190476	1633.0	458.8	483.176470588	643.0	n/a	n/a	n/a	1486.57142857	589.97826087	462.384615385	381.575	689.5	316.5	552.02173913	1687.48	635.546875	765.2	568.097560976	586.142857143	488.09375	411.230769231	1196.92857143	597.050847458	577.238095238	432.885714286	531.0	346.285714286	396.176470588	507.333333333	586.64	652.026315789	621.625	542.645833333	542.902439024	401.588235294	461.724137931	477.157894737	520.630769231	541.75	420.538461538	497.75	419.807692308
alpha_rarefaction_1795_8.txt	1795	8	3473.09278351	3502.37815126	1601.37931034	386.657894737	1557.73333333	1810.94594595	3536.11340206	3355.1	510.6	3422.1875	3090.08474576	3799.0212766	513.04	3055.39130435	1157.22580645	385.916666667	611.753623188	766.12987013	919.033333333	1059.59210526	773.810344828	871.5	795.442857143	923.09375	824.770833333	1248.35051546	1214.54166667	935.522727273	784.25	1826.73333333	798.146341463	694.692307692	1777.33333333	794.492537313	591.88	506.418604651	618.566037736	1176.68292683	888.243243243	844.8125	1209.25	701.56	999.47826087	500.857142857	1784.0	1897.83529412	787.012345679	546.615384615	674.352941176	494.216216216	795.776595745	750.077922078	783.545454545	749.2	710.0	769.304347826	811.012048193	752.633802817	624.838235294	681.486486486	673.5125	856.118421053	764.272727273	728.372093023	606.069767442	342.7	284.0	475.11627907	747.892307692	821.256410256	581.512195122	743.965517241	217.454545455	415.923076923	943.8125	858.52	567.7	501.652173913	429.4	336.37037037	1325.0625	698.976744186	497.037037037	1671.45901639	892.807692308	788.4375	493.196721311	441.552631579	198.0	1517.01298701	452.130434783	312.785714286	1250.76271186	1457.13513514	2040.13207547	1027.40677966	831.575	461.0	693.514705882	805.666666667	308.038461538	380.565217391	223.476190476	345.0	149.5	131.666666667	291.636363636	151.272727273	149.461538462	226.4	387.47826087	509.125	1057.53333333	709.466666667	604.714285714	582.571428571	571.283018868	n/a	643.765957447	776.223684211	514.519230769	412.161290323	1048.01388889	226.230769231	141.230769231	249.130434783	1742.63157895	391.567567568	537.525	764.0	n/a	n/a	n/a	1131.67924528	617.7	602.243902439	354.875	571.386363636	519.565217391	736.717948718	1782.78688525	631.214285714	577.073170732	567.101694915	411.111111111	439.294117647	399.129032258	984.014285714	857.139534884	515.621621622	342.625	339.5	379.34375	590.045454545	396.525	540.111111111	656.027777778	609.1875	497.181818182	499.0	522.162790698	463.032258065	550.538461538	646.388888889	459.325	572.157894737	510.630434783	416.677419355
alpha_rarefaction_1795_9.txt	1795	9	2998.0	3610.35087719	1739.23529412	445.487179487	1373.67901235	1571.0	3226.59130435	3639.30693069	535.027027027	3389.10377358	3178.28695652	2836.2	338.090909091	3268.78301887	1097.69230769	451.916666667	689.0	759.512820513	995.181818182	1036.73333333	701.5	809.857142857	792.090909091	881.985915493	904.565217391	1186.75862069	1411.29577465	760.256410256	954.760869565	1318.76666667	887.428571429	600.622222222	1652.74418605	627.483870968	679.697368421	651.303030303	604.516129032	1195.34146341	704.325	859.068965517	964.263157895	612.158730159	932.115384615	456.181818182	2221.65625	2354.72058824	690.192307692	596.5	988.731707317	526.219512195	978.618421053	748.077922078	738.684210526	659.416666667	810.5	851.226415094	773.576923077	717.714285714	487.283783784	511.447368421	800.875	876.851851852	775.884057971	663.222222222	699.774193548	320.3	285.714285714	573.25	732.411764706	565.9	502.058823529	529.238095238	253.541666667	486.03030303	850.638297872	669.017857143	478.028571429	668.375	420.066666667	369.12	1553.390625	664.923076923	457.24137931	1806.25862069	882.765957447	768.622222222	537.631578947	462.135135135	183.555555556	1517.67901235	431.037037037	229.428571429	1430.63793103	1246.13333333	1578.25862069	1209.78181818	806.677419355	584.25	703.359375	819.916666667	345.0	314.136363636	259.4	357.285714286	171.0	288.428571429	360.666666667	149.6875	105.545454545	300.272727273	404.942307692	457.1	875.078947368	723.170212766	908.459459459	630.75	490.661290323	n/a	656.066666667	787.692307692	619.184210526	479.24137931	931.810344828	348.130434783	224.1	256.473684211	1772.78688525	357.171428571	571.433333333	718.466666667	n/a	n/a	n/a	1198.58490566	653.096774194	640.027777778	543.035714286	842.607142857	354.558823529	711.666666667	2136.77966102	738.75862069	809.103448276	490.471698113	421.2	449.323529412	380.0	944.144927536	599.169491525	551.041666667	383.279069767	383.045454545	331.5	396.2	553.0	431.676470588	670.923076923	572.914893617	488.018518519	699.692307692	523.617647059	570.076923077	349.130434783	556.058823529	481.4	538.263157895	518.518518519	453.1
alpha_rarefaction_2390_0.txt	2390	0	4350.578125	4003.43708609	2124.66019417	446.734693878	1758.21052632	1777.36486486	4125.57246377	3923.08333333	512.92	3929.0	3948.69230769	3678.89808917	495.884615385	3201.09202454	1134.58139535	438.826086957	780.75	820.484848485	620.333333333	1054.27184466	744.9	767.153846154	766.344827586	913.070588235	1002.4	1386.0952381	1682.49367089	1072.01886792	1165.96808511	1912.484375	958.441860465	747.8	1753.37931034	975.72972973	788.841463415	820.0	793.810344828	1140.38095238	617.690140845	864.734042553	1629.0	689.139240506	1040.57142857	560.717391304	2295.65853659	2209.28282828	741.606382979	683.358490566	839.901639344	599.0	953.510638298	857.909090909	759.475	739.208333333	758.776119403	822.539473684	805.041237113	852.3	687.5	722.634146341	772.031914894	1109.66666667	941.0	816.630434783	631.092307692	377.04	209.275	753.285714286	616.901408451	836.06	664.769230769	686.902439024	245.8	661.384615385	963.0	771.205479452	472.727272727	607.038461538	520.5	449.46875	1663.46153846	712.97826087	365.222222222	1881.59036145	931.3	703.56	677.25	590.157894737	178.058823529	1627.03738318	375.5	322.676470588	1744.95890411	1413.7	1849.96153846	1581.54545455	1062.62222222	639.394736842	684.284090909	1067.62295082	404.75	426.076923077	158.222222222	428.55	150.807692308	218.071428571	463.0	174.555555556	148.230769231	274.4	470.557692308	585.488372093	765.058823529	795.967213115	734.418181818	680.3125	602.681818182	n/a	680.842105263	810.53	577.387096774	500.052631579	1392.08955224	460.375	185.666666667	321.25	1748.89320388	550.027027027	587.0	839.181818182	n/a	n/a	n/a	1364.03896104	547.610169492	765.5	469.675675676	778.918367347	530.0	627.105263158	2108.25	646.777777778	815.894736842	614.471698113	687.565217391	526.071428571	387.558823529	1031.40740741	703.553846154	526.180722892	365.054545455	483.6	536.0625	647.454545455	652.0	506.277777778	722.181818182	638.454545455	547.844827586	754.886363636	576.56	443.9375	591.9375	560.670731707	541.5	658.135135135	520.592105263	491.777777778
alpha_rarefaction_2390_1.txt	2390	1	3376.65030675	4029.76190476	2046.31932773	440.666666667	1570.07142857	2015.02054795	4078.34677419	3948.77692308	479.518518519	3363.53488372	3832.89473684	4390.848	501.46875	3421.26973684	1440.0	435.6	873.652173913	859.613636364	792.142857143	1111.98130841	799.957746479	904.568965517	923.158536585	766.844036697	1101.28301887	1445.77570093	1596.01298701	979.454545455	1075.11340206	1900.71666667	922.734693878	757.56	1841.52727273	790.461538462	773.098591549	602.375	718.911764706	1159.05263158	773.147540984	1090.61445783	1880.01851852	612.123287671	1226.45454545	612.0	2089.03125	2083.86	736.727272727	571.263157895	957.352941176	536.88372093	857.647058824	846.117647059	830.114942529	859.947368421	876.285714286	947.342465753	798.702970297	857.4	621.649350649	780.153846154	734.569767442	1196.06451613	821.780821918	725.528301887	927.923076923	466.7	388.129032258	651.666666667	728.0	915.118644068	605.175438596	770.0	220.869565217	656.488372093	963.887096774	893.2	556.666666667	466.441176471	448.260869565	377.0	1712.93333333	655.277777778	478.176470588	2048.11764706	1116.55357143	674.263157895	664.6	568.857142857	158.6875	1805.79787234	541.333333333	374.0	1460.98863636	1558.51515152	1861.83783784	1613.85074627	926.0	618.0	765.048192771	923.430769231	472.84	377.2	235.0625	339.888888889	147.0	201.4	474.176470588	221.285714286	110.153846154	291.555555556	775.28125	501.022222222	879.333333333	963.063829787	688.625	579.163934426	563.380952381	n/a	641.0	774.041666667	565.904761905	457.840909091	1202.11111111	490.526315789	260.0	255.916666667	1663.82978723	397.525	564.4	693.666666667	n/a	n/a	n/a	1650.2	758.4	857.4	474.916666667	838.651162791	547.387096774	847.875	1957.2	668.744186047	880.692307692	620.185185185	409.0	493.170731707	344.916666667	1118.24719101	648.649350649	658.875	399.25	316.533333333	427.459459459	605.885714286	666.022222222	606.483870968	819.42	809.72	534.754098361	766.375	602.15	514.0	581.0	561.253012048	696.454545455	545.395833333	537.716981132	515.071428571
alpha_rarefaction_2390_2.txt	2390	2	4132.2761194	4074.56756757	2193.13461538	469.675675676	1605.3	2395.67241379	3787.06944444	3846.83916084	613.833333333	4070.16546763	3966.75714286	3635.35135135	506.303030303	4045.15217391	1409.98648649	552.4375	736.011111111	848.511904762	874.169491525	1057.85294118	756.12987013	783.708333333	1049.0	997.342105263	996.444444444	1291.33333333	1415.5	925.12244898	1108.1010101	1625.10958904	896.6	896.902439024	1632.50704225	875.405063291	812.833333333	750.657894737	633.253521127	1143.12068966	828.75	832.159292035	1355.5	715.047619048	1141.7	529.558139535	1946.10377358	2475.66666667	803.339622642	610.741935484	799.492537313	687.783783784	970.063157895	818.558139535	1026.0	624.222222222	807.93220339	1023.28125	921.10989011	798.214285714	710.223880597	1154.6	780.888888889	1301.63953488	921.452054795	961.981132075	742.4375	492.037037037	327.888888889	741.022222222	731.023255814	849.050847458	661.892857143	576.018518519	231.090909091	732.571428571	829.620689655	863.850746269	472.454545455	551.6	540.535714286	422.0625	1662.05882353	871.92	373.11627907	2023.08536585	906.833333333	792.097560976	674.125	589.676470588	176.571428571	1952.57142857	481.09375	305.714285714	1914.02985075	1194.83544304	2073.09589041	1490.58823529	737.048387097	694.657894737	614.170454545	834.078947368	416.365853659	343.785714286	189.777777778	302.576923077	197.25	199.8	480.2	214.2	123.4	280.884615385	648.348837209	448.15	783.018867925	815.849056604	752.019607843	788.162162162	603.040540541	n/a	612.158730159	762.957894737	741.386363636	400.363636364	1016.26190476	399.0	284.090909091	296.517241379	2010.1375	502.666666667	511.4375	669.305084746	n/a	n/a	n/a	1604.16666667	714.125	716.0	573.0	870.139534884	402.027777778	796.071428571	2146.78571429	697.918918919	983.923076923	546.157894737	502.088235294	642.135135135	458.032258065	1119.18390805	686.542857143	648.045454545	340.181818182	664.142857143	500.090909091	567.676470588	514.303571429	639.724137931	735.208333333	716.06122449	535.602739726	696.306122449	512.8	483.157894737	489.212765957	543.059701493	552.11627907	618.489795918	503.390625	479.459459459
alpha_rarefaction_2390_3.txt	2390	3	3551.78846154	4079.01898734	1963.18421053	412.348837209	1675.96116505	1903.04477612	3834.07746479	3399.25625	583.270833333	4281.55319149	3845.25	4148.140625	473.8	4001.66666667	1221.1097561	439.522727273	867.880597015	998.304347826	903.522727273	1067.24489796	797.194805195	863.060606061	775.554347826	1012.5212766	1037.01851852	1224.79661017	1645.98591549	874.962264151	1096.85714286	1757.31884058	748.568965517	849.8	1816.528	836.5	880.924050633	647.139534884	714.514285714	1061.31818182	701.333333333	1108.01010101	1333.71428571	692.04	1260.35294118	526.56097561	2400.89873418	1930.53061224	774.5	636.960784314	898.254237288	602.942307692	902.381443299	802.833333333	905.06097561	740.733333333	920.568181818	825.511627907	920.12345679	927.4375	714.720588235	627.960784314	834.719101124	1001.04424779	839.924242424	719.552238806	689.701754386	388.285714286	389.24	608.97826087	688.469879518	881.882352941	622.101694915	730.523809524	262.043478261	742.6	852.390625	934.0	448.142857143	489.677419355	575.894736842	338.724137931	1588.65517241	707.466666667	460.325	1671.0	922.241935484	749.873015873	688.018518519	563.285714286	256.545454545	1838.02247191	445.3125	270.774193548	2128.06896552	1571.9047619	1847.76923077	1342.44285714	870.5	615.5	682.720430108	1108.0	410.5	366.137931034	183.875	301.5	158.038461538	162.833333333	559.433333333	209.12	146.125	219.0	666.837837838	464.56097561	881.333333333	835.381818182	783.288461538	637.622222222	639.567164179	n/a	635.214285714	876.154761905	641.132075472	615.322580645	1081.24137931	349.75	142.875	278.555555556	1786.06741573	440.625	521.108695652	719.358208955	n/a	n/a	n/a	1461.578125	762.956521739	550.888888889	621.15625	697.818181818	508.161290323	782.025	2188.5625	661.31884058	885.097560976	648.637931034	528.428571429	637.675675676	436.459459459	952.782608696	667.014285714	590.846153846	368.107142857	465.375	682.230769231	532.090909091	665.022222222	526.27027027	731.117647059	691.887096774	627.101694915	746.695652174	544.441860465	477.534883721	501.736842105	676.281690141	586.538461538	611.818181818	517.776119403	448.0
alpha_rarefaction_2390_4.txt	2390	4	3860.12765957	3830.0	2066.7826087	450.6	1798.85714286	2020.21428571	3996.05714286	3446.07361963	556.018518519	3794.25827815	3987.43708609	3897.94852941	446.348837209	3548.81506849	1192.17241379	559.428571429	794.12345679	923.232876712	773.964912281	1120.90909091	949.0	881.0	983.888888889	924.811111111	902.537313433	1258.59677419	1608.95	806.75	1088.96330275	1682.68493151	963.568181818	749.019230769	2045.42857143	891.413793103	973.114285714	877.090909091	876.05	1213.08064516	724.571428571	996.776595745	1275.88157895	712.514285714	936.652173913	522.238095238	2071.89473684	2083.75925926	743.037383178	703.454545455	828.130434783	689.166666667	975.264705882	936.794520548	724.835294118	726.441860465	829.849056604	841.445783133	814.96	820.408450704	633.238095238	803.243902439	706.079207921	1130.61363636	788.037037037	787.75	801.1	368.935483871	378.416666667	552.775510204	704.548780488	975.6	672.448979592	674.857142857	270.037037037	835.277777778	816.739130435	916.833333333	636.052631579	506.2	512.565217391	350.529411765	1753.15625	789.065217391	373.93220339	2474.75	785.114285714	576.447761194	584.681818182	628.371428571	227.1875	1856.34862385	493.0	267.7	1676.90140845	1753.5	1653.02325581	1529.1	837.381818182	517.306122449	620.395604396	1033.08064516	511.129032258	314.634146341	236.772727273	326.5	187.333333333	185.8	426.428571429	206.666666667	188.428571429	321.047619048	639.692307692	631.0	980.212765957	699.01369863	843.571428571	595.185185185	667.515625	n/a	676.0	925.109756098	686.32	466.228571429	1135.23333333	482.0	166.666666667	287.857142857	1695.08791209	510.161290323	539.0	781.111111111	n/a	n/a	n/a	1265.83333333	846.923076923	722.090909091	463.066666667	708.881355932	409.023255814	798.575	2372.41666667	637.974683544	869.625	551.448275862	439.135135135	606.384615385	512.464285714	1061.06896552	731.161764706	648.430769231	402.80952381	475.75	543.4375	566.676470588	665.95	549.571428571	795.0	709.057692308	581.158730159	607.169491525	493.019607843	453.708333333	488.622222222	680.0	666.333333333	495.788461538	520.263888889	455.133333333
alpha_rarefaction_2390_5.txt	2390	5	3924.79545455	4315.44	2108.19642857	511.523809524	1827.07291667	2119.3880597	3856.45517241	3632.08280255	604.018518519	3655.22368421	3617.57055215	3991.28378378	425.75	3879.96946565	1301.28571429	460.15	855.75	728.628571429	793.118644068	1089.375	806.059701493	841.232876712	901.345679012	868.610526316	972.149253731	1295.56034483	1810.43037975	902.0	1303.03571429	2140.85714286	983.695652174	834.23255814	1867.48245614	753.467532468	738.483146067	730.97826087	599.011904762	1127.23880597	741.904761905	915.0	1405.83823529	636.741935484	1099.63076923	549.097560976	2387.01190476	2296.5625	791.884615385	591.710144928	967.58490566	472.0	929.224299065	910.818181818	866.68	765.734693878	750.142857143	930.478873239	880.306930693	884.986486486	617.076923077	641.957446809	801.802197802	1084.38297872	786.0	773.018518519	682.226415094	373.076923077	319.277777778	629.2	726.6	839.509090909	823.813953488	575.571428571	301.037037037	691.634146341	830.042857143	924.596491228	682.333333333	608.333333333	510.913043478	420.181818182	1956.16666667	880.717391304	410.774193548	2088.36842105	1000.30882353	997.153846154	676.387096774	542.234042553	188.4	1711.51886792	537.551724138	315.894736842	1614.88157895	1313.78947368	1778.9375	1511.22058824	958.317073171	632.023809524	671.0	1273.86538462	378.277777778	333.96875	191.384615385	309.344827586	192.0	141.4375	355.590909091	233.833333333	161.105263158	363.954545455	547.5	446.8125	875.181818182	934.666666667	613.411764706	692.021276596	782.620689655	n/a	667.081967213	790.459183673	683.677966102	620.038461538	1095.3253012	676.071428571	209.461538462	353.875	2050.11764706	524.137931034	512.170212766	705.537313433	n/a	n/a	n/a	1527.01923077	581.2	763.255319149	421.622222222	812.222222222	444.133333333	662.583333333	2127.93258427	719.986486486	805.0	523.0	580.903225806	639.277777778	449.6	993.511627907	767.625	552.696202532	341.49122807	374.607142857	389.65	544.277777778	671.583333333	486.790697674	610.610169492	650.016666667	657.365384615	527.188405797	441.388888889	532.027777778	513.447368421	695.753424658	471.0	680.384615385	494.158730159	523.255319149
