	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_10_0.txt	10	0	55.0	55.0	16.0	22.0	23.0	55.0	55.0	55.0	13.0	23.0	55.0	55.0	22.0	55.0	22.0	12.0	55.0	23.0	12.0	23.0	55.0	9.0	55.0	23.0	8.5	55.0	29.0	23.0	23.0	23.0	23.0	23.0	55.0	55.0	29.0	23.0	23.0	23.0	13.0	12.0	11.0	55.0	13.0	11.0	55.0	13.0	55.0	29.0	23.0	23.0	23.0	55.0	23.0	55.0	13.0	7.0	55.0	55.0	55.0	22.0	55.0	55.0	29.0	29.0	12.0	4.0	7.0	7.0	23.0	23.0	23.0	13.0	29.0	23.0	13.0	55.0	55.0	3.0	4.0	22.0	23.0	55.0	7.0	29.0	8.5	9.0	22.0	12.0	4.5	55.0	7.0	11.0	22.0	29.0	55.0	13.0	12.0	11.0	55.0	23.0	11.0	4.5	4.0	11.0	6.5	3.0	3.0	4.5	2.0	7.0	7.0	16.0	13.0	8.0	13.0	29.0	13.0	29.0	22.0	9.0	23.0	12.0	55.0	29.0	4.0	4.0	23.0	22.0	55.0	23.0	23.0	5.0	13.0	23.0	13.0	22.0	13.0	12.0	23.0	23.0	55.0	29.0	29.0	23.0	6.2	13.0	13.0	8.5	22.0	29.0	9.0	12.0	7.0	12.0	13.0	22.0	29.0	7.0	23.0	12.0	16.0	7.0	6.5	23.0	12.0	12.0	23.0	23.0
alpha_rarefaction_10_1.txt	10	1	55.0	55.0	9.0	11.0	13.0	9.0	55.0	55.0	16.0	55.0	55.0	55.0	6.5	23.0	16.0	29.0	55.0	23.0	23.0	55.0	23.0	16.0	13.0	23.0	29.0	55.0	29.0	5.33333333333	11.0	23.0	13.0	13.0	22.0	23.0	23.0	13.0	55.0	23.0	23.0	55.0	55.0	23.0	29.0	12.0	55.0	23.0	13.0	55.0	23.0	7.0	23.0	55.0	55.0	23.0	13.0	29.0	23.0	12.0	29.0	12.0	55.0	29.0	16.0	16.0	9.0	7.0	9.0	11.0	23.0	55.0	29.0	12.0	5.5	9.0	55.0	13.0	13.0	6.5	4.0	22.0	23.0	16.0	4.0	23.0	23.0	55.0	55.0	29.0	2.0	9.0	5.5	1.0	55.0	55.0	55.0	8.5	12.0	6.5	55.0	22.0	4.0	4.0	2.0	7.0	7.0	4.5	11.0	4.0	3.0	4.0	16.0	13.0	23.0	13.0	12.0	13.0	55.0	23.0	23.0	23.0	23.0	12.0	23.0	9.0	3.0	55.0	55.0	22.0	29.0	8.5	13.0	13.0	8.5	55.0	13.0	8.0	5.0	13.0	29.0	55.0	29.0	13.0	29.0	13.0	3.0	29.0	13.0	5.0	16.0	13.0	9.0	13.0	11.0	8.5	13.0	8.0	5.33333333333	22.0	55.0	8.0	9.0	5.0	5.33333333333	29.0	5.5	13.0	13.0	23.0
alpha_rarefaction_10_2.txt	10	2	55.0	23.0	29.0	7.0	13.0	55.0	55.0	55.0	16.0	23.0	55.0	55.0	7.0	55.0	6.5	16.0	13.0	55.0	8.0	29.0	29.0	13.0	55.0	13.0	13.0	55.0	23.0	13.0	23.0	55.0	55.0	6.5	29.0	55.0	23.0	12.0	29.0	23.0	55.0	55.0	5.5	23.0	12.0	11.0	55.0	23.0	12.0	23.0	16.0	13.0	23.0	29.0	13.0	23.0	23.0	8.0	23.0	23.0	55.0	13.0	23.0	23.0	16.0	29.0	29.0	7.0	5.0	12.0	55.0	23.0	55.0	13.0	29.0	23.0	23.0	55.0	12.0	5.33333333333	22.0	8.0	55.0	4.0	11.0	12.0	9.0	13.0	13.0	23.0	4.0	23.0	12.0	7.0	55.0	13.0	23.0	13.0	13.0	7.0	55.0	22.0	11.0	4.5	7.0	6.5	2.0	2.0	7.0	4.5	2.0	3.0	11.0	12.0	55.0	23.0	23.0	12.0	23.0	12.0	12.0	55.0	29.0	23.0	23.0	12.0	4.0	8.5	23.0	12.0	12.0	55.0	55.0	5.0	13.0	13.0	23.0	12.0	12.0	23.0	23.0	22.0	55.0	55.0	12.0	13.0	29.0	22.0	13.0	12.0	22.0	55.0	12.0	12.0	23.0	22.0	8.5	23.0	12.0	11.0	9.0	23.0	11.0	12.0	6.5	29.0	23.0	8.5	29.0	7.0
alpha_rarefaction_10_3.txt	10	3	55.0	55.0	16.0	16.0	23.0	23.0	55.0	55.0	9.0	55.0	55.0	55.0	4.5	55.0	22.0	16.0	23.0	4.5	12.0	55.0	23.0	23.0	23.0	29.0	23.0	55.0	23.0	23.0	4.0	23.0	13.0	29.0	55.0	23.0	23.0	13.0	55.0	9.0	9.0	55.0	5.0	55.0	8.5	7.0	23.0	55.0	55.0	13.0	7.0	22.0	55.0	23.0	55.0	23.0	29.0	16.0	29.0	55.0	55.0	55.0	55.0	23.0	29.0	7.0	9.0	7.0	7.0	16.0	55.0	23.0	12.0	12.0	12.0	23.0	12.0	23.0	9.0	7.0	4.0	12.0	23.0	12.0	7.0	13.0	9.0	23.0	29.0	29.0	4.5	23.0	13.0	11.0	55.0	55.0	55.0	55.0	55.0	11.0	23.0	29.0	22.0	12.0	4.0	7.0	11.0	4.5	11.0	2.0	11.0	6.5	7.0	12.0	23.0	29.0	9.0	22.0	29.0	55.0	23.0	13.0	22.0	22.0	23.0	13.0	4.0	5.5	23.0	16.0	23.0	8.5	8.5	9.0	12.0	23.0	23.0	22.0	12.0	55.0	9.0	12.0	13.0	55.0	13.0	29.0	12.0	29.0	55.0	29.0	23.0	29.0	22.0	11.0	16.0	9.0	55.0	16.0	6.5	11.0	9.0	29.0	16.0	7.0	16.0	13.0	12.0	23.0	13.0	8.5
alpha_rarefaction_10_4.txt	10	4	55.0	55.0	23.0	16.0	23.0	23.0	23.0	55.0	7.0	55.0	55.0	55.0	16.0	55.0	11.0	6.5	23.0	29.0	13.0	23.0	23.0	29.0	23.0	13.0	55.0	55.0	11.0	13.0	16.0	55.0	12.0	55.0	29.0	13.0	55.0	29.0	8.5	23.0	8.5	29.0	12.0	23.0	23.0	6.5	55.0	13.0	55.0	55.0	22.0	29.0	55.0	23.0	55.0	55.0	23.0	8.5	22.0	29.0	55.0	13.0	23.0	55.0	12.0	29.0	6.5	2.0	7.0	12.0	55.0	55.0	55.0	23.0	16.0	7.0	55.0	23.0	12.0	12.0	7.0	12.0	29.0	4.0	7.0	29.0	8.5	13.0	12.0	55.0	4.0	9.0	8.0	4.0	23.0	29.0	55.0	13.0	13.0	16.0	23.0	22.0	11.0	16.0	11.0	16.0	11.0	2.0	4.0	4.5	1.0	4.0	4.0	13.0	23.0	12.0	29.0	29.0	23.0	29.0	23.0	23.0	29.0	23.0	23.0	13.0	4.0	23.0	55.0	12.0	29.0	12.0	23.0	22.0	55.0	23.0	7.0	13.0	12.0	23.0	13.0	23.0	55.0	55.0	29.0	13.0	8.0	7.0	13.0	29.0	13.0	13.0	11.0	23.0	16.0	8.5	55.0	29.0	29.0	11.0	55.0	22.0	22.0	23.0	23.0	23.0	23.0	12.0	55.0	23.0
alpha_rarefaction_10_5.txt	10	5	55.0	55.0	13.0	4.0	29.0	23.0	55.0	55.0	2.0	55.0	55.0	23.0	11.0	55.0	9.0	7.0	55.0	55.0	13.0	55.0	23.0	22.0	55.0	23.0	22.0	13.0	29.0	13.0	23.0	55.0	13.0	11.0	23.0	55.0	55.0	7.0	55.0	23.0	23.0	55.0	2.0	55.0	8.5	4.0	55.0	55.0	29.0	29.0	9.0	12.0	23.0	13.0	13.0	12.0	23.0	23.0	23.0	55.0	55.0	23.0	13.0	55.0	23.0	23.0	12.0	22.0	11.0	12.0	29.0	13.0	23.0	8.5	23.0	13.0	13.0	23.0	29.0	12.0	1.0	6.5	55.0	11.0	2.0	23.0	12.0	13.0	8.5	12.0	4.5	7.0	16.0	6.5	23.0	55.0	23.0	23.0	55.0	29.0	55.0	5.33333333333	4.0	6.5	4.0	7.0	7.0	7.0	4.5	6.5	4.0	6.5	9.0	9.0	22.0	13.0	9.0	13.0	23.0	23.0	12.0	55.0	13.0	23.0	55.0	12.0	5.5	13.0	23.0	8.5	23.0	23.0	13.0	7.0	12.0	13.0	13.0	29.0	7.0	23.0	8.0	23.0	55.0	23.0	13.0	55.0	5.33333333333	13.0	7.0	29.0	8.5	9.0	6.5	13.0	11.0	29.0	23.0	11.0	11.0	22.0	23.0	12.0	22.0	9.0	8.5	23.0	9.0	13.0	23.0	8.5
alpha_rarefaction_10_6.txt	10	6	55.0	55.0	29.0	3.0	13.0	55.0	23.0	55.0	22.0	55.0	55.0	55.0	16.0	55.0	22.0	6.5	23.0	23.0	13.0	23.0	55.0	13.0	55.0	23.0	29.0	55.0	12.0	8.5	23.0	55.0	22.0	12.0	13.0	55.0	22.0	13.0	29.0	23.0	5.33333333333	55.0	6.5	29.0	23.0	2.0	23.0	29.0	23.0	55.0	55.0	23.0	13.0	23.0	23.0	22.0	13.0	11.0	23.0	55.0	23.0	29.0	23.0	23.0	23.0	22.0	22.0	7.0	4.0	6.5	12.0	55.0	23.0	12.0	6.5	12.0	23.0	23.0	29.0	5.33333333333	16.0	16.0	55.0	2.0	11.0	29.0	13.0	23.0	23.0	22.0	4.5	13.0	11.0	7.0	23.0	23.0	23.0	23.0	55.0	16.0	29.0	12.0	7.0	4.5	7.0	4.0	4.0	2.0	6.5	3.0	3.0	29.0	16.0	12.0	9.0	11.0	13.0	12.0	55.0	23.0	13.0	8.5	23.0	13.0	55.0	12.0	3.0	8.0	23.0	22.0	55.0	23.0	13.0	7.0	9.0	23.0	13.0	23.0	9.0	23.0	7.0	9.0	55.0	55.0	12.0	23.0	9.0	23.0	16.0	23.0	23.0	22.0	22.0	12.0	4.0	29.0	12.0	22.0	16.0	9.0	8.5	23.0	16.0	12.0	5.33333333333	22.0	29.0	13.0	55.0	55.0
alpha_rarefaction_10_7.txt	10	7	55.0	55.0	23.0	4.0	13.0	23.0	55.0	55.0	4.0	55.0	55.0	55.0	9.0	55.0	22.0	4.0	23.0	23.0	12.0	23.0	55.0	13.0	55.0	29.0	29.0	55.0	23.0	12.0	22.0	55.0	13.0	22.0	23.0	29.0	13.0	9.0	23.0	29.0	29.0	23.0	7.0	23.0	23.0	6.5	13.0	55.0	23.0	55.0	23.0	29.0	23.0	55.0	23.0	23.0	13.0	29.0	29.0	55.0	55.0	29.0	22.0	23.0	13.0	29.0	4.0	4.0	4.0	22.0	23.0	55.0	13.0	8.5	12.0	13.0	55.0	23.0	16.0	9.0	12.0	8.0	8.5	22.0	4.0	9.0	8.5	12.0	6.5	8.5	11.0	29.0	8.0	11.0	23.0	23.0	23.0	23.0	23.0	16.0	23.0	55.0	11.0	3.0	4.0	2.0	9.0	4.5	11.0	4.0	1.0	16.0	7.0	8.5	12.0	22.0	23.0	13.0	23.0	12.0	29.0	9.0	13.0	11.0	55.0	6.2	3.0	8.5	13.0	16.0	23.0	55.0	55.0	7.0	22.0	55.0	13.0	9.0	22.0	29.0	7.0	13.0	13.0	13.0	7.0	12.0	23.0	12.0	7.0	16.0	16.0	23.0	22.0	13.0	4.0	8.5	23.0	23.0	9.0	29.0	29.0	22.0	7.0	12.0	8.0	23.0	22.0	5.33333333333	55.0	29.0
alpha_rarefaction_10_8.txt	10	8	23.0	23.0	16.0	4.0	12.0	23.0	55.0	55.0	22.0	55.0	55.0	23.0	22.0	55.0	16.0	9.0	23.0	23.0	55.0	23.0	13.0	29.0	55.0	55.0	23.0	23.0	13.0	13.0	29.0	55.0	13.0	23.0	12.0	13.0	12.0	13.0	55.0	55.0	13.0	55.0	12.0	29.0	29.0	11.0	55.0	55.0	23.0	55.0	23.0	9.0	23.0	23.0	22.0	12.0	23.0	16.0	29.0	23.0	55.0	13.0	13.0	55.0	23.0	29.0	23.0	16.0	9.0	11.0	23.0	13.0	9.0	23.0	4.5	12.0	23.0	55.0	55.0	5.33333333333	7.0	13.0	23.0	22.0	9.0	12.0	5.0	23.0	23.0	13.0	1.0	29.0	6.2	7.0	9.0	55.0	23.0	13.0	13.0	11.0	55.0	29.0	11.0	4.5	2.0	11.0	11.0	11.0	4.0	7.0	4.0	4.5	16.0	55.0	13.0	29.0	55.0	13.0	55.0	23.0	13.0	12.0	13.0	55.0	55.0	12.0	3.0	12.0	55.0	3.0	55.0	12.0	13.0	7.0	29.0	23.0	13.0	12.0	12.0	55.0	12.0	12.0	23.0	23.0	55.0	55.0	12.0	8.5	23.0	29.0	23.0	55.0	5.33333333333	13.0	22.0	7.0	13.0	23.0	12.0	22.0	29.0	55.0	7.0	6.5	5.33333333333	29.0	12.0	55.0	13.0	23.0
alpha_rarefaction_10_9.txt	10	9	55.0	55.0	23.0	7.0	29.0	55.0	55.0	55.0	29.0	55.0	55.0	55.0	3.0	55.0	23.0	29.0	13.0	55.0	8.5	23.0	23.0	16.0	55.0	55.0	13.0	13.0	23.0	55.0	16.0	55.0	8.5	13.0	16.0	55.0	23.0	55.0	23.0	55.0	9.0	9.0	23.0	23.0	5.5	16.0	23.0	55.0	55.0	13.0	13.0	12.0	55.0	55.0	23.0	29.0	23.0	22.0	13.0	29.0	13.0	9.0	55.0	55.0	22.0	16.0	9.0	2.0	4.0	16.0	8.5	23.0	55.0	12.0	23.0	23.0	23.0	29.0	13.0	4.0	3.0	4.5	12.0	11.0	2.0	23.0	22.0	13.0	55.0	12.0	7.0	23.0	29.0	3.0	29.0	13.0	13.0	55.0	29.0	12.0	13.0	29.0	11.0	12.0	4.0	6.5	4.0	4.0	4.0	7.0	2.0	3.0	12.0	29.0	13.0	8.0	13.0	13.0	12.0	55.0	13.0	23.0	12.0	29.0	23.0	23.0	4.0	13.0	23.0	23.0	13.0	13.0	23.0	12.0	29.0	23.0	23.0	23.0	12.0	55.0	12.0	8.5	55.0	23.0	7.0	29.0	13.0	7.0	23.0	16.0	13.0	23.0	4.5	9.0	7.0	12.0	23.0	13.0	16.0	16.0	23.0	55.0	7.0	4.5	16.0	23.0	12.0	12.0	12.0	13.0
alpha_rarefaction_605_0.txt	605	0	1644.8	1845.5	832.617647059	320.058823529	842.322580645	1226.8	1599.9	1464.13953488	436.545454545	1750.0	1430.8	1767.69230769	216.0	1348.04255319	688.038461538	327.0	405.869565217	476.677419355	410.772727273	595.782608696	331.677419355	402.384615385	579.555555556	497.028571429	587.833333333	732.0	500.363636364	333.5625	746.64	916.12	391.071428571	276.142857143	869.5	633.75	518.04	280.25	435.64	641.142857143	471.176470588	570.903225806	781.75	429.193548387	573.05	269.545454545	960.433333333	1047.79411765	587.615384615	330.44	506.333333333	295.875	626.228571429	398.216216216	463.7	465.375	383.545454545	549.5	479.75	438.666666667	510.75	463.272727273	586.483870968	527.097560976	553.0	481.588235294	375.8	188.363636364	116.1	344.142857143	451.333333333	611.153846154	313.2	378.0	178.5	267.0	407.12	502.913043478	253.4	268.545454545	202.125	239.090909091	553.121212121	341.866666667	304.5	699.923076923	412.772727273	274.714285714	351.384615385	246.176470588	114.272727273	950.774193548	341.666666667	372.75	682.555555556	896.5	801.294117647	540.129032258	316.44	324.136363636	441.0	461.0	183.882352941	146.5625	98.0909090909	203.272727273	86.5	110.0	350.6	69.0769230769	78.5	174.5	221.0	183.0	369.714285714	413.882352941	484.461538462	278.869565217	431.115384615	352.25	406.181818182	620.125	421.882352941	255.545454545	660.636363636	219.090909091	73.5	185.866666667	994.44	227.2	320.894736842	405.117647059	n/a	n/a	n/a	601.25	355.526315789	389.066666667	282.75	415.714285714	302.111111111	455.625	877.46875	500.315789474	323.4	356.434782609	136.647058824	242.8	297.153846154	659.545454545	367.935483871	302.275	334.071428571	209.0	221.428571429	252.5	340.105263158	228.368421053	401.5	343.0	357.434782609	300.0	210.5	239.4	325.5	408.37037037	222.166666667	287.315789474	331.473684211	165.833333333
alpha_rarefaction_605_1.txt	605	1	1715.04651163	1594.88372093	740.578947368	306.214285714	883.5	1020.72727273	1966.84848485	1566.73170732	348.428571429	1793.22727273	2098.87096774	1820.89473684	332.6	1974.66666667	656.230769231	269.882352941	453.0	555.451612903	342.714285714	597.153846154	449.285714286	475.142857143	497.875	540.941176471	655.909090909	755.571428571	706.75	434.666666667	641.384615385	728.517241379	310.5	335.4	1157.91666667	384.636363636	543.517241379	343.0	351.533333333	516.37037037	398.333333333	653.785714286	896.5	474.541666667	491.055555556	289.789473684	1254.65217391	990.636363636	551.433333333	355.681818182	507.916666667	261.0	480.738095238	502.037037037	460.357142857	291.285714286	518.833333333	460.714285714	537.7	496.176470588	435.652173913	511.545454545	496.857142857	487.285714286	411.777777778	371.956521739	341.833333333	170.5	416.5	416.4	614.272727273	393.0	334.6	349.789473684	151.909090909	441.545454545	443.375	526.4	334.5625	216.615384615	138.545454545	208.055555556	730.807692308	276.206896552	270.230769231	1055.0	478.142857143	409.526315789	497.142857143	204.5	110.666666667	632.56097561	249.583333333	231.111111111	616.6	775.526315789	908.730769231	688.476190476	401.181818182	284.0	432.363636364	521.15	175.714285714	187.0	142.0	146.5625	83.0	92.1428571429	233.0	79.1111111111	77.3333333333	243.25	381.153846154	234.071428571	484.352941176	402.5	296.272727273	276.391304348	393.875	295.032258065	392.136363636	695.454545455	659.583333333	246.090909091	652.807692308	199.833333333	124.75	167.055555556	1053.03703704	227.2	348.4	497.916666667	n/a	n/a	n/a	596.333333333	286.4	366.076923077	228.368421053	265.956521739	204.230769231	297.5	1005.44444444	429.034482759	294.166666667	361.125	591.0	447.625	181.071428571	681.0	287.8	332.902439024	214.666666667	332.5	352.0	258.75	480.461538462	318.5	355.526315789	574.214285714	319.433333333	312.3	437.0	252.571428571	243.0	422.357142857	570.857142857	277.052631579	381.5	378.1
alpha_rarefaction_605_2.txt	605	2	2053.57142857	2164.66666667	922.333333333	205.5	932.111111111	1008.30952381	1631.0	1941.6	245.375	1635.47826087	2025.82352941	2006.48648649	180.55	1523.53488372	1075.3125	314.352941176	414.885714286	667.533333333	323.6	740.441176471	487.352941176	636.5	453.2	510.0	343.130434783	628.578947368	782.84	399.315789474	495.125	560.5	306.0	302.047619048	1041.0	400.5	717.555555556	344.25	485.714285714	533.666666667	413.5	623.857142857	769.954545455	409.529411765	920.583333333	277.2	975.034482759	771.894736842	546.0	306.875	424.0	444.0	634.724137931	464.108108108	535.714285714	427.882352941	411.526315789	495.217391304	544.129032258	505.0	429.12	402.428571429	529.6	541.777777778	468.25	434.176470588	287.647058824	227.769230769	170.272727273	343.058823529	488.161290323	343.24	361.652173913	392.9375	217.75	369.75	560.105263158	457.545454545	264.625	213.0	262.0	269.0	726.75	622.111111111	458.111111111	994.125	396.956521739	375.882352941	345.043478261	462.0	96.1428571429	1242.4	272.75	147.833333333	677.774193548	696.5	659.161290323	719.1875	410.047619048	312.5	451.032258065	426.096774194	275.272727273	190.111111111	92.7692307692	131.0	179.5	112.2	251.363636364	113.0	150.75	172.428571429	236.772727273	282.4	329.894736842	328.25	474.0	317.5625	389.391304348	444.352941176	337.041666667	679.5	365.526315789	245.090909091	615.636363636	197.909090909	65.6666666667	151.5	688.5	203.130434783	350.058823529	932.6	n/a	n/a	n/a	554.129032258	436.666666667	554.8	319.2	416.055555556	351.111111111	425.4	943.222222222	452.25	317.352941176	286.8	284.428571429	230.0	253.583333333	444.322580645	463.954545455	410.37037037	202.047619048	245.6	259.928571429	272.333333333	293.315789474	223.55	314.260869565	313.285714286	428.789473684	302.315789474	283.2	291.5	218.0	423.0	362.090909091	279.954545455	353.12	337.333333333
alpha_rarefaction_605_3.txt	605	3	1554.73469388	1747.0	949.555555556	287.166666667	721.6	1227.44117647	1699.71794872	1976.37142857	291.15	1968.52631579	1394.73333333	1659.77272727	219.066666667	1964.84848485	692.454545455	232.75	454.724137931	493.884615385	368.24	763.0625	432.0	466.5	608.625	513.0	430.0	879.615384615	725.55	465.055555556	729.2	596.0	397.5	466.0	924.7	458.5	474.4	324.5	492.619047619	391.84375	381.65	659.125	513.730769231	567.473684211	543.4	273.157894737	921.25	1262.23076923	506.441176471	349.272727273	434.666666667	333.055555556	527.081081081	747.545454545	438.344827586	288.285714286	448.894736842	514.476190476	546.756756757	516.896551724	381.5	552.375	420.625	608.517241379	621.315789474	314.0	359.176470588	217.066666667	141.75	293.0	377.117647059	356.041666667	340.0	353.526315789	141.909090909	268.166666667	452.965517241	406.0	289.8125	244.909090909	182.0	110.0625	787.0	414.0	338.0	1119.63636364	448.038461538	360.5	426.588235294	229.772727273	95.25	1393.05555556	217.153846154	152.5	760.214285714	734.791666667	796.625	629.130434783	419.0	293.117647059	569.2	411.37037037	269.666666667	180.0	141.25	151.066666667	113.0	68.0	218.75	117.5	136.0	245.6	223.0625	282.75	411.791666667	456.105263158	507.3	349.4	389.107142857	323.875	434.352941176	544.884615385	337.176470588	275.0	427.666666667	163.4	93.0909090909	141.0	1215.45454545	396.0	370.25	295.344827586	n/a	n/a	n/a	584.0	395.066666667	364.25	224.0	341.333333333	231.583333333	254.545454545	819.6	414.807692308	271.75	280.307692308	366.166666667	303.153846154	207.647058824	624.272727273	459.483870968	409.807692308	263.0	215.071428571	255.076923077	300.5	330.8	347.5	332.0	556.0	364.25	513.615384615	313.769230769	240.666666667	247.666666667	411.5	202.625	369.666666667	295.777777778	316.090909091
alpha_rarefaction_605_4.txt	605	4	1636.4	2280.52941176	1007.34482759	296.928571429	1001.44444444	988.525	1500.59574468	1603.15384615	214.882352941	1604.40540541	1865.33333333	2194.75757576	138.894736842	1383.48837209	743.473684211	219.043478261	471.785714286	547.535714286	434.125	596.023809524	622.5	421.545454545	524.5	490.181818182	447.833333333	581.636363636	527.0	670.0	665.689655172	884.869565217	372.25	299.0	734.133333333	384.75	730.894736842	285.157894737	424.0	598.285714286	356.315789474	657.357142857	696.176470588	634.157894737	391.875	364.090909091	879.107142857	1203.03571429	736.076923077	304.037037037	404.75	358.214285714	757.076923077	656.785714286	370.363636364	323.0	496.166666667	437.043478261	445.837837838	537.0	420.565217391	282.954545455	356.071428571	555.263157895	406.035714286	514.833333333	333.25	223.4	190.75	281.833333333	353.941176471	427.652173913	327.285714286	355.652173913	133.526315789	399.583333333	533.636363636	441.545454545	317.5625	323.230769231	178.083333333	152.714285714	762.037037037	397.272727273	221.0	664.085714286	469.714285714	426.5	434.2	235.12	81.5	803.2	267.0	221.333333333	792.0	613.888888889	912.12	625.730769231	457.0	281.4	483.5	522.857142857	178.083333333	194.909090909	134.75	129.75	110.111111111	90.1428571429	195.0	113.5	70.2	122.0	275.235294118	319.1	418.8	324.0	312.0	330.272727273	372.038461538	292.555555556	434.0	489.037037037	487.75	189.071428571	690.625	193.8	110.0	206.5	1079.14285714	215.894736842	313.214285714	418.772727273	n/a	n/a	n/a	736.772727273	325.333333333	245.4	212.5	427.473684211	269.571428571	486.769230769	896.6	417.37037037	437.1875	518.052631579	832.5	249.1875	176.125	557.64	354.04	297.571428571	249.913043478	169.0	223.166666667	216.214285714	484.0	241.0625	389.055555556	362.5	302.25	288.476190476	315.5	326.0	360.833333333	368.833333333	325.8	286.875	390.115384615	317.769230769
alpha_rarefaction_605_5.txt	605	5	1831.58333333	1787.87804878	1084.33333333	304.142857143	848.09375	1165.55263158	1475.52272727	2111.0	186.037037037	1246.51851852	2160.77419355	1812.0	241.5	1825.4	1528.75	229.615384615	472.230769231	579.714285714	420.0	543.0	523.045454545	584.4	418.483870968	594.428571429	738.769230769	682.972972973	549.833333333	541.25	601.454545455	899.454545455	503.714285714	494.272727273	953.157894737	616.965517241	384.965517241	332.5	374.913043478	506.848484848	485.75	606.043478261	949.066666667	460.357142857	418.64	237.1875	1190.37037037	1395.43478261	468.428571429	302.2	521.05	241.473684211	473.923076923	493.926829268	649.052631579	344.043478261	373.333333333	665.0625	584.037037037	438.675675676	557.5	283.954545455	437.133333333	698.387096774	704.0625	374.882352941	391.117647059	151.066666667	162.5	255.0	363.323529412	312.888888889	253.333333333	361.045454545	147.2	326.0	484.12	432.103448276	235.714285714	160.0	220.153846154	273.333333333	582.588235294	373.333333333	322.8	958.64	635.25	401.5	317.896551724	299.125	100.75	814.24137931	479.375	148.5	866.045454545	773.0	671.375	780.25	528.315789474	263.0	413.236842105	600.714285714	245.0	138.066666667	111.1	152.666666667	76.0	106.0	286.0	118.857142857	74.0	160.666666667	228.833333333	229.0	324.6	487.75	287.681818182	332.769230769	288.12	278.111111111	416.0	530.6	372.714285714	217.230769231	572.535714286	131.75	117.857142857	200.909090909	763.2	229.2	217.235294118	356.434782609	n/a	n/a	n/a	715.0	378.0	292.05	345.333333333	390.0	217.333333333	372.25	867.620689655	485.25	549.5	369.636363636	226.714285714	323.769230769	289.125	653.0	417.55	526.666666667	308.130434783	152.0	281.461538462	244.1875	292.4375	288.272727273	390.9375	432.130434783	461.3	399.333333333	418.461538462	214.473684211	274.0	373.357142857	344.5	263.866666667	410.75	246.0
