	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_605_0.txt	605	0	67.20552	70.97044	57.94386	31.28192	49.31947	47.11359	68.49264	64.10673	28.90512	73.75501	72.78927	66.44397	20.74882	66.66329	41.93458	24.54188	41.7082	44.33769	28.34473	52.19486	36.80508	36.79532	42.82118	40.01191	32.54435	63.99276	47.16078	28.49873	50.79742	44.04861	27.47953	35.05996	51.52617	42.06407	45.50287	21.99428	46.84421	42.79585	26.9567	43.53236	33.92681	39.5688	38.86266	26.94962	47.32706	54.85899	46.03157	34.98699	39.35017	25.07197	52.62612	49.93917	49.99163	24.24451	29.85779	40.54855	46.00373	36.6604	43.1596	20.35834	57.42487	47.2318	45.59987	32.16612	27.26541	20.58596	15.41524	34.65491	43.90011	30.05457	39.0659	28.77537	20.4685	27.01012	30.69357	38.58244	24.70539	21.12025	17.34655	19.83236	34.48802	29.95609	25.01074	57.46738	27.26369	24.00261	39.41781	28.90349	14.53811	45.11778	18.82238	23.57883	40.37228	41.1457	46.90749	42.29321	28.72511	35.52513	47.03548	49.33948	25.17601	21.21274	12.11969	18.00877	11.49089	10.70338	21.28834	12.31074	9.50481	16.08669	30.97539	20.02482	28.51386	19.17687	32.78348	20.92868	43.27382	39.41103	38.47313	50.11376	23.38884	17.03411	50.60237	13.37312	9.03532	27.35763	46.90679	17.50811	19.56304	34.55985	n/a	n/a	n/a	43.37166	18.80813	19.97485	29.13553	20.77524	21.36083	30.23182	45.51943	46.77726	29.58842	39.51684	18.99156	19.37219	22.68973	38.34825	47.48745	45.86504	26.86234	21.09754	21.96564	17.99954	22.68131	22.34235	39.08075	35.64086	39.41914	35.35924	20.79833	24.65376	30.16911	39.90912	16.46624	22.34248	36.75956	18.17027
alpha_rarefaction_605_1.txt	605	1	70.97345	74.6253	59.2476	31.55366	49.07156	47.55031	67.24666	67.3701	30.35874	73.79086	69.48226	68.10069	21.4254	70.25096	46.42846	24.7674	43.45294	49.40921	27.40763	55.28362	36.73342	35.16427	44.50036	43.89149	29.364	62.24846	45.81845	29.58483	50.38504	44.23182	28.24776	32.05432	58.5515	42.01533	46.37191	23.91132	42.45113	43.76123	28.25421	44.28544	32.12019	38.22663	40.62443	28.18924	44.85862	49.22365	47.71361	32.48941	38.09053	25.35479	51.13485	48.8428	47.11878	22.24987	31.10821	40.53808	46.9149	40.36185	42.82092	18.41711	49.80872	41.22069	46.83208	29.4126	25.74161	18.12799	18.10574	31.95184	42.63548	31.15684	39.01607	22.89195	19.98308	27.14583	28.90804	40.75032	22.50893	20.78891	18.36318	21.20505	38.55385	35.81165	24.24889	57.9228	29.12504	23.79794	41.92135	26.6392	12.39171	48.45604	18.44412	17.58565	38.99601	38.05856	45.75125	39.98202	27.90689	33.77544	45.60586	44.88579	27.29833	20.81375	14.98506	19.83281	10.07003	11.63531	24.18887	8.87816	8.61802	15.49839	28.48892	22.03387	26.52812	17.08313	34.66789	21.66422	42.28665	42.46438	37.79445	50.96076	24.55269	19.04928	54.1861	15.3899	7.05164	24.00847	47.8368	16.92797	19.40551	39.07837	n/a	n/a	n/a	42.52491	19.46647	17.65537	32.32782	20.35394	19.73915	28.48489	41.30972	43.55516	29.11797	37.30054	21.28438	17.3301	21.62476	34.96284	40.15534	44.92788	28.95858	18.11282	25.77556	20.31817	24.49747	21.19791	33.21264	36.43752	44.01702	34.87183	22.7657	25.20921	23.67469	41.46886	16.78893	19.07729	39.53016	18.36724
alpha_rarefaction_605_2.txt	605	2	67.48213	72.44409	55.2944	29.61697	48.09559	48.33359	65.53153	72.90824	25.17256	76.71948	79.21596	67.1195	23.74603	70.29868	45.79513	27.57574	45.83378	46.87978	30.96023	51.54043	37.0222	32.54902	40.62952	45.19485	31.69186	60.82877	47.64902	35.29793	52.68592	38.64699	25.69276	34.94586	49.03206	44.13394	46.73632	21.82506	44.9159	39.84988	26.38974	45.0671	36.58575	39.19916	41.22562	27.09769	47.66506	47.66269	45.91495	32.16631	39.07881	29.40304	52.16351	47.90998	45.83286	23.89002	31.32192	39.67677	48.04049	39.4694	40.10583	19.25318	56.31322	45.56062	42.819	31.82715	24.68584	21.15739	15.6728	30.31808	45.61484	31.25329	35.4373	24.7166	22.82643	31.19665	30.90386	35.19062	23.79658	23.16339	20.43917	17.87658	40.32235	30.34733	27.19243	57.90125	27.96127	25.95144	36.90366	33.89938	12.89023	48.02817	18.07212	18.0743	39.37335	39.40008	42.0999	37.40719	28.86106	31.97403	49.85827	46.96384	25.18023	16.90568	14.23406	15.24908	14.42542	11.32216	26.53157	11.69757	11.65726	17.6207	30.75674	24.82502	27.53111	20.16929	35.13584	19.86552	41.80837	39.96769	37.21209	45.70356	22.56278	18.85744	56.55939	12.42264	7.42565	23.89806	41.24137	17.92011	20.16198	39.77512	n/a	n/a	n/a	45.0682	21.84465	19.31703	33.25721	24.62582	21.9434	29.7697	42.95931	42.11251	28.85797	38.19928	18.6956	16.28168	22.95585	38.1406	43.04627	43.57324	29.39373	19.59995	19.98358	18.20898	24.2131	23.67852	35.81548	33.47151	43.16847	35.04209	22.31923	27.8665	22.95185	42.04866	16.14907	21.57392	41.53917	19.87914
alpha_rarefaction_605_3.txt	605	3	68.73901	70.20274	57.5987	35.90199	48.77542	50.22134	66.49511	70.66573	26.76936	73.56345	75.3732	69.24504	24.63751	62.96576	41.51402	23.70443	44.02356	47.73829	29.83757	57.1321	40.78727	37.73907	44.7084	43.34896	29.81718	57.85081	46.1261	32.9014	53.65338	45.11914	32.02867	32.12216	46.44153	45.28043	40.76354	21.78902	44.8747	38.12758	27.85409	43.0584	35.03898	37.07205	32.89486	27.34146	44.82356	50.61267	43.21784	35.01654	40.16367	26.45754	49.04237	47.79358	47.04852	20.78076	29.96568	38.31518	46.172	38.65957	40.39865	20.55355	52.19712	39.55798	49.1089	27.31829	25.172	21.59837	19.4241	31.93653	43.15223	29.22018	39.18917	26.66385	18.75174	27.48788	31.8406	35.5511	21.23322	17.39161	19.26124	18.83133	40.11151	35.71368	20.54466	55.5887	30.31847	27.48106	37.46615	28.57831	15.84384	47.71388	19.25779	18.64166	42.75664	40.94531	41.13348	37.6234	28.26586	33.10728	43.22475	46.85499	24.50881	17.39499	16.64874	20.16684	11.42947	10.5436	24.06474	12.27202	9.12431	16.23212	28.3254	23.44525	31.24492	19.86473	39.32119	19.79053	42.78333	40.57816	36.99474	47.38352	24.02523	19.63128	52.70961	13.13201	9.82533	24.27116	48.2795	18.57962	16.24287	35.74148	n/a	n/a	n/a	41.88251	22.39399	18.07215	27.25279	23.93939	17.78493	28.13494	42.22629	43.48864	25.14397	39.02965	18.02106	17.58499	22.10861	37.0107	51.55067	42.80123	28.88706	23.54613	22.21588	19.86742	23.67469	22.25486	36.95577	36.66301	43.06593	36.95863	23.12809	25.74333	25.88397	39.74044	15.88916	22.23896	42.4195	18.40576
alpha_rarefaction_605_4.txt	605	4	65.61903	75.99781	55.85318	28.7632	48.25409	45.91801	70.66795	63.32848	23.13474	67.05541	70.87626	70.90044	23.30266	64.29396	41.93633	27.56331	44.54581	50.92253	32.63577	51.91563	37.90867	37.52488	41.54673	42.23157	32.20993	61.73607	44.83796	36.33518	51.98236	41.9191	30.3551	34.62487	48.72141	42.32168	44.14066	23.85482	46.42472	40.37802	25.33903	43.63639	36.53358	38.24903	35.35935	24.90664	42.98155	51.68954	49.09139	35.69483	39.99809	28.381	54.77513	52.36551	47.58869	24.32621	30.24154	40.59248	45.88615	41.5074	39.88317	20.04681	51.41869	48.56256	46.93012	31.19417	25.94868	18.62424	16.85445	27.63173	43.99125	32.12708	35.76481	26.50442	20.92279	29.23095	28.72099	37.17471	23.66719	21.89658	21.88791	16.61431	41.98752	24.52361	24.89009	58.2009	31.13536	23.25031	43.10762	32.274	12.71961	40.89773	18.93457	19.77493	44.02775	40.3884	42.05686	39.40956	28.65657	30.20812	48.49182	47.40344	22.63859	19.73261	12.98888	18.145	13.37005	11.31952	21.14883	11.73488	8.28844	14.31384	27.3669	23.93001	26.78855	17.97136	31.03939	20.47347	42.71122	39.25532	35.69785	48.63195	23.82997	17.27979	59.35367	14.3637	7.80313	23.00813	44.54982	17.77049	19.02357	38.93557	n/a	n/a	n/a	45.79151	22.60583	16.9642	29.83896	21.9064	20.52331	28.8639	39.98032	44.16166	31.92962	42.74418	21.37893	16.01284	20.4795	40.83797	46.83354	43.83201	30.98345	20.51355	24.36563	18.54109	22.91696	22.15347	36.80791	31.94931	42.13126	34.29189	22.50867	26.60318	28.69408	40.95307	15.82378	22.46802	43.80936	18.85804
alpha_rarefaction_605_5.txt	605	5	65.66231	72.66132	57.63815	33.7857	51.06389	49.87102	64.89012	70.11745	26.02773	66.70081	75.14873	70.57924	23.01867	69.19118	41.63514	28.11643	45.89943	47.13091	27.00581	47.33971	38.89623	36.29429	38.27837	47.52924	30.99992	63.14864	50.57695	32.29434	52.11102	42.41872	30.40029	33.70176	49.189	47.57296	40.37646	21.87601	42.70492	41.94648	28.92319	39.48306	37.97664	37.413	36.83621	24.84231	48.73837	49.71999	47.59991	32.62488	40.20277	24.26316	53.10141	51.66957	43.92355	25.60328	28.59653	39.76806	46.91878	42.34115	48.2214	22.13446	55.53882	48.00189	50.08602	27.96146	27.54079	21.94411	16.85202	31.05061	44.3859	29.0396	36.75103	27.62351	20.01527	28.78059	30.7615	38.29113	22.31549	18.91127	22.66413	17.21185	37.06297	27.82215	24.74916	53.01877	33.34917	27.89958	41.09303	28.78667	14.09591	41.01978	19.77488	20.14414	42.04494	41.91805	44.81583	42.56421	31.63831	32.67701	46.50263	46.8019	28.46423	18.77814	14.42245	18.07749	12.10081	13.01009	26.95161	12.4393	8.87463	15.25767	28.12625	20.2899	28.10054	20.40629	31.10415	22.19983	39.26478	38.13879	36.45398	45.48622	23.30286	18.49601	55.62553	14.10754	10.96731	24.95591	46.14766	16.94345	15.55355	35.46343	n/a	n/a	n/a	45.29809	19.86869	17.76443	32.50389	26.52249	19.6547	29.38238	40.95086	44.41933	32.54208	41.19522	19.51914	17.14328	20.53038	38.23554	45.4282	43.98773	33.29527	20.54638	21.10015	21.18617	23.3889	19.60747	32.14839	36.98683	41.66372	31.54414	26.70954	27.04798	27.01993	37.31648	18.42489	19.32829	41.53625	18.48373
alpha_rarefaction_605_6.txt	605	6	66.2322	73.13018	60.48743	31.95739	54.05155	41.80104	68.82634	69.22664	28.50632	74.51354	76.0368	71.3206	24.98212	60.29762	40.38714	24.62368	44.51056	47.86392	28.42766	54.30436	38.82236	37.06604	46.47458	43.90379	31.08013	64.03168	47.93125	33.07908	52.25848	43.76047	25.4795	36.01739	51.68371	43.46402	43.99262	22.26216	41.16589	41.00235	28.29971	44.36371	31.33166	39.29049	40.48502	25.71424	46.3201	49.43555	42.91434	34.36103	36.24101	25.2357	50.66256	50.86815	45.71987	23.89067	30.8524	33.35742	47.88813	40.42863	40.56328	20.94744	51.51113	43.46174	44.37697	27.16098	24.18278	19.56699	16.74672	29.35254	38.8373	28.37025	36.83876	23.67972	21.4938	28.20809	28.79925	35.67528	21.43756	23.4362	17.35514	20.65517	38.22713	34.47665	23.5964	53.76696	30.37312	26.89596	35.92207	30.13943	12.55843	48.86249	18.56538	18.64559	38.68181	37.97518	42.16992	37.47608	29.09465	33.52969	48.19916	45.67843	26.12895	20.93016	11.82997	17.72944	12.83651	10.31256	21.68038	13.70028	9.41607	15.33252	27.0847	22.01172	28.65991	18.17632	31.36052	21.75378	42.46579	38.64762	38.67291	48.46059	22.05962	19.83394	55.74301	13.34436	8.39719	24.18903	47.81016	16.68077	17.60041	32.86247	n/a	n/a	n/a	45.76691	18.60235	19.01649	28.49903	22.93016	21.69124	31.55315	43.06321	45.58748	28.56759	39.21421	17.29647	17.73434	22.00482	41.56421	46.20983	44.65456	27.8021	17.17486	21.24969	19.28671	22.52047	20.82485	36.4804	35.70563	42.71128	33.20348	22.76722	24.37319	27.0152	42.08998	18.40223	20.1622	43.40525	20.80226
alpha_rarefaction_605_7.txt	605	7	67.72467	73.55586	55.85114	34.31161	48.64375	49.01461	66.39359	68.14765	24.06993	71.35015	81.28255	71.20589	23.0882	67.74128	40.87943	26.25905	45.47838	44.93084	29.85369	51.29984	38.39738	36.59242	42.11327	40.91636	31.2235	59.88777	47.78342	33.3621	50.08329	44.61519	28.3648	34.41959	51.49569	45.76825	42.83562	24.63754	49.19539	42.11802	30.11753	44.11078	37.18055	37.29635	42.69394	27.04716	47.0611	53.20793	45.3858	34.51159	38.67926	21.27342	52.07132	49.92142	43.89925	20.53944	27.1055	41.49782	44.914	39.42995	41.88982	20.30161	52.86276	46.07947	43.31715	28.81598	28.55415	20.68096	16.63834	27.99497	41.5048	30.11915	38.02433	25.02193	22.99649	29.22076	27.71456	36.98373	22.74117	22.66322	20.89469	17.22887	38.49016	31.85789	24.13436	52.5933	30.98207	25.15224	43.36751	26.56654	14.34103	44.61472	19.28119	20.80106	41.48259	37.71359	41.15899	39.36231	29.42713	28.07032	45.62978	48.19272	25.34192	18.22924	12.74207	20.43476	13.34663	8.9571	24.04164	10.33717	7.47015	16.38425	24.25339	23.08937	29.08147	18.56567	31.98013	22.88786	42.69757	41.91651	36.36059	43.86016	20.74337	18.75768	51.17603	13.55353	8.46634	24.37015	46.55033	18.77478	15.26705	38.41592	n/a	n/a	n/a	39.48234	18.68909	18.33347	29.4337	22.66564	19.9133	25.95594	42.3777	44.90556	29.05595	39.40899	17.70829	18.57741	23.98279	37.38796	41.38343	42.09143	30.07263	19.80194	22.43272	20.00963	22.43472	23.49347	35.11246	30.1287	42.72215	38.77202	22.97515	25.56147	27.94605	37.61105	16.90731	21.76859	41.68252	17.83448
alpha_rarefaction_605_8.txt	605	8	66.6027	77.21047	61.40436	34.16645	45.99388	46.51399	66.05378	70.48073	28.2123	71.85551	78.39136	68.60339	19.93923	67.5603	44.23121	23.81715	44.52926	45.75098	27.71887	50.32897	35.88993	38.22124	40.42499	40.93999	28.65565	59.36336	49.50934	33.0137	50.40024	44.40144	29.43046	37.24084	48.46647	47.28223	45.73291	23.25479	46.29755	43.24868	29.3489	42.66877	34.79551	37.89759	36.24009	27.59378	46.34552	48.1666	49.58308	34.85485	36.31571	26.90989	50.66246	48.17759	43.75869	23.75172	30.5641	38.53425	46.88134	39.11743	47.35484	19.34034	51.92844	44.11053	47.70617	32.42009	26.0393	20.76243	21.59492	31.04119	44.38265	29.12393	37.50725	27.47666	19.86605	25.83119	31.20002	34.42268	23.67171	19.34584	19.49788	18.80874	39.54396	34.15314	22.02261	53.1323	29.93064	23.81062	39.45442	29.54116	11.25888	40.74797	15.89257	23.97419	41.71923	36.77287	44.77194	42.57967	30.68673	29.95398	44.54625	47.4341	24.07138	18.44673	16.79886	17.17144	12.40201	9.63472	24.69537	11.87815	8.49052	17.57553	28.4731	22.54329	28.01443	18.73558	31.81233	20.98987	40.19096	39.42244	39.76296	46.87823	21.48507	20.44751	54.08867	13.03559	7.30035	23.94352	45.63258	17.49628	18.77568	36.57672	n/a	n/a	n/a	38.687	19.31068	19.57884	31.62134	24.05956	19.98763	29.2303	44.05235	44.60594	29.32114	38.92527	17.16008	17.12487	24.2361	33.65444	45.96283	42.98931	28.56501	18.94012	23.98708	21.62866	27.36396	24.22539	32.67908	34.5909	48.02829	37.24946	21.61643	25.8747	27.04749	41.80334	18.03294	19.52591	44.0567	16.54125
alpha_rarefaction_605_9.txt	605	9	69.46677	72.95648	57.5953	29.97199	51.33612	46.87004	67.10235	69.40064	27.89726	72.05678	72.33409	66.08383	24.2215	68.06927	43.42914	26.88612	43.30617	46.98038	30.06237	54.26548	36.94648	38.38481	45.41693	37.2889	32.01375	59.57131	47.51803	36.04623	51.45111	44.28642	31.22607	32.0098	48.81697	46.27352	44.77048	23.61826	43.44961	40.63829	29.23133	43.77467	31.62567	40.94551	38.05725	25.40823	46.64525	50.76544	47.90601	34.4539	41.86911	25.58225	50.43866	49.46069	44.34012	21.20537	29.25291	41.73625	47.41121	37.31539	40.68902	18.3291	50.95265	41.40632	47.63435	26.07774	26.80318	19.40566	17.37719	29.91706	45.23443	29.7938	42.35944	25.36202	18.19025	24.33012	33.40596	37.77304	22.80401	20.63518	18.05618	19.12847	37.47187	28.62887	26.81107	52.99501	29.91799	24.85041	39.81372	28.11834	14.24639	44.12069	17.98559	18.94598	43.09692	44.3154	42.07664	37.48566	29.64045	35.76416	46.91177	42.50721	29.51694	20.83552	13.72199	16.62999	10.76171	10.36967	25.63357	12.50746	8.95876	18.07901	25.5004	26.03916	29.39168	21.22238	32.91894	20.38399	41.46981	38.56484	39.83751	50.54304	25.73586	17.06382	55.50215	13.43248	6.70616	24.85091	48.81403	18.76054	15.4349	36.51244	n/a	n/a	n/a	39.17222	20.74183	18.24178	31.64299	24.5623	21.32422	29.7786	39.90625	40.14065	29.24991	46.51205	17.75827	17.62463	21.96408	37.10726	44.50909	44.39983	27.61666	19.83963	20.01047	17.22394	21.52763	26.20393	34.23952	29.9058	43.72149	38.44087	24.92398	27.67906	24.71403	42.1554	18.16827	20.5607	42.79163	18.89549
alpha_rarefaction_1200_0.txt	1200	0	102.07026	107.31031	80.37173	40.17722	72.19966	70.48574	98.25595	97.60112	39.69079	105.66871	108.23055	105.30655	30.92308	96.57729	61.64497	31.79443	59.82163	62.71874	38.39035	69.90245	50.20142	51.24087	57.7112	55.7979	41.78976	82.87178	68.19136	48.85592	76.48516	57.75262	39.61381	44.9516	74.34626	56.76939	53.99863	30.42866	62.66681	54.79956	41.53184	59.21959	52.28161	47.34363	51.04503	38.00862	61.08326	70.86784	62.23755	51.9469	53.03709	33.41097	66.84811	65.63707	61.10564	30.33873	42.35773	54.5263	65.90832	50.55562	51.86215	31.28186	69.36045	60.34774	63.90063	39.25053	34.55493	24.38573	24.06777	40.24029	59.21665	38.74664	53.47878	37.07495	27.6805	37.93625	40.1187	52.36362	29.91356	27.43118	29.24421	24.55128	52.53287	41.69792	34.56973	77.23369	40.71512	34.69994	53.0218	36.32451	17.32099	64.0319	23.57129	28.35595	55.56263	52.00776	63.95832	55.00543	42.06029	43.75034	64.34597	66.08985	34.392	30.02233	18.68408	26.16266	17.28413	14.59396	31.46678	15.22453	11.41401	21.37844	39.96245	28.69155	37.09865	25.13062	52.19512	32.02237	56.25834	n/a	51.10603	67.80596	29.5768	25.31038	73.55604	18.07627	13.14888	30.17576	65.4217	21.56931	25.1445	48.36998	n/a	n/a	n/a	58.77339	28.08193	26.08845	42.46954	30.62922	30.57479	41.89182	60.35635	53.68086	39.8398	51.61022	25.10844	21.26787	30.40513	48.15611	53.653	57.78978	38.88632	22.45031	25.94253	25.50446	30.05334	28.60491	42.24472	50.35825	58.07556	43.42869	32.77531	35.03617	34.49225	53.62589	23.77496	27.93388	58.96589	22.95158
alpha_rarefaction_1200_1.txt	1200	1	103.05411	106.76344	82.83463	43.63773	69.63072	67.75523	103.81347	101.45695	38.96541	103.41986	114.88281	105.03231	31.71142	93.27829	59.42162	39.71274	60.35431	63.3357	40.3763	70.32759	53.05376	49.51164	55.62891	58.1683	41.65625	83.5882	65.2252	46.6193	75.17965	59.73168	41.55315	51.30625	67.25445	59.12045	62.03933	32.08274	59.12265	54.60775	41.42801	63.45374	49.92033	49.51359	51.37449	37.82777	63.36162	67.88107	60.87974	44.7451	53.22018	34.68943	67.91938	69.01481	63.91717	30.27577	45.22695	56.02865	59.4143	52.91928	52.48263	25.3753	67.91165	62.76959	66.19834	43.05232	39.54969	30.18639	28.51004	37.61222	57.5118	41.24677	49.12278	33.78491	27.16426	36.21219	38.84221	49.37859	30.43926	25.97796	24.0989	22.73749	50.38967	47.29901	33.82713	81.00049	42.12435	32.52663	51.79527	39.34785	17.97194	61.73267	24.81142	27.81621	56.06038	50.82835	60.02989	52.97563	35.54495	39.03043	63.57496	64.78394	33.41105	28.65387	18.89523	25.47356	17.68079	14.63057	32.05742	16.22602	13.31206	24.28504	35.11789	28.84511	36.78682	26.94743	44.78165	30.83372	54.01492	n/a	50.19955	69.82919	29.58686	26.72657	69.12229	20.61597	13.83848	29.82447	59.49496	22.90888	26.12404	48.29956	n/a	n/a	n/a	56.38852	25.51724	23.25292	39.60921	33.15269	31.19877	37.31135	56.67941	59.32141	44.14544	48.74631	28.65018	22.06695	31.09598	50.09071	58.69815	56.40476	37.83067	25.12574	27.96663	27.16656	32.40962	30.16057	45.11127	48.18647	57.01608	47.9006	34.86051	37.99707	35.88785	50.86194	26.14771	28.64698	56.42659	25.16472
alpha_rarefaction_1200_2.txt	1200	2	94.56674	110.74801	84.40832	41.25027	72.3912	68.74217	101.67999	101.329	38.44066	99.88532	111.77988	95.70898	32.46081	100.03226	63.43558	32.94488	62.31683	63.70237	36.71385	71.54759	50.81518	51.1098	57.40513	55.83759	41.2547	86.38798	71.64693	48.28005	72.4683	57.14458	43.46127	45.28743	70.90065	58.83198	57.31145	35.15152	59.58386	56.67175	40.24083	57.98511	49.71755	49.23606	52.64173	36.37306	61.70229	65.42734	66.04591	49.88881	53.4896	34.79789	71.74009	65.76235	62.14576	31.6508	41.86262	56.82661	59.69782	50.13452	55.58291	29.08013	71.37734	61.23765	62.31702	40.43058	38.14344	26.63507	27.35307	40.20005	56.21061	40.99993	52.12587	33.71277	22.90695	41.56076	40.61661	52.4406	30.99892	31.55522	28.81288	23.77952	53.60523	47.62941	32.27626	75.29808	40.26924	37.62038	57.06637	40.10428	17.48912	61.48972	25.08911	28.9275	55.1447	51.80976	60.88298	56.41656	37.40212	42.58356	64.67276	67.81042	34.20541	26.6305	18.08952	21.93562	15.32052	14.18302	30.33569	17.80948	12.04021	24.09744	44.03936	30.62749	40.41053	24.76279	43.39237	30.2452	55.35267	n/a	47.98402	69.28572	32.07608	25.51396	71.205	16.48837	9.50637	25.08547	67.83729	21.15466	27.34979	47.88164	n/a	n/a	n/a	56.62637	29.57855	25.41409	44.10796	28.26667	28.31602	41.73009	58.57418	55.90297	42.71796	50.52343	26.24342	22.33024	31.12554	55.62262	58.02609	53.90099	40.92316	23.77898	33.07216	24.92641	32.16025	31.17735	49.88536	44.23637	55.28878	46.91112	31.69339	36.48739	35.53271	54.87485	23.73308	28.04353	55.05652	24.01718
alpha_rarefaction_1200_3.txt	1200	3	94.62172	106.9507	87.28434	40.6359	70.02195	66.31229	99.2099	102.28305	36.00486	103.22401	107.42584	98.12855	28.30489	100.38115	63.25161	34.12983	54.82173	64.60969	42.46211	72.35692	49.46966	47.66167	55.68046	58.63129	41.39743	85.5203	69.11668	48.6808	74.55157	55.25818	39.75787	49.9098	67.36455	62.4636	58.0845	31.33447	59.08291	56.64945	41.67654	60.95689	48.82947	50.04748	53.64849	39.07456	61.42769	65.68409	60.08784	44.52083	50.22853	34.93058	67.87887	68.39093	65.95792	34.21143	41.25537	60.95822	60.37852	47.73625	54.90578	27.33646	76.37436	55.8008	66.25236	39.42447	34.65042	27.94003	26.81962	38.65042	57.15911	39.01363	49.45735	34.40285	25.02619	41.35712	42.08055	51.29357	32.08231	28.55672	25.89134	22.76427	53.93556	47.21685	35.88089	77.24027	40.37322	33.3952	52.64223	38.2303	15.63736	61.81756	25.21863	26.64433	55.64395	55.28546	58.85539	52.99167	39.23226	47.78228	60.7503	63.38489	33.58119	29.88131	18.78741	24.42957	18.76172	13.28141	30.29934	16.6563	10.45979	21.65814	43.13106	29.05891	35.47156	25.8854	48.17238	28.22447	53.60219	n/a	49.38774	63.62219	28.6694	23.91043	71.30572	16.36867	13.32676	29.83322	63.0033	20.97093	23.42388	48.85549	n/a	n/a	n/a	56.9897	26.40121	26.6318	36.70933	31.31712	26.29835	40.96948	58.73062	58.82187	41.68648	49.63307	25.47755	25.32896	29.73992	54.56031	60.17852	58.44592	37.21888	27.42824	31.29333	23.01303	29.3447	28.07304	47.64832	48.37553	58.11777	46.60091	30.47915	37.42129	40.34487	52.36601	23.63458	28.3742	54.72865	22.66637
alpha_rarefaction_1200_4.txt	1200	4	96.33293	104.73893	85.78629	41.48955	73.5993	72.50399	99.38785	100.3528	39.10472	98.09393	109.16567	100.1169	28.79106	98.79016	62.05407	30.53927	58.92384	60.72124	36.62416	69.27009	50.88207	50.15991	58.19487	59.71954	40.86042	86.82424	76.81791	47.78953	70.36073	57.81645	39.24856	46.97065	69.37651	57.80009	57.57463	33.27191	60.0369	53.97886	38.83533	59.97226	57.1302	48.41345	54.7055	37.48559	63.18471	66.79861	64.58571	47.43439	51.30644	35.24638	70.95627	66.37253	64.38743	34.39336	39.82978	54.53518	59.01154	51.26872	55.30226	24.48866	70.14059	55.84645	69.19009	38.90131	37.69136	27.22053	27.17282	44.61895	60.43204	43.48416	54.33246	36.45604	27.86334	38.25862	41.00533	49.72214	30.34615	24.06059	29.80408	24.97553	53.44708	46.12712	32.91034	76.02376	43.63932	35.05914	51.15334	37.85953	17.48248	65.11691	27.41176	26.25064	55.85027	51.37055	58.61118	57.29588	38.04048	40.23079	66.28837	64.65758	32.95408	25.36817	18.43479	26.75738	14.90832	14.25116	31.04092	12.49388	12.92565	24.31404	41.61646	31.9808	44.2114	25.9803	49.78076	31.79885	57.34969	n/a	49.77487	67.46247	30.12301	24.57555	76.15459	18.70203	11.25598	27.17259	64.78019	20.96691	24.50653	51.16436	n/a	n/a	n/a	58.82139	28.53615	27.15571	41.09214	29.3105	27.3988	42.8811	59.22503	59.31565	45.93212	51.54938	24.07136	23.85479	30.34741	54.86633	62.63168	56.81863	38.40602	23.19336	26.93632	24.98811	30.2827	28.54667	47.41813	48.66796	57.86435	46.86196	33.05288	38.72952	37.12448	50.46276	19.7922	28.96852	54.09804	25.40792
