	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_1200_5.txt	1200	5	93.50259	100.35422	80.82412	38.55403	67.13829	71.74369	100.9663	103.72418	39.80875	108.13321	112.96837	102.78543	31.53398	100.88139	61.4141	33.28123	60.72658	65.20864	39.10846	67.08513	53.31497	52.50692	56.64755	57.75689	46.12117	80.07898	72.10477	44.39844	72.01033	54.65903	44.07269	51.31596	69.01835	60.72866	58.28652	30.96334	60.93024	55.03078	41.07601	56.48362	50.41059	49.31487	54.79048	36.18297	61.08374	70.35299	59.49542	43.73989	51.51495	34.77695	68.9762	62.33756	64.70156	32.40339	43.95347	58.29039	60.16425	50.55414	54.09983	25.92591	67.61949	59.18776	63.82563	42.10482	38.34183	27.74362	24.3922	41.05529	53.47979	41.01933	52.08097	35.91826	27.90614	33.30891	39.7358	50.28962	32.81961	28.92738	25.70928	26.26488	51.17322	47.65818	34.89504	76.9054	39.51128	33.29324	53.2028	39.66846	17.20787	57.79319	26.17311	28.05917	56.96794	54.15242	58.40308	54.80859	36.45232	47.92484	63.73256	59.94098	35.49629	30.39686	18.79534	24.63333	16.67527	14.91646	29.47602	16.39338	10.26508	20.1473	44.31695	29.90513	36.1056	25.1384	43.41623	34.09386	56.37628	n/a	50.69561	68.90047	28.22152	26.75172	74.9012	18.08703	9.89066	29.81166	63.82883	20.99724	24.96531	50.80092	n/a	n/a	n/a	57.37366	25.4233	24.17558	41.45477	30.54169	27.15607	41.09666	57.4936	55.33911	41.29881	49.64644	26.00089	20.51268	30.36222	54.13862	60.63393	59.03495	40.66061	27.48038	29.87964	25.37602	31.19784	28.03512	53.82033	51.16808	59.26506	42.84147	33.01489	33.41735	37.04136	51.11969	20.66683	25.52589	55.56976	25.07484
alpha_rarefaction_1200_6.txt	1200	6	95.5089	105.59325	80.31396	38.63231	67.97322	70.61363	105.40871	100.53879	37.90654	103.06254	109.78015	99.73826	33.58532	92.70799	64.89797	33.17203	61.39155	64.99414	41.42575	72.05933	50.48027	53.45754	54.92077	57.34146	43.67365	80.98555	71.51475	43.4183	76.72219	58.09389	39.67582	45.0974	68.81199	57.37769	60.52545	31.88998	59.70628	55.89661	41.41015	62.68666	54.27607	49.15627	52.50998	38.36587	62.3915	67.79327	61.34836	43.08067	50.9061	35.32434	66.34983	65.27572	59.64765	29.55251	47.34937	59.27215	63.55092	49.74716	52.64535	28.96885	72.44036	64.13625	65.99069	43.18851	34.09977	28.43524	28.58453	39.17357	55.40834	37.43877	52.76515	34.39119	26.60682	37.16909	39.4367	51.11723	28.25006	29.53644	26.96338	26.18331	50.38052	46.31671	32.20479	75.23612	40.6268	33.51971	53.4053	41.11445	14.23592	61.40222	25.05137	28.23873	54.66114	52.66557	58.61881	54.74756	38.20547	45.81256	66.49161	65.90826	37.11974	27.66133	17.40248	24.87272	19.0059	14.45043	34.41566	17.27066	11.67264	26.15404	40.40747	29.95593	36.86202	27.43277	44.17932	32.58502	54.72268	n/a	43.95051	65.93929	31.13351	26.57009	73.69449	17.62891	12.10376	32.93917	62.36013	24.37778	25.45359	47.37981	n/a	n/a	n/a	51.78277	26.37373	23.88116	37.96281	31.81564	30.33585	43.11507	60.4041	59.38068	40.3297	52.45222	27.45658	21.10231	27.36819	56.56543	61.07775	57.12434	36.6347	28.95763	30.39083	24.55475	32.09186	29.44346	49.65964	49.24547	55.48446	48.41937	35.56751	37.17941	35.41108	51.19557	23.72396	29.42603	53.30688	23.48814
alpha_rarefaction_1200_7.txt	1200	7	98.65856	105.58064	81.50994	41.97187	68.83403	65.34764	100.44189	100.37814	37.92128	98.54995	108.45093	96.87745	30.62572	97.3015	61.1384	32.76562	58.91505	61.60356	37.55051	69.30311	54.59614	47.49198	57.94864	58.25402	45.08463	84.46555	69.80007	49.05738	71.38831	59.47679	40.11993	48.84133	68.36946	59.38099	55.17332	31.88265	57.12701	54.74875	39.51652	58.90426	48.75353	51.51175	52.20887	33.24611	61.45516	70.3476	61.70543	43.74581	50.3689	33.10048	61.97927	67.86302	60.07166	31.12002	44.42257	59.89522	60.65104	51.73847	57.07506	27.62127	70.44351	57.34671	65.77689	40.01343	37.70429	27.08669	30.28607	38.60889	52.69152	41.02265	50.16071	33.09818	27.70402	40.71224	39.9005	51.31194	31.73652	29.0827	28.24932	28.73036	54.19459	47.38851	33.44358	79.98685	37.84642	35.57466	51.05977	38.79823	16.76304	63.65777	28.04416	30.62725	53.38075	53.49573	59.3014	54.50892	36.47701	44.99364	59.16177	61.38009	35.38327	30.17037	18.34378	25.50972	16.72079	14.76657	29.60455	16.02608	14.82703	22.50011	39.34235	29.37394	39.85642	24.58344	47.2992	29.61848	53.77184	n/a	51.51605	65.40859	29.21373	24.84554	68.21058	18.27084	12.27147	31.02044	68.24098	22.60265	25.26877	48.40966	n/a	n/a	n/a	53.91664	25.61931	25.0478	44.53379	29.2382	28.54445	43.23671	53.2509	56.32726	39.76736	49.75651	28.5003	24.99175	30.37781	51.55754	59.88236	58.479	35.86179	26.2051	30.34511	27.07904	30.67135	31.82486	50.26998	49.5303	59.77468	46.93597	33.28616	37.44835	35.98621	57.53479	20.3517	32.72757	57.06192	27.43209
alpha_rarefaction_1200_8.txt	1200	8	100.77812	102.47462	85.31459	39.74034	66.55483	69.39958	103.05525	99.25795	37.29099	103.61755	113.88941	100.57434	33.33532	97.43974	54.98117	32.13624	61.86159	63.57989	39.11369	65.54306	53.99821	50.81269	60.77591	59.02557	42.03255	77.76154	64.10382	46.41631	71.16954	57.53943	41.16551	43.4967	66.09155	57.34091	59.37785	31.72513	61.48014	53.90069	39.31146	60.90289	51.86208	52.28305	52.44385	36.87779	63.6559	67.77212	61.21435	44.194	52.45559	32.70882	67.34662	68.02281	60.3988	31.49829	39.66183	57.06334	63.60414	50.57257	52.75331	29.20389	75.04841	63.90963	66.09909	41.14288	43.16135	27.69191	27.99406	39.09119	54.61119	40.18671	52.37493	35.078	27.24357	40.88612	40.24083	50.33987	29.33758	28.26351	26.68127	23.81923	55.44965	45.16733	32.32122	74.48391	43.36751	35.08311	51.33862	39.51338	17.73917	61.23344	24.18193	28.10845	55.41994	49.01979	60.22988	52.3261	38.7144	43.94406	62.86491	62.1225	32.62064	27.61654	19.95394	25.62454	20.18569	16.54137	30.02038	16.64047	11.3606	23.7274	37.68627	30.47657	41.31654	24.13333	45.92534	26.42653	54.84869	n/a	50.5732	67.32367	30.47016	28.21767	69.25838	18.85921	12.26636	30.5582	61.27138	22.15955	25.54952	49.12247	n/a	n/a	n/a	56.44274	27.09085	24.26283	41.31584	31.66317	28.03589	38.69691	57.91763	59.68036	42.69717	50.30421	23.53224	24.79449	30.65312	53.54981	56.48645	60.42802	37.20799	24.13897	31.60838	29.2077	30.75999	29.22632	48.26187	47.53742	59.76428	46.08297	35.16728	38.3799	31.4051	53.13392	21.61594	30.21955	55.30415	24.01945
alpha_rarefaction_1200_9.txt	1200	9	98.41371	103.3677	82.36926	40.43186	65.25072	74.00344	96.03187	102.88313	37.30447	103.43745	114.56758	94.48452	34.93141	96.52042	64.17332	34.29336	61.9603	64.06887	36.76654	66.51674	51.96186	51.81201	56.68327	57.65015	41.91544	81.59378	70.65881	50.58185	69.55455	56.74423	38.00748	48.74246	73.3024	60.99466	59.62706	33.0806	60.39719	56.03507	41.44271	63.08092	51.35269	49.44796	48.95325	38.06708	63.79002	65.61037	59.70863	42.69659	54.47639	32.55092	64.23905	65.51043	68.48372	30.70354	43.18838	58.71869	59.25469	53.0293	54.15371	25.95205	70.21085	63.3293	63.8507	41.28353	36.43656	26.49651	23.16359	45.77326	57.25473	43.23676	52.12822	36.1532	24.88681	41.28925	40.16598	52.12953	29.34069	26.42486	25.64351	24.21422	56.43259	45.16609	33.71611	75.38414	39.32606	34.03453	54.6716	37.49191	16.33105	58.50668	21.95302	29.33987	60.01732	50.22214	57.73093	52.92356	36.9603	43.95648	63.94047	68.83782	29.74819	27.10907	18.70965	26.39135	19.43048	12.99355	28.7588	17.0841	11.85302	23.76191	42.93964	29.57857	38.35571	25.05748	44.97976	32.05294	54.53087	n/a	51.27437	71.04148	27.8328	23.23526	69.5081	18.8884	10.10854	32.00152	61.65188	24.45592	28.64224	49.22128	n/a	n/a	n/a	54.9302	27.33364	26.22205	40.19305	32.66717	28.70142	44.45354	58.68876	53.77533	36.76851	50.58758	25.73916	24.77176	31.3518	49.47008	58.21358	56.15182	42.41969	25.22952	27.93366	24.86383	31.6643	30.02324	47.07628	48.81812	53.47264	41.40721	30.1821	32.48087	35.79096	53.13439	24.64287	29.84288	54.39874	25.48162
alpha_rarefaction_1795_0.txt	1795	0	120.41518	131.26148	110.80676	49.95481	82.45302	82.24278	123.24087	124.13306	45.56915	131.23206	132.58203	122.62915	37.06888	121.45798	78.96048	37.44936	68.55252	71.44306	46.81559	83.74519	59.7285	62.52523	67.92973	68.0407	52.30411	95.18891	88.16825	54.32093	87.35994	66.80472	48.0411	55.14978	86.75162	70.12371	66.35281	39.51462	66.95558	68.17549	46.74423	72.34884	60.70451	58.15094	67.85578	44.08884	74.93148	79.54773	68.63095	54.26016	62.22115	38.48037	78.67492	80.15901	74.07295	37.78711	50.50867	72.41655	70.54161	57.87412	64.22743	28.40761	81.35406	68.73568	75.01749	50.24797	46.28042	36.67865	28.30508	52.37185	64.21196	51.87801	59.24883	40.7966	30.77402	43.29841	49.52992	56.93627	34.07099	28.94261	31.12519	28.45223	65.80867	56.27394	41.01949	94.316	48.40519	37.18964	62.71594	44.68429	18.87758	76.39136	32.64477	33.57986	64.69149	62.35031	65.545	64.82169	44.45261	50.65985	77.19603	75.14838	40.42925	32.99807	22.26781	31.37906	17.65936	15.98225	39.80505	21.27586	15.05956	24.05276	46.71901	34.64774	45.69951	31.32035	55.89195	34.83926	66.59869	n/a	57.05625	79.64195	35.19833	33.58086	86.95762	20.98358	14.49974	33.74865	76.0218	25.97238	30.82212	57.05067	n/a	n/a	n/a	65.66836	31.59043	29.29362	45.35667	37.45533	34.92797	43.58714	73.50817	69.2843	48.52406	57.63678	30.10521	25.01837	35.48608	62.9736	70.94808	64.74909	43.50799	34.816	34.80666	30.38462	40.31308	35.947	50.70367	56.29837	66.64705	53.90551	37.12465	45.56384	48.57776	56.6709	30.30224	31.84689	62.6617	27.66334
alpha_rarefaction_1795_1.txt	1795	1	119.81408	135.84144	107.46113	49.59048	84.7703	90.1964	120.55951	125.73166	47.52718	125.3128	138.6402	120.41786	35.95475	116.40319	76.85201	40.13752	64.42307	73.22161	44.18672	85.3116	61.22857	57.45417	66.83237	66.72463	52.26741	98.23363	86.09945	56.68906	85.23302	68.2042	48.65796	58.83733	85.61986	68.96932	69.01686	37.61886	68.08349	66.46851	48.93389	68.9527	61.55182	56.09124	67.70802	44.1247	75.11829	81.09017	72.48274	55.26324	62.78446	42.67735	77.95917	81.73516	71.82075	38.89805	55.16689	66.47749	70.89458	57.01026	61.38252	31.40579	77.73292	69.98375	74.50864	49.70972	44.53639	33.5292	27.92743	48.69624	62.88941	48.41617	55.47028	42.76304	28.07775	46.07612	46.84236	60.47615	32.30771	37.72009	28.5069	24.18224	63.14422	57.8911	44.83805	92.90727	49.17149	40.86974	57.78512	44.82722	18.79353	80.5436	29.25617	34.18865	68.64769	63.65797	71.7415	64.39326	44.38988	53.50773	72.0328	76.50263	42.42984	33.76396	21.87846	30.91635	19.64017	16.69627	39.26062	20.29561	12.803	28.86356	46.76523	35.0771	47.45808	30.51555	54.57937	34.60091	62.82365	n/a	58.3511	80.71742	36.57935	33.10455	88.11877	20.07337	13.52408	37.30438	76.55062	27.36364	31.87024	57.30127	n/a	n/a	n/a	66.03922	31.02078	27.64004	49.57354	34.3387	34.18455	43.87633	67.55596	69.49332	48.37589	57.31727	29.78583	28.8038	35.33914	64.00555	71.27878	66.50328	48.07637	31.41723	36.93923	30.98093	37.10442	35.76073	53.89263	58.1654	64.7373	58.33612	38.55075	47.05579	41.68533	59.38646	27.25934	34.8882	62.33271	29.38245
alpha_rarefaction_1795_2.txt	1795	2	115.87673	129.07777	103.74054	47.27548	86.17236	87.72284	125.29614	125.59029	48.57566	131.78209	139.53083	122.67379	41.64445	127.93999	76.30136	40.55958	69.02315	71.40197	49.98166	81.78942	58.5442	63.18167	64.55552	67.9393	53.39924	96.65402	86.65526	56.90515	85.93092	62.61574	49.32078	62.23399	85.58132	71.28888	66.54839	39.49634	67.44635	64.76152	46.11876	72.45653	62.24886	56.65254	65.83318	40.07951	77.12486	80.1684	71.29046	49.04643	59.50451	39.87616	77.70217	79.34833	74.13108	36.37739	50.86326	74.15821	74.30612	61.96421	60.39788	29.09586	80.85006	71.66182	72.198	49.41659	44.69363	32.60845	32.84521	49.06527	68.21003	47.27984	58.17629	45.33212	28.83094	45.13965	47.70933	63.20695	33.45688	32.2576	32.21589	29.27176	64.43608	54.07846	38.78998	95.32078	48.7423	40.47656	63.19339	45.04804	19.0661	78.67356	30.44816	32.63923	67.48584	65.44539	69.59253	65.08639	48.53197	55.91052	73.2746	77.06373	39.88003	29.29976	21.40746	28.9716	18.86398	15.60561	37.11704	18.34953	14.53955	24.2335	51.48541	33.40182	44.91903	29.06335	54.06073	33.75323	63.4386	n/a	56.95793	76.39265	35.72679	28.17237	85.24887	19.34498	14.55415	34.14931	80.27337	26.37843	32.82535	62.81526	n/a	n/a	n/a	68.32724	30.8125	27.9967	49.78065	37.58915	37.80077	46.34037	72.12226	71.8701	48.52783	56.93169	29.6062	27.02165	34.2589	65.6528	68.58795	67.04136	46.67863	31.94769	35.74855	33.95987	38.89043	34.85214	56.50251	54.06983	68.73558	54.41328	37.63946	42.40067	41.20822	60.84982	28.77816	33.87503	63.72673	29.43238
alpha_rarefaction_1795_3.txt	1795	3	123.75913	134.01	109.49724	50.34185	82.27461	84.27382	124.53426	128.67023	46.01979	128.89331	135.28266	122.35101	35.89237	117.96849	78.97508	39.74837	67.29892	74.81757	48.26694	79.05555	58.16611	62.1203	66.68449	65.83706	50.6527	99.25066	82.88764	54.82566	86.87275	70.22091	49.31932	56.39457	83.34393	71.13699	66.48732	40.15412	69.88829	60.41664	47.08114	71.07745	63.54765	59.78075	66.06576	43.84121	76.19005	79.71424	69.83299	55.18484	62.54512	41.69864	78.75661	76.33779	77.80711	35.32604	50.20436	70.31693	74.24654	57.30193	65.35468	32.55086	80.7049	72.93951	74.37002	48.83114	42.88028	32.26012	31.3942	49.82791	65.85453	44.81628	59.35565	42.72095	32.48548	47.65485	47.38597	56.21057	36.44726	35.86908	30.50358	30.40093	64.71831	52.66057	42.63168	93.18562	45.34711	44.82695	61.62282	43.9094	19.34507	77.5748	29.29601	33.63451	68.6502	61.33899	66.18838	66.67044	46.51392	47.80684	69.76075	76.98534	42.07764	35.09686	20.47809	29.01718	17.15957	14.48389	38.05762	18.57761	16.10293	27.98741	49.34506	35.75938	47.65338	33.70664	56.03801	39.12183	61.87381	n/a	56.89557	80.31089	37.60108	29.25043	84.67322	17.95776	13.43108	32.82514	77.10416	26.44498	31.46424	62.30502	n/a	n/a	n/a	64.24989	30.26562	31.88078	45.93752	37.20858	35.61956	49.40925	75.29135	64.34946	47.9408	57.95836	31.49728	27.02893	36.74298	61.34871	68.18583	64.93526	43.28098	33.06704	36.96743	29.31562	35.69125	36.42581	50.20893	53.65665	66.71043	52.78797	40.86192	46.01665	44.87103	62.04568	28.06098	30.99323	61.5188	28.22274
alpha_rarefaction_1795_4.txt	1795	4	120.15778	126.21018	100.72338	49.33767	82.54966	85.74264	124.43383	125.74831	46.10506	129.22801	135.84858	122.61671	38.43266	119.71989	71.21747	40.94797	70.16411	74.08668	44.78379	83.43348	60.98316	59.43801	67.68666	69.9556	50.15789	96.52083	90.1378	56.45003	86.15535	74.79211	50.07447	60.36139	87.28412	70.6908	61.27604	38.80936	70.03547	62.23003	50.72976	70.26648	57.47757	60.36694	66.5277	44.70748	78.25224	86.73372	73.35002	52.36409	64.18091	36.26263	80.53039	78.23414	73.99694	37.05322	55.58297	71.21924	75.94067	57.86798	62.26205	33.97814	83.40641	69.76932	74.54419	52.47917	48.98963	31.89635	29.54277	46.3403	62.5866	43.03174	60.24885	43.7427	31.54716	46.27609	45.27289	56.70068	34.72712	32.90627	34.69928	30.90256	67.24153	53.06788	40.96389	92.25147	47.51201	41.06718	63.31165	44.50203	21.84835	76.19065	28.45823	34.03599	66.66511	59.57016	72.67732	70.29413	41.84365	47.89934	72.53483	77.16552	36.03245	31.47097	24.02821	32.43252	23.06415	16.42852	38.33705	20.60325	12.00043	26.06729	43.66346	35.36003	47.85327	31.53902	55.88619	36.78267	65.30488	n/a	58.71042	82.9249	31.83185	32.8994	82.45492	21.49646	15.0612	34.63879	76.46168	24.6839	28.9069	61.42784	n/a	n/a	n/a	68.75588	31.91031	29.27533	44.8104	36.44542	34.62675	50.79099	72.87014	64.12601	50.49677	57.29842	33.27331	26.32671	36.25638	60.6369	66.14931	63.83349	47.08129	32.78847	38.08677	31.4489	37.867	35.82363	54.05282	57.73383	65.68246	50.24102	36.30505	42.62772	46.60111	61.54248	27.80487	33.10742	63.34865	26.09387
alpha_rarefaction_1795_5.txt	1795	5	115.74398	126.63219	103.69142	50.70498	86.70935	85.88853	117.78112	122.51049	43.21631	126.36822	138.88522	119.60356	39.93307	119.13856	71.99096	37.70614	71.05968	73.40747	48.50069	81.40873	58.58926	59.45411	66.75005	69.79045	49.0958	98.64324	95.31952	56.90717	85.22029	67.50681	44.82296	60.43524	82.085	68.68561	68.95455	39.23181	71.7531	64.49699	44.30549	70.36635	58.75636	55.51905	60.96914	46.19207	71.6467	80.67127	69.23425	53.29641	63.5425	41.83528	80.43903	78.01748	73.74955	36.24616	51.16249	71.3323	70.32506	58.88193	61.34814	30.83326	80.48674	71.89624	82.91713	46.62244	49.35136	33.54593	33.56524	49.64698	65.47879	49.13365	60.28108	40.67934	30.07731	43.42297	43.2059	59.15072	35.46088	34.57305	31.62858	26.9737	65.7978	58.46741	38.87951	94.83161	52.42393	45.64627	59.75345	45.33587	17.79592	76.72918	29.85998	33.72251	67.35303	61.92413	73.126	65.49999	47.0088	53.35191	78.12064	75.09231	43.76081	31.65593	20.29483	30.37613	19.48672	15.71986	38.49391	18.90132	13.19283	30.17193	51.36277	32.52556	47.82589	29.55592	60.11439	39.09653	62.76436	n/a	56.12254	82.70192	35.27793	30.0547	84.53442	19.21532	15.09917	32.58386	77.17187	25.89495	31.63164	56.92347	n/a	n/a	n/a	66.91966	29.61461	29.64965	49.93274	34.70912	34.48527	45.94609	68.18577	68.99578	51.05561	53.56551	28.93695	28.69837	36.78039	63.31576	69.92222	66.15033	46.26799	33.53074	34.081	33.5487	40.31889	38.71423	54.48248	57.76323	68.04385	53.04626	41.19115	44.97037	37.16191	60.54694	26.7762	33.91863	62.30163	26.18279
alpha_rarefaction_1795_6.txt	1795	6	117.32687	136.05849	105.9544	49.55752	82.57694	84.17903	122.19146	122.17925	44.16322	129.15363	134.90309	121.02018	34.31986	118.52315	73.91662	43.40089	71.60612	72.03645	48.40361	80.68243	57.13603	61.75528	67.04625	65.54498	51.8994	92.26868	83.95402	58.09762	87.911	65.06465	48.45435	58.12252	82.93564	72.9959	66.02098	36.39746	69.13629	66.52421	47.16953	68.31785	64.62252	56.84394	62.094	41.53618	77.85768	82.32151	71.28623	56.21508	61.61216	42.73931	76.56907	78.58438	75.80408	37.84737	52.93961	70.78157	71.45499	61.96709	64.55575	37.14295	81.37115	71.59939	74.01484	47.8323	44.94698	30.43964	32.60444	52.02203	65.42514	50.11565	56.7691	45.55073	30.27846	51.84318	47.73371	59.70039	35.79784	35.28283	31.77332	27.88514	64.82557	56.61748	38.00047	93.99219	48.14939	42.25811	61.71323	42.47052	19.28446	76.77157	26.11592	34.76132	65.54299	61.13296	74.29299	66.33281	44.96369	51.78806	74.31709	75.73314	41.64082	32.23515	22.04842	29.79676	21.05391	17.19293	34.42714	19.92233	15.03202	25.86195	48.64389	33.3228	47.51846	29.18862	54.10565	35.69639	62.10318	n/a	57.42015	80.14636	36.2998	29.38381	85.60133	18.96634	13.5966	34.43979	75.44913	26.35968	32.6798	61.30767	n/a	n/a	n/a	60.44203	29.60964	29.10352	48.61645	36.7497	34.94824	50.79382	70.54819	65.14234	50.03621	57.45978	29.60775	26.99913	34.18098	64.17999	62.89918	64.89283	48.50822	30.70191	39.2325	29.44036	37.63116	42.14349	54.55099	55.28312	66.13806	52.75228	38.36092	45.77978	42.19931	60.74152	23.53132	33.02273	65.34141	27.31862
alpha_rarefaction_1795_7.txt	1795	7	115.95089	135.43738	107.14622	50.48655	86.49955	86.77422	126.34284	126.19816	50.08931	127.54083	132.98577	123.5781	39.48889	118.50913	74.09891	39.13631	69.13671	73.21246	49.3662	81.67975	55.42755	57.47991	64.08304	64.40898	50.87122	97.90262	83.08444	58.53444	87.78878	69.49192	52.97427	59.97153	84.74465	68.34475	65.10878	36.78427	72.06147	64.42369	44.82613	68.23667	54.54583	57.86641	69.00576	42.8996	77.42474	82.469	71.32005	56.19438	65.36538	42.88033	81.09564	77.44777	72.5893	36.85223	49.0127	70.67759	74.67834	58.8332	63.02008	32.37231	79.18085	69.21171	74.59614	51.46491	42.14329	33.98844	28.85502	46.09019	63.30204	47.81401	60.8114	43.84586	28.6455	48.9595	48.29731	55.10353	34.5748	35.52895	34.49356	29.77392	65.94044	54.58918	39.0853	96.24115	50.85287	47.03861	60.61612	47.49529	20.38392	76.18736	26.60312	32.18798	69.50133	64.32993	72.00673	64.00066	44.42058	56.59063	73.45336	77.83069	43.38545	29.08286	19.74868	28.17172	18.32634	17.79567	39.56878	19.85295	13.96143	29.48097	50.30752	37.35373	48.60657	29.70142	55.99047	35.61533	65.02801	n/a	57.41183	79.148	36.94203	32.87637	85.27603	21.75132	14.45535	33.57118	77.79626	25.56508	26.10128	58.2174	n/a	n/a	n/a	66.63078	33.92197	26.93028	50.50035	33.77917	36.03435	45.9262	75.64427	68.09796	49.26804	56.89872	32.41165	25.20266	38.89217	64.72942	69.69154	63.61159	50.00724	30.71967	33.76128	31.92351	37.41182	35.90402	55.48445	54.87773	62.94143	51.40961	36.73721	42.2573	46.37909	61.33823	26.61052	32.02007	62.75354	26.87736
alpha_rarefaction_1795_8.txt	1795	8	118.23731	129.02748	100.67091	44.74441	88.05657	87.13538	122.50234	127.24089	44.23225	125.81046	135.1436	123.98218	33.55376	119.98273	78.30013	37.67285	70.16164	73.73807	45.71209	81.90362	58.71142	57.70913	68.49177	67.52562	47.88089	96.62262	83.98026	61.43823	80.17184	68.11057	49.29123	59.69596	84.07711	72.84825	65.64386	39.79665	70.78459	63.75797	49.07884	67.9651	65.43535	59.29479	67.42394	41.96292	71.90825	82.34057	75.88406	53.03398	61.4257	38.40297	78.8065	81.23848	77.4531	36.22846	52.70306	74.35944	75.56041	61.0453	67.00903	33.36003	80.91971	69.62162	75.23448	49.27285	44.02506	34.86086	28.20362	50.64836	67.42094	45.71202	58.79107	39.22773	26.7574	44.57045	46.5858	59.06638	33.58388	33.94862	33.25692	30.91094	61.99484	51.45047	38.50047	91.61806	47.99624	41.05343	62.86945	43.70274	22.2745	78.22127	28.63819	33.77122	62.56849	59.13078	70.62658	62.89028	44.40665	52.38692	72.57373	76.07575	39.68925	34.45128	22.33876	28.03399	18.67628	15.86469	37.81733	19.45844	15.00853	28.35724	45.49923	34.39022	48.87269	30.76551	55.08169	34.01325	61.33374	n/a	56.8251	81.33863	36.54575	30.01147	87.60429	19.58435	13.24475	35.11437	74.99108	25.386	30.41984	59.24055	n/a	n/a	n/a	67.62075	30.20065	30.62301	44.33715	35.48497	33.3654	50.42647	67.57859	69.03958	50.28665	58.9318	30.67723	25.44485	38.40132	67.05105	68.56742	66.51167	46.63297	26.42541	36.03664	32.87998	31.78896	37.5445	55.80315	57.20145	65.17206	53.74689	40.54006	42.021	44.4304	63.43945	26.50404	34.10647	62.10233	27.00973
alpha_rarefaction_1795_9.txt	1795	9	122.30988	129.40504	105.51537	47.11413	82.66189	83.94103	121.15775	127.59257	47.46411	128.74105	134.37029	120.42611	34.55006	116.46769	76.90796	37.69769	72.72372	74.86736	49.08284	81.90196	58.5095	58.0482	66.57653	67.89144	50.75563	96.58033	94.34292	54.62922	88.03038	66.96997	49.34387	60.17043	82.90954	72.71651	63.42861	40.75244	69.68233	64.34894	49.99497	72.62989	56.12109	57.49048	69.47725	44.04228	78.71028	83.65567	74.21722	53.13305	65.25577	46.61687	80.81223	78.05176	73.83523	36.20712	50.77077	67.742	72.12411	56.81625	63.1764	30.5294	85.87031	68.82692	80.67156	45.65274	43.81292	32.21284	32.4504	52.43895	60.80276	46.67666	59.41993	38.74085	32.09832	45.28312	48.38156	57.39344	34.45015	31.9196	30.4459	30.51708	71.85001	54.45681	39.70015	91.80161	48.07571	44.78276	60.55658	43.50301	20.3298	80.98858	29.56775	31.54764	67.59852	62.00783	71.45102	64.50156	42.08756	49.30134	74.26219	79.50631	38.56199	33.41455	24.26616	32.64069	20.27236	16.76947	38.12799	17.82015	11.31994	31.56359	49.85386	35.05614	50.00094	28.68835	57.50393	37.3576	64.9812	n/a	58.64668	77.17013	32.63934	31.48174	78.5125	22.33532	16.84458	33.20439	76.98106	24.52749	33.9222	56.19913	n/a	n/a	n/a	65.59822	29.59343	29.11799	49.15369	36.50867	31.79597	51.68755	73.60717	67.62904	51.89393	59.01201	31.15351	24.6393	35.78781	63.0653	69.03396	66.42653	47.65142	31.2101	34.88141	32.7176	38.88861	39.41119	57.63489	54.58869	61.35613	57.85598	39.94907	44.75438	42.30027	60.81015	26.88052	33.64948	63.157	27.7468
